time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:08.590000,[],0,1.8981371677391146e-19, -1.261801572313396e-18, -7.220157623291016, 2.2524409838215094e-19, 2.4108915660591047e-20, 4.132956878067772e-20
1970/01/01/01:00:08.600000,[],0,6.804124701275808e-20, -1.080430849277722e-18, -7.220157623291016, 1.9703477087695211e-19, 4.273447285099438e-21, 7.325909746998118e-21
1970/01/01/01:00:08.610000,[],0,-5.130258492702267e-20, -9.025794695557315e-19, -7.220157623291016, 1.6936992208526924e-19, -1.5165739376874615e-20, -2.599841105275097e-20
1970/01/01/01:00:08.620000,[],0,-1.6825440440575613e-19, -7.281949588773156e-19, -7.220157623291016, 1.4224142237264458e-19, -3.4214626440591135e-20, -5.865364532672766e-20
1970/01/01/01:00:08.630000,[],0,-2.828503779570216e-19, -5.572252565626718e-19, -7.220158100128174, 1.1564128427628817e-19, -5.287911362636631e-20, -9.064990907377082e-20
1970/01/01/01:00:08.640000,[],0,-2.5846656691442447e-19, -6.205920994715442e-19, -7.220158100128174, 1.278813989176621e-19, -4.872363287871266e-20, -8.352622963846415e-20
1970/01/01/01:00:08.650000,[],0,-2.345446069969675e-19, -6.826296114372555e-19, -7.220158100128174, 1.3986392434640818e-19, -4.4646391784779166e-20, -7.65366697846647e-20
1970/01/01/01:00:08.660000,[],0,-2.1107760934111173e-19, -7.433580583848135e-19, -7.220158100128174, 1.5159282844452727e-19, -4.064622712182942e-20, -6.96792520337206e-20
1970/01/01/01:00:08.670000,[],0,-1.8805885310438021e-19, -8.027976028416489e-19, -7.220158100128174, 1.6307197569644363e-19, -3.672200474769543e-20, -6.29520053693285e-20
1970/01/01/01:00:08.680000,[],0,-8.424187657764176e-20, -7.31241930362443e-19, -7.220158100128174, 1.5251640144783687e-19, -2.020617736416356e-20, -3.463916073411264e-20
1970/01/01/01:00:08.690000,[],0,-1.4870917343159085e-19, -8.053779410637198e-19, -7.220158576965332, 1.6435870683805815e-19, -3.030977172501825e-20, -5.1959608671459856e-20
1970/01/01/01:00:08.700000,[],0,-2.118722584911367e-19, -8.77950683804848e-19, -7.220158576965332, 1.7594773986447334e-19, -4.0208264068051e-20, -6.892844991850949e-20
1970/01/01/01:00:08.710000,[],0,-2.7375087423105547e-19, -9.489841985223798e-19, -7.220158576965332, 1.8728740378559795e-19, -4.9904762782907424e-20, -8.555101914397764e-20
1970/01/01/01:00:08.720000,[],0,-3.343645757180158e-19, -1.018502214960138e-18, -7.220158576965332, 1.9838153723646208e-19, -5.940234071631618e-20, -1.0183258962426934e-19
1970/01/01/01:00:08.730000,[],0,-3.937325432024713e-19, -1.0865278941752738e-18, -7.220158576965332, 2.0923395300270174e-19, -6.870403194091473e-20, -1.1777834416291013e-19
1970/01/01/01:00:08.740000,[],0,-4.082708887029443e-19, -1.0569713867202588e-18, -7.220158576965332, 2.0381414930698066e-19, -7.138439439361917e-20, -1.2237325491745977e-19
1970/01/01/01:00:08.750000,[],0,-4.224776640247543e-19, -1.0279002274896592e-18, -7.220158576965332, 1.9848237572301112e-19, -7.400401723243779e-20, -1.2686403138770723e-19
1970/01/01/01:00:08.760000,[],0,-4.363580390467296e-19, -9.99307695640998e-19, -7.220158576965332, 1.9323737855517723e-19, -7.656384396025678e-20, -1.3125231501018054e-19
1970/01/01/01:00:08.770000,[],0,-4.499171836476989e-19, -9.71187173729375e-19, -7.22015905380249, 1.8807795580665136e-19, -7.906482454231086e-20, -1.3553969552261945e-19
1970/01/01/01:00:08.780000,[],0,-4.631601384595197e-19, -9.435318375147365e-19, -7.22015905380249, 1.8300291840530297e-19, -8.150787016974355e-20, -1.3972777558746078e-19
1970/01/01/01:00:08.790000,[],0,-4.1636854746013803e-19, -1.0072727211568478e-18, -7.22015905380249, 1.9125421303658135e-19, -7.375608923087063e-20, -1.2643901564921982e-19
1970/01/01/01:00:08.800000,[],0,-3.704711645523203e-19, -1.0696381068378598e-18, -7.22015905380249, 1.9932136950868718e-19, -6.61519729560355e-20, -1.1340338590311716e-19
1970/01/01/01:00:08.810000,[],0,-3.254546772980833e-19, -1.1306491910609695e-18, -7.22015905380249, 2.0720725710437025e-19, -5.869332414673606e-20, -1.0061711879995656e-19
1970/01/01/01:00:08.820000,[],0,-2.8130598005459683e-19, -1.1903269635342202e-18, -7.22015905380249, 2.1491469340759208e-19, -5.1377971453864366e-20, -8.807652433872421e-20
1970/01/01/01:00:08.830000,[],0,-2.233813910402581e-19, -1.125497820398719e-18, -7.22015905380249, 2.0512127562057344e-19, -4.460283232447515e-20, -7.646200380968472e-20
1970/01/01/01:00:08.840000,[],0,-1.6659296044665509e-19, -1.0618526829125107e-18, -7.22015905380249, 1.955032330481131e-19, -3.795873669869024e-20, -6.50721209780902e-20
1970/01/01/01:00:08.850000,[],0,-2.8314322574325953e-19, -1.212706438404419e-18, -7.22015905380249, 2.179610057331688e-19, -5.618858894018282e-20, -9.632328886367915e-20
1970/01/01/01:00:08.860000,[],0,-3.973341651377096e-19, -1.3604217672547244e-18, -7.22015905380249, 2.399478283063463e-19, -7.40482196964211e-20, -1.2693980888663533e-19
1970/01/01/01:00:08.870000,[],0,-5.092015283421041e-19, -1.5050468527341083e-18, -7.22015905380249, 2.614709127486112e-19, -9.154325767297956e-20, -1.5693129702157966e-19
1970/01/01/01:00:08.880000,[],0,-6.187806773276296e-19, -1.6466288441374862e-18, -7.22015905380249, 2.82537419342141e-19, -1.0867924110255318e-19, -1.8630725938320796e-19
1970/01/01/01:00:08.890000,[],0,-5.808375407383042e-19, -1.6802586991214421e-18, -7.22015905380249, 2.88928268453514e-19, -1.0364715246957219e-19, -1.7768082541943972e-19
1970/01/01/01:00:08.900000,[],0,-5.435952329229644e-19, -1.713047931807891e-18, -7.220159530639648, 2.951623926882023e-19, -9.870534284563313e-20, -1.692091647030984e-19
1970/01/01/01:00:08.910000,[],0,-5.070434141239532e-19, -1.7450100872793634e-18, -7.220159530639648, 3.0124235113622605e-19, -9.385250037398326e-20, -1.6089000248749945e-19
