time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:07.610000,[],0,1.012506706482777e-18, -4.674402294428105e-19, -7.22015905380249, 9.14579869840527e-20, 1.6450122747266162e-19, 2.820021042388485e-19
1970/01/01/01:00:07.620000,[],0,1.1402230828682348e-18, -4.1317366574172853e-19, -7.22015905380249, 8.332565772696564e-20, 1.8676023124146024e-19, 3.2016038533562007e-19
1970/01/01/01:00:07.630000,[],0,1.265271077995173e-18, -3.599510815218709e-19, -7.22015905380249, 7.534764935290801e-20, 2.0855536763237562e-19, 3.575234873697868e-19
1970/01/01/01:00:07.640000,[],0,1.3876915339063366e-18, -3.0775694129735813e-19, -7.22015905380249, 6.752166126580114e-20, 2.2989375815349394e-19, 3.941035854059896e-19
1970/01/01/01:00:07.650000,[],0,1.2525337373327753e-18, -3.557873128122204e-19, -7.22015905380249, 7.540496392206999e-20, 2.089151395000479e-19, 3.581402280646275e-19
1970/01/01/01:00:07.660000,[],0,1.1199537457406588e-18, -4.0282147452623325e-19, -7.22015905380249, 8.312305663802697e-20, 1.8833520897715535e-19, 3.2286035455378144e-19
1970/01/01/01:00:07.670000,[],0,9.899133020266568e-19, -4.488746775819406e-19, -7.22015905380249, 9.067847265429804e-20, 1.6814803414886064e-19, 2.882537802121594e-19
1970/01/01/01:00:07.680000,[],0,8.623748211716862e-19, -4.939619146279451e-19, -7.22015905380249, 9.8073719362115e-20, 1.4834779890148174e-19, 2.5431050132422835e-19
1970/01/01/01:00:07.690000,[],0,7.318677958934159e-19, -5.611682714463472e-19, -7.22015905380249, 1.1180825856468815e-19, 1.2779614761578085e-19, 2.1907912127679323e-19
1970/01/01/01:00:07.700000,[],0,6.038977335538458e-19, -6.269744182828502e-19, -7.22015905380249, 1.2525692285509326e-19, 1.076427579456301e-19, 1.8453044957804992e-19
1970/01/01/01:00:07.710000,[],0,4.784267389411632e-19, -6.914017584358038e-19, -7.22015905380249, 1.3842408724328893e-19, 8.788167160567969e-20, 1.506542886420093e-19
1970/01/01/01:00:07.720000,[],0,3.5541727873507363e-19, -7.544713850108283e-19, -7.220159530639648, 1.513140685780969e-19, 6.850702078345933e-20, 1.1744060890374414e-19
1970/01/01/01:00:07.730000,[],0,2.3483246585013593e-19, -8.162041843183904e-19, -7.220159530639648, 1.6393111908485359e-19, 4.9513008752332603e-20, 8.487943895946408e-20
1970/01/01/01:00:07.740000,[],0,2.966479315201651e-19, -9.429906545989737e-19, -7.220159530639648, 1.8612560276587308e-19, 5.870840080586955e-20, 1.0064297465644738e-19
1970/01/01/01:00:07.750000,[],0,3.5719742311207603e-19, -1.0671470524231564e-18, -7.220159530639648, 2.0785757616220178e-19, 6.771401953231093e-20, 1.1608117634110445e-19
1970/01/01/01:00:07.760000,[],0,4.165002242738988e-19, -1.1887137545445887e-18, -7.220159530639648, 2.291341220078347e-19, 7.653275360145215e-20, 1.3119900063476208e-19
1970/01/01/01:00:07.770000,[],0,4.745752826115398e-19, -1.3077301554399434e-18, -7.220159530639648, 2.4996221963919022e-19, 8.516745937134592e-20, 1.460013589223073e-19
1970/01/01/01:00:07.780000,[],0,4.360027132748498e-19, -1.500807345299621e-18, -7.220159530639648, 2.8307146782512056e-19, 7.738283677721524e-20, 1.3265628607892738e-19
1970/01/01/01:00:07.790000,[],0,3.9815795947963e-19, -1.6898729159835694e-18, -7.220159530639648, 3.1549022699472225e-19, 6.97461631904579e-20, 1.195648604155686e-19
1970/01/01/01:00:07.800000,[],0,3.6103031957670534e-19, -1.874988285652271e-18, -7.220159530639648, 3.4722904370080535e-19, 6.22552543372689e-20, 1.0672329499598912e-19
1970/01/01/01:00:07.810000,[],0,3.246091177662951e-19, -2.0562136316952886e-18, -7.220159530639648, 3.782983869479975e-19, 5.490793886854027e-20, 9.41278933568266e-20
1970/01/01/01:00:07.820000,[],0,2.8888385919437754e-19, -2.2336091315021858e-18, -7.220159530639648, 4.08708493096379e-19, 4.770207451573248e-20, 8.177498488411282e-20
1970/01/01/01:00:07.830000,[],0,2.853451805338757e-19, -2.159497470930191e-18, -7.220159530639648, 3.975306463825851e-19, 4.894055130083189e-20, 8.389808609789795e-20
1970/01/01/01:00:07.840000,[],0,2.818487139340082e-19, -2.086652430671168e-18, -7.220159530639648, 3.8653661471053694e-19, 5.0149365906153036e-20, 8.59703415534052e-20
1970/01/01/01:00:07.850000,[],0,2.783940199550746e-19, -2.0150553991613344e-18, -7.220159530639648, 3.7572381314082033e-19, 5.132899008313901e-20, 8.799255258185301e-20
1970/01/01/01:00:07.860000,[],0,2.7498055575979797e-19, -1.9446887988126735e-18, -7.220159530639648, 3.650896825834152e-19, 5.2479885889710104e-20, 8.996552051445976e-20
1970/01/01/01:00:07.870000,[],0,3.3232058657500314e-19, -1.8295388468955448e-18, -7.220159530639648, 3.451501061769123e-19, 6.058710246038793e-20, 1.0386360237142259e-19
1970/01/01/01:00:07.880000,[],0,3.8848059254761313e-19, -1.7165088554908129e-18, -7.220159530639648, 3.2557482528205663e-19, 6.85261105610334e-20, 1.1747333423672827e-19
1970/01/01/01:00:07.890000,[],0,4.43478564855951e-19, -1.605567805325507e-18, -7.220159530639648, 3.0635848907426067e-19, 7.629948866871219e-20, 1.3079912343207805e-19
1970/01/01/01:00:07.900000,[],0,4.973322103350041e-19, -1.496685090716963e-18, -7.220159530639648, 2.8749585012651356e-19, 8.390977648639879e-20, 1.438453255803849e-19
1970/01/01/01:00:07.910000,[],0,5.500590290246069e-19, -1.389830312777669e-18, -7.220159530639648, 2.689817127105927e-19, 9.135945555593086e-20, 1.5661621875637938e-19
1970/01/01/01:00:07.920000,[],0,4.444609969297225e-19, -1.509903023315254e-18, -7.220159530639648, 2.8522428291747224e-19, 7.429225090182131e-20, 1.2735814255673695e-19
1970/01/01/01:00:07.930000,[],0,3.409304769265203e-19, -1.6274232612776535e-18, -7.220159530639648, 3.011134919064268e-19, 5.755895579654469e-20, 9.867249472802682e-20
