time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:08.370000,[],0,2.1033101421479726e-19, 4.426336515590163e-19, -7.220156669616699, -4.052185276191383e-20, 3.851197835682043e-20, 6.602053524917053e-20
1970/01/01/01:00:08.370000,[],0,7.441854457925196e-20, 4.2930428222257785e-19, -7.220156669616699, -3.67816263752846e-20, 1.6274710697321196e-20, 2.7899503129357974e-20
1970/01/01/01:00:08.380000,[],0,-5.878311847963782e-20, 4.161985618442584e-19, -7.220156669616699, -3.3112527827812133e-20, -5.519438165958587e-21, -9.461894460382472e-21
1970/01/01/01:00:08.390000,[],0,-1.893148751657537e-19, 4.0331336264736674e-19, -7.220156669616699, -2.951349729433659e-20, -2.687715312868218e-20, -4.607511687959151e-20
1970/01/01/01:00:08.400000,[],0,-9.020391655193696e-20, 5.269862734035122e-19, -7.220157146453857, -4.9084661673175114e-20, -1.136801424415015e-20, -1.9488024649341277e-20
1970/01/01/01:00:08.410000,[],0,6.93383986913862e-21, 6.481330262677089e-19, -7.220157146453857, -6.825949344750137e-20, 3.832077361952424e-21, 6.569275362233646e-21
1970/01/01/01:00:08.420000,[],0,1.021281515968922e-19, 7.667920334396525e-19, -7.220157146453857, -8.704400260145343e-20, 1.8727784274093957e-20, 3.2104773041303926e-20
1970/01/01/01:00:08.430000,[],0,1.9540836577161094e-19, 8.830012418299436e-19, -7.220157146453857, -1.0544411833981268e-19, 3.332370445325751e-20, 5.712634679852799e-20
1970/01/01/01:00:08.440000,[],0,3.017410117986248e-19, 7.816257599669893e-19, -7.220157623291016, -8.588710004191852e-20, 4.987508121608355e-20, 8.550014107395709e-20
1970/01/01/01:00:08.450000,[],0,3.6491977451571796e-19, 8.940488592960487e-19, -7.220157623291016, -1.0373464620639528e-19, 5.998939338198448e-20, 1.0283895823701667e-19
1970/01/01/01:00:08.460000,[],0,4.267984936532133e-19, 1.0041340877200919e-18, -7.220157623291016, -1.2121486601776168e-19, 6.989541759223544e-20, 1.1982070479409184e-19
1970/01/01/01:00:08.470000,[],0,4.873969439976297e-19, 1.1119171691018233e-18, -7.220157623291016, -1.3833336879454659e-19, 7.959632685996739e-20, 1.3645084789204368e-19
1970/01/01/01:00:08.480000,[],0,5.467346935403329e-19, 1.2174334654124298e-18, -7.220157623291016, -1.5509565399535378e-19, 8.909526188656862e-20, 1.5273473835545965e-19
