time,data
1970/01/01/01:00:03.970000,0
1970/01/01/01:00:03.970000,0
1970/01/01/01:00:04.020000,0
1970/01/01/01:00:04.020000,0
1970/01/01/01:00:04.060000,0
1970/01/01/01:00:04.110000,0
1970/01/01/01:00:04.110000,0
1970/01/01/01:00:04.150000,0
1970/01/01/01:00:04.150000,0
1970/01/01/01:00:04.160000,0
1970/01/01/01:00:04.170000,0
1970/01/01/01:00:04.210000,0
1970/01/01/01:00:04.250000,0
1970/01/01/01:00:04.250000,0
1970/01/01/01:00:04.300000,0
1970/01/01/01:00:04.340000,0
1970/01/01/01:00:04.340000,0
1970/01/01/01:00:04.350000,0
1970/01/01/01:00:04.370000,0
1970/01/01/01:00:04.410000,0
1970/01/01/01:00:04.410000,0
1970/01/01/01:00:04.450000,0
1970/01/01/01:00:04.490000,0
1970/01/01/01:00:04.490000,0
1970/01/01/01:00:04.500000,0
1970/01/01/01:00:04.510000,0
1970/01/01/01:00:04.560000,0
1970/01/01/01:00:04.560000,0
1970/01/01/01:00:04.600000,0
1970/01/01/01:00:04.600000,0
1970/01/01/01:00:04.610000,0
1970/01/01/01:00:04.620000,0
1970/01/01/01:00:04.660000,0
1970/01/01/01:00:04.710000,0
1970/01/01/01:00:04.710000,0
1970/01/01/01:00:04.750000,0
1970/01/01/01:00:04.750000,0
1970/01/01/01:00:04.800000,0
1970/01/01/01:00:04.800000,0
1970/01/01/01:00:04.840000,0
1970/01/01/01:00:04.850000,0
1970/01/01/01:00:04.860000,0
1970/01/01/01:00:04.910000,0
1970/01/01/01:00:04.910000,0
1970/01/01/01:00:04.950000,0
1970/01/01/01:00:04.960000,0
1970/01/01/01:00:04.970000,0
1970/01/01/01:00:05.010000,0
1970/01/01/01:00:05.010000,0
1970/01/01/01:00:05.060000,0
1970/01/01/01:00:05.060000,0
1970/01/01/01:00:05.100000,0
1970/01/01/01:00:05.100000,0
1970/01/01/01:00:05.140000,0
1970/01/01/01:00:05.140000,0
1970/01/01/01:00:05.190000,0
1970/01/01/01:00:05.230000,0
1970/01/01/01:00:05.230000,0
1970/01/01/01:00:05.240000,0
1970/01/01/01:00:05.250000,0
1970/01/01/01:00:05.290000,0
1970/01/01/01:00:05.330000,0
1970/01/01/01:00:05.330000,0
1970/01/01/01:00:05.370000,0
1970/01/01/01:00:05.370000,0
1970/01/01/01:00:05.380000,0
1970/01/01/01:00:05.390000,0
1970/01/01/01:00:05.430000,0
1970/01/01/01:00:05.470000,0
1970/01/01/01:00:05.470000,0
1970/01/01/01:00:05.470000,0
1970/01/01/01:00:05.480000,0
1970/01/01/01:00:05.520000,0
1970/01/01/01:00:05.560000,0
1970/01/01/01:00:05.610000,0
1970/01/01/01:00:05.660000,0
1970/01/01/01:00:05.660000,0
1970/01/01/01:00:05.670000,0
1970/01/01/01:00:05.710000,0
1970/01/01/01:00:05.760000,0
1970/01/01/01:00:05.800000,0
1970/01/01/01:00:05.800000,0
1970/01/01/01:00:05.810000,0
1970/01/01/01:00:05.820000,0
1970/01/01/01:00:05.860000,0
1970/01/01/01:00:05.860000,0
1970/01/01/01:00:05.910000,0
1970/01/01/01:00:05.960000,0
1970/01/01/01:00:05.960000,0
1970/01/01/01:00:06.000000,0
1970/01/01/01:00:06.000000,0
1970/01/01/01:00:06.010000,0
1970/01/01/01:00:06.020000,0
1970/01/01/01:00:06.060000,0
1970/01/01/01:00:06.060000,0
1970/01/01/01:00:06.100000,0
1970/01/01/01:00:06.100000,0
1970/01/01/01:00:06.150000,0
1970/01/01/01:00:06.190000,0
1970/01/01/01:00:06.190000,0
1970/01/01/01:00:06.200000,0
1970/01/01/01:00:06.210000,0
1970/01/01/01:00:06.240000,0
1970/01/01/01:00:06.290000,0
1970/01/01/01:00:06.290000,0
1970/01/01/01:00:06.340000,0
1970/01/01/01:00:06.340000,0
1970/01/01/01:00:06.350000,0
1970/01/01/01:00:06.390000,0
1970/01/01/01:00:06.430000,0
1970/01/01/01:00:06.430000,0
1970/01/01/01:00:06.480000,0
1970/01/01/01:00:06.520000,0
1970/01/01/01:00:06.520000,0
1970/01/01/01:00:06.530000,0
1970/01/01/01:00:06.540000,0
1970/01/01/01:00:06.580000,0
