time,.layout.dim,fault,Fx,,Fy,,Fz,,Wx,,Wy,,Wz
1970/01/01/01:00:03.950000,[],0,-2.114847243741556e-19,,1.4661915944230784e-18,,-7.220158100128174,,-2.2654768332874623e-19,,-2.8110686217151883e-20,,-4.818974918562077e-20
1970/01/01/01:00:03.950000,[],0,-1.3700641599564668e-19,,1.566015957541131e-18,,-7.220158100128174,,-2.395942861426623e-19,,-1.570609834319915e-20,,-2.6924741863298122e-20
1970/01/01/01:00:03.960000,[],0,-6.400397231334282e-20,,1.6636872729222845e-18,,-7.220158100128174,,-2.523559769343421e-19,,-3.54803169831674e-21,,-6.082339823459107e-21
1970/01/01/01:00:03.970000,[],0,7.544827458195538e-21,,1.759238627791041e-18,,-7.220158100128174,,-2.648372017995782e-19,,8.367229164006511e-21,,1.434382234720381e-20
1970/01/01/01:00:03.980000,[],0,-1.3709281759556726e-19,,1.7030085441109115e-18,,-7.220158576965332,,-2.5459678336435413e-19,,-1.5576431319832926e-20,,-2.6702453229545835e-20
1970/01/01/01:00:03.990000,[],0,-2.7882399877723733e-19,,1.6477327166649382e-18,,-7.220158576965332,,-2.4453573387508337e-19,,-3.9039661426492443e-20,,-6.692513479717969e-20
1970/01/01/01:00:04.000000,[],0,-4.176926568256823e-19,,1.593397600370591e-18,,-7.220158576965332,,-2.3465144254295753e-19,,-6.202972483572602e-20,,-1.0633666560780301e-19
1970/01/01/01:00:04.010000,[],0,-5.537422057983641e-19,,1.5399898569404921e-18,,-7.220158576965332,,-2.249413761273507e-19,,-8.455378182971107e-20,,-1.449493402795047e-19
1970/01/01/01:00:04.020000,[],0,-6.870153747438e-19,,1.4874963548824176e-18,,-7.220158576965332,,-2.1540300138763686e-19,,-1.0661890221774551e-19,,-1.8277524986639482e-19
1970/01/01/01:00:04.030000,[],0,-4.1845738530198757e-19,,1.5708388341026213e-18,,-7.220158576965332,,-2.2944558135785505e-19,,-6.3663270836199e-20,,-1.09137033872813e-19
1970/01/01/01:00:04.040000,[],0,-1.552287008270041e-19,,1.6523574834697222e-18,,-7.220158576965332,,-2.43184353398719e-19,,-2.156038511801224e-20,,-3.696065927911405e-20
1970/01/01/01:00:04.050000,[],0,1.027509216629166e-19,,1.732080427124547e-18,,-7.220158576965332,,-2.566240220999626e-19,,1.9702597238942093e-20,,3.377588144263991e-20
1970/01/01/01:00:04.060000,[],0,3.5556066532438087e-19,,1.8100357892079226e-18,,-7.22015905380249,,-2.6976924035253147e-19,,6.013835051572938e-20,,1.030943114770512e-19
1970/01/01/01:00:04.070000,[],0,3.145553836555666e-19,,1.592364761978242e-18,,-7.22015905380249,,-2.3577498645935182e-19,,5.2598815720984476e-20,,9.016939468605994e-20
1970/01/01/01:00:04.080000,[],0,4.2162595233716022e-19,,1.6855931868917966e-18,,-7.22015905380249,,-2.505191448359857e-19,,7.189997348448406e-20,,1.2325709740197268e-19
1970/01/01/01:00:04.090000,[],0,3.5050933181746095e-19,,1.644912857956745e-18,,-7.22015905380249,,-2.4441364718654937e-19,,5.862461645710588e-20,,1.0049934249789579e-19
1970/01/01/01:00:04.100000,[],0,2.8077999658258967e-19,,1.6048816590073943e-18,,-7.22015905380249,,-2.384058085481826e-19,,4.560890690036411e-20,,7.818670123625193e-20
1970/01/01/01:00:04.110000,[],0,2.1241717664435307e-19,,1.5654905944545832e-18,,-7.22015905380249,,-2.3249428475238995e-19,,3.2848951249266086e-20,,5.631248508630678e-20
1970/01/01/01:00:04.120000,[],0,1.454003734331963e-19,,1.5267307721067265e-18,,-7.22015905380249,,-2.266777574800702e-19,,2.0340907637607403e-20,,3.4870128301948196e-20
1970/01/01/01:00:04.130000,[],0,1.710524074512021e-19,,1.3010259599727777e-18,,-7.22015905380249,,-1.903391315592475e-19,,2.387709344716166e-20,,4.093216019513427e-20
