time,.layout.dim,fault,Fx,,Fy,,Fz,,Wx,,Wy,,Wz
1970/01/01/01:00:03.990000,[],0,-3.1512908510916042e-19,,1.0497705726928315e-18,,-7.220158576965332,,-1.5101805424107656e-19,,-4.8242672588952826e-20,,-8.270172443820485e-20
1970/01/01/01:00:04.000000,[],0,-4.696322063672877e-19,,1.0233011032838643e-18,,-7.220158576965332,,-1.454177054519687e-19,,-7.36322706329291e-20,,-1.2622675334922047e-19
1970/01/01/01:00:04.010000,[],0,-6.20998296851096e-19,,9.972587692637042e-19,,-7.220158576965332,,-1.399148347281714e-19,,-9.850671610104383e-20,,-1.6886866355875918e-19
1970/01/01/01:00:04.020000,[],0,-7.692749711445952e-19,,9.716374701753336e-19,,-7.220158576965332,,-1.345080332777039e-19,,-1.2287382843502506e-19,,-2.1064083212828958e-19
1970/01/01/01:00:04.030000,[],0,-5.1541220717630535e-19,,1.081366493948096e-18,,-7.220158576965332,,-1.526076110350679e-19,,-8.21725097919299e-20,,-1.408671651824643e-19
1970/01/01/01:00:04.040000,[],0,-2.6657513411594624e-19,,1.1887927502930875e-18,,-7.220158576965332,,-1.7032994273431946e-19,,-4.2277010468303445e-20,,-7.247487693490549e-20
1970/01/01/01:00:04.050000,[],0,-2.268815379476166e-20,,1.2939516011814945e-18,,-7.220158576965332,,-1.8768079279035227e-19,,-3.1751905385248334e-21,,-5.443183664929205e-21
1970/01/01/01:00:04.060000,[],0,2.1632335614137575e-19,,1.3968779949941974e-18,,-7.22015905380249,,-2.0466584806987764e-19,,3.514491059285492e-20,,6.024841723598722e-20
1970/01/01/01:00:04.070000,[],0,3.0909692219090575e-19,,1.5104250776793515e-18,,-7.22015905380249,,-2.2252326870291676e-19,,5.222969606615549e-20,,8.953662090450248e-20
1970/01/01/01:00:04.080000,[],0,3.999840899288115e-19,,1.6215500721333738e-18,,-7.22015905380249,,-2.400012590040384e-19,,6.89675665141953e-20,,1.182301140243348e-19
1970/01/01/01:00:04.090000,[],0,4.890135134084997e-19,,1.7302905116765588e-18,,-7.22015905380249,,-2.571056997104099e-19,,8.536377905750802e-20,,1.4633790510934274e-19
1970/01/01/01:00:04.100000,[],0,5.762134460177679e-19,,1.8366832058461653e-18,,-7.22015905380249,,-2.73842355236925e-19,,1.014235358866648e-19,,1.7386891866285394e-19
1970/01/01/01:00:04.110000,[],0,6.616117792528957e-19,,1.9407642403964157e-18,,-7.22015905380249,,-2.9021686075150675e-19,,1.1715194871935727e-19,,2.0083191762948264e-19
1970/01/01/01:00:04.120000,[],0,5.905563959479195e-19,,2.111343978751029e-18,,-7.22015905380249,,-3.1861081755436683e-19,,1.0294830763658706e-19,,1.7648280939852151e-19
1970/01/01/01:00:04.130000,[],0,5.908820983141122e-19,,1.890083504650751e-18,,-7.22015905380249,,-2.8288359442849445e-19,,1.0223701632032242e-19,,1.7526345470273885e-19
1970/01/01/01:00:04.140000,[],0,6.393007018795974e-19,,1.7433683405585988e-18,,-7.22015905380249,,-2.6058311530679453e-19,,1.0997155571330243e-19,,1.8852266878347518e-19
1970/01/01/01:00:04.150000,[],0,6.866869840406164e-19,,1.5994130645802297e-18,,-7.22015905380249,,-2.38702559592936e-19,,1.175404134145275e-19,,2.0149783679667904e-19
1970/01/01/01:00:04.160000,[],0,7.330569197227492e-19,,1.458176834672899e-18,,-7.22015905380249,,-2.1723577513111295e-19,,1.2494612266462353e-19,,2.141933660640517e-19
1970/01/01/01:00:04.170000,[],0,7.784261219600577e-19,,1.3196196359744744e-18,,-7.22015905380249,,-1.9617658391612542e-19,,1.3219124255361065e-19,,2.2661354758502077e-19
1970/01/01/01:00:04.180000,[],0,7.138965733026654e-19,,1.1734915633220816e-18,,-7.22015905380249,,-1.7155753046213643e-19,,1.234830728055645e-19,,2.1168526397391142e-19
1970/01/01/01:00:04.190000,[],0,6.505862371693881e-19,,1.0301687703195859e-18,,-7.220159530639648,,-1.4741370519475624e-19,,1.1493670734015198e-19,,1.970343702113429e-19
1970/01/01/01:00:04.200000,[],0,5.88477018984326e-19,,8.896093809484766e-19,,-7.220159530639648,,-1.2373801245529277e-19,,1.0654978740015759e-19,,1.8265678209304074e-19
1970/01/01/01:00:04.210000,[],0,5.275511860630976e-19,,7.517721912744912e-19,,-7.220159530639648,,-1.0052345998263054e-19,,9.831995422836584e-20,,1.6854849296291287e-19
1970/01/01/01:00:04.220000,[],0,4.677910574201096e-19,,6.166165660500377e-19,,-7.220159530639648,,-7.77631524508821e-20,,9.02448749169554e-20,,1.5470550908956431e-19
1970/01/01/01:00:04.220000,[],0,4.468451899490418e-19,,5.507342151996033e-19,,-7.220159530639648,,-6.427666403449829e-20,,8.625919560824814e-20,,1.478729067569968e-19
1970/01/01/01:00:04.240000,[],0,4.26273570006366e-19,,4.861144521566545e-19,,-7.220159530639648,,-5.1053474315673496e-20,,8.234460213343215e-20,,1.411621713931131e-19
1970/01/01/01:00:04.250000,[],0,4.060707433699181e-19,,4.2273845856225576e-19,,-7.220159530639648,,-3.808964772414956e-20,,7.850006697909028e-20,,1.3457154523911148e-19
1970/01/01/01:00:04.260000,[],0,3.8623135921511073e-19,,3.6058770040080704e-19,,-7.220159530639648,,-2.5381287463759528e-20,,7.472456909415391e-20,,1.2809925761149325e-19
