====
Fx,Fy,Fz,Mx,My,Mz,m1,m2,m3,m4
0.0378774, -0.00177125, -0.0292445, 0.0118651, -0.0071508, -0.000512565, 0, 0, 0, 0
0.0371404, -0.00172359, -0.0303431, 0.0132944, -0.000886144, -0.000417083, 0, 0, 0, 0
0.036497, -0.00166462, -0.0313761, 0.0136703, -0.00661937, 0.00047136, 0, 0, 0, 0
0.0460555, -0.0021328, -0.0276949, 0.0141166, -0.00790841, -0.000310163, 0, 0, 0, 0
0.0479686, -0.00219959, -0.0289473, 0.015797, -0.00120114, -0.000550747, 0, 0, 0, 0
0.0418698, -0.00187001, -0.0333627, 0.0160353, -0.00637172, 0.000668453, 0, 0, 0, 0
0.0477291, -0.00219688, -0.031656, 0.0167432, -0.00949333, 0.000122219, 0, 0, 0, 0
0.0562627, -0.00254019, -0.029694, 0.0181627, -0.00430771, -0.000668316, 0, 0, 0, 0
0.0513365, -0.00224618, -0.0345706, 0.0184828, -0.00549801, 0.000706707, 0, 0, 0, 0
0.0527679, -0.00243331, -0.0355881, 0.019512, -0.00986958, 0.000339707, 0, 0, 0, 0
0.0690636, -0.00311238, -0.0285717, 0.0207818, -0.00768416, -0.000919682, 0, 0, 0, 0
0.0614494, -0.00270579, -0.0355633, 0.0214559, -0.00410292, 0.000127083, 0, 0, 0, 0
0.0648659, -0.00292763, -0.0338658, 0.0225592, -0.0136993, 0.000638433, 0, 0, 0, 0
0.0663987, -0.00304372, -0.035003, 0.0237199, -0.0100303, -0.000613837, 0, 0, 0, 0
0.0758612, -0.00335121, -0.0323979, 0.0246907, -0.0086596, -0.000362018, 0, 0, 0, 0
0.0751583, -0.003359, -0.0354478, 0.0261686, -0.0118664, 0.000888426, 0, 0, 0, 0
0.0890359, -0.00400344, -0.0284373, 0.027015, -0.0140768, -0.00026123, 0, 0, 0, 0
0.0737307, -0.00330983, -0.040665, 0.0288768, -0.00728409, -0.000911863, 0, 0, 0, 0
0.088774, -0.00380804, -0.0345416, 0.0297253, -0.0168981, 0.00136727, 0, 0, 0, 0
0.078716, -0.00371705, -0.0465596, 0.0308586, -0.00930756, -0.00107065, 0, 0, 0, 0
0.104395, -0.00455506, -0.0330447, 0.0321404, -0.0112794, -0.00139098, 0, 0, 0, 0
0.0900941, -0.00387496, -0.0427966, 0.033492, -0.0121819, 0.000956038, 0, 0, 0, 0
0.0958729, -0.00435567, -0.0417291, 0.0345985, -0.0163076, 0.000494575, 0, 0, 0, 0
0.114051, -0.00512788, -0.0342098, 0.0365214, -0.0144289, -0.00170696, 0, 0, 0, 0
0.105764, -0.00432724, -0.042181, 0.0377673, -0.0154609, 0.00092414, 0, 0, 0, 0
0.108352, -0.00474977, -0.0427973, 0.0385655, -0.0177822, 0.00101324, 0, 0, 0, 0
0.113839, -0.00516238, -0.041357, 0.0405062, -0.0159736, -0.00131385, 0, 0, 0, 0
0.11956, -0.00510193, -0.0415209, 0.0415897, -0.0199049, -0.000111428, 0, 0, 0, 0
0.12312, -0.00524635, -0.0413283, 0.042439, -0.0205492, 0.00112877, 0, 0, 0, 0
0.137103, -0.00596635, -0.0388057, 0.0451751, -0.0140741, -0.00115564, 0, 0, 0, 0
0.125867, -0.00522204, -0.0462288, 0.0458659, -0.0170686, -0.00043498, 0, 0, 0, 0
0.136908, -0.0056767, -0.0400215, 0.0466556, -0.0192815, 0.000964008, 0, 0, 0, 0
0.151202, -0.00660891, -0.0363911, 0.0496745, -0.0164652, -0.000873211, 0, 0, 0, 0
0.138049, -0.00573879, -0.0438491, 0.0503316, -0.0224598, -0.000584049, 0, 0, 0, 0
0.145585, -0.00598201, -0.0477944, 0.0521831, -0.0153418, 0.000949601, 0, 0, 0, 0
0.164464, -0.00711361, -0.0380392, 0.053903, -0.0187769, -0.000597916, 0, 0, 0, 0
0.155504, -0.00660731, -0.0406767, 0.0552731, -0.0238271, -0.000929366, 0, 0, 0, 0
0.157735, -0.0064713, -0.044319, 0.0564758, -0.0174378, 0.000801306, 0, 0, 0, 0
0.156477, -0.00678341, -0.0459176, 0.0585964, -0.0220766, 2.37149e-05, 0, 0, 0, 0
0.172436, -0.00748102, -0.0379021, 0.0602213, -0.0284153, -0.00122813, 0, 0, 0, 0
0.175468, -0.00705235, -0.0434743, 0.061203, -0.0181974, 0.0008478, 0, 0, 0, 0
0.192683, -0.00831609, -0.0314562, 0.0629796, -0.0289853, 0.000149813, 0, 0, 0, 0
0.176591, -0.0075549, -0.0432422, 0.0648686, -0.0261804, -0.00148977, 0, 0, 1, 0
0.236436, 0.0115566, 0.0197353, 0.0646918, 0.455398, 0.0615403, 0, 0, 1, 0
0.423339, 0.0225895, -0.00871332, 0.0667131, 1.77104, 0.0591767, 0, 0, 1, 0
0.355482, 0.0403914, 0.0830874, 0.0705069, 2.08324, 0.0863893, 0, 0, 1, 0
0.326082, 0.0385087, 0.243788, 0.0744858, 1.96527, 0.101983, 0, 0, 1, 0
0.331828, 0.032102, 0.300965, 0.081785, 2.11706, 0.0839624, 0, 0, 1, 0
0.320569, 0.0388465, 0.400016, 0.0889626, 2.11434, 0.0815603, 0, 0, 1, 0
0.332319, 0.0418106, 0.499272, 0.0980304, 2.11137, 0.0995308, 0, 0, 1, 0
0.223465, 0.0410351, 0.58463, 0.105242, 2.13141, 0.0931481, 0, 0, 1, 0
0.279586, 0.0375925, 0.72431, 0.112971, 1.99043, 0.0809874, 0, 0, 1, 0
0.285674, 0.0459696, 0.7422, 0.12023, 2.13404, 0.0945137, 0, 0, 1, 0
0.225776, 0.0463656, 0.816064, 0.12478, 2.11366, 0.0984534, 0, 0, 1, 0
0.237095, 0.0390007, 0.947634, 0.133221, 1.92345, 0.0863178, 0, 0, 1, 0
0.281925, 0.042808, 0.908634, 0.134492, 2.09038, 0.0883914, 0, 0, 1, 0
0.270563, 0.0492943, 0.901586, 0.134361, 2.11929, 0.0986585, 0, 0, 1, 0
0.257951, 0.0369094, 1.00426, 0.142387, 1.89262, 0.0911879, 0, 0, 1, 0
0.291161, 0.0390425, 0.886544, 0.138651, 2.11428, 0.0844212, 0, 0, 1, 0
0.288686, 0.0412412, 0.854041, 0.129607, 2.11777, 0.0942497, 0, 0, 1, 0
0.293208, 0.0359232, 0.900558, 0.137385, 1.94037, 0.0967664, 0, 0, 1, 0
0.315501, 0.0294084, 0.79035, 0.131713, 2.07624, 0.0889806, 0, 0, 1, 0
0.273928, 0.0321614, 0.743294, 0.117624, 2.09072, 0.0909882, 0, 0, 1, 0
0.297813, 0.0263552, 0.730475, 0.127811, 1.9825, 0.097247, 0, 0, 1, 0
0.320412, 0.020051, 0.642548, 0.11948, 2.05809, 0.0903449, 0, 0, 1, 0
0.317521, 0.0205056, 0.602203, 0.104212, 2.04214, 0.0895098, 0, 0, 1, 0
0.295518, 0.0180269, 0.569771, 0.111591, 2.01736, 0.0959286, 0, 0, 1, 0
0.311537, 0.012046, 0.520201, 0.102649, 2.03401, 0.0909037, 0, 0, 1, 0
0.315513, 0.0111919, 0.492386, 0.0911682, 2.00901, 0.0891273, 0, 0, 1, 0
0.313851, 0.00900554, 0.453731, 0.0929421, 2.03482, 0.0956513, 0, 0, 1, 0
0.284058, 0.00720562, 0.432967, 0.0855337, 2.04867, 0.0914362, 0, 0, 1, 0
0.28491, 0.00569403, 0.424515, 0.0819468, 2.00281, 0.0878129, 0, 0, 1, 0
0.33007, 0.00180162, 0.392441, 0.0770245, 2.05181, 0.0958601, 0, 0, 1, 0
0.28725, 0.00155279, 0.385418, 0.0712941, 2.08175, 0.0913109, 0, 0, 1, 0
0.269466, 7.5057e-06, 0.405449, 0.0746384, 1.9982, 0.0870245, 0, 0, 1, 0
0.308824, -0.00352766, 0.384322, 0.0664411, 2.05531, 0.0957224, 0, 0, 1, 0
0.290243, -0.00418085, 0.376278, 0.0610637, 2.11109, 0.0931669, 0, 0, 1, 0
0.272539, -0.00803862, 0.40321, 0.0708594, 2.01734, 0.0854766, 0, 0, 1, 0
0.26426, -0.0044062, 0.40294, 0.0621542, 2.04335, 0.0936301, 0, 0, 1, 0
0.274234, -0.00753236, 0.39322, 0.0584773, 2.12308, 0.0958922, 0, 0, 1, 0
0.253462, -0.0106031, 0.416973, 0.0702508, 2.03067, 0.0852359, 0, 0, 1, 0
0.247444, -0.00708579, 0.426376, 0.0676282, 2.04871, 0.0904272, 0, 0, 1, 0
0.260611, -0.00767156, 0.42325, 0.0618924, 2.09913, 0.0995174, 0, 0, 1, 0
0.224402, -0.0107586, 0.454068, 0.0725589, 2.03883, 0.0887985, 0, 0, 1, 0
====
Fx,Fy,Fz,Mx,My,Mz,m1,m2,m3,m4
3.6956e-05, 1.89818e-05, -0.0241834, 0.000397676, 0.000233104, -1.44004e-05, 0, 0, 0, 0
0.00013262, 7.75902e-05, -0.044591, 0.000449778, -2.42103e-05, 6.39765e-05, 0, 0, 0, 0
3.29152e-05, 5.0274e-05, -0.0339571, -0.000186708, -0.000502548, 1.72216e-05, 0, 0, 0, 0
9.2519e-05, 5.94381e-05, -0.0110416, 0.000619004, 0.000413188, -1.49283e-05, 0, 0, 0, 0
1.36948e-05, 1.46964e-05, -0.0161278, 0.000170163, 8.66777e-06, 3.97457e-05, 0, 0, 0, 0
2.97632e-05, 6.44783e-05, -0.00510172, -0.000382339, -0.000591048, 1.24082e-05, 0, 0, 0, 0
3.33212e-06, -1.81458e-05, -0.0148704, 0.000340312, 0.000322383, -2.27861e-06, 0, 0, 0, 0
-1.27135e-07, 3.26245e-06, -0.0101812, -0.000143315, -0.000140704, 2.89986e-05, 0, 0, 0, 0
1.4632e-05, -7.97927e-05, -0.0172704, -0.000437231, -0.000750942, 4.96258e-06, 0, 0, 0, 0
-3.07236e-06, 3.4382e-07, -0.011657, 0.000108555, 0.000205131, 3.97964e-06, 0, 0, 0, 0
0.000113844, -0.00015868, -0.01801, -0.000518142, -0.000139046, 1.82965e-05, 0, 0, 0, 0
0.00013147, -0.000212003, -0.0179248, -3.51614e-05, -0.00100215, 1.36733e-05, 0, 0, 0, 0
6.99854e-05, -0.00015599, -0.0183656, -0.00019516, -0.000188656, 1.83531e-05, 0, 0, 0, 0
0.000228299, -0.000277645, -0.0191032, -0.000876302, -0.000179087, 1.81613e-05, 0, 0, 0, 0
0.000359607, -0.000456998, -0.0197391, 0.000724131, -0.000965019, 2.27068e-05, 0, 0, 0, 0
0.000277292, -0.00036886, -0.0205487, -0.000792691, -0.000679628, 2.17026e-05, 0, 0, 0, 0
0.000375594, -0.000428756, -0.0212364, -0.00114896, 8.24755e-05, 6.05112e-06, 0, 0, 0, 0
0.000980647, -0.00103887, -0.021639, 0.00131715, -0.0013108, 3.98665e-05, 0, 0, 0, 0
0.000840963, -0.000862473, -0.0225567, -0.000353596, -0.000997968, 3.30194e-05, 0, 0, 0, 0
0.000826058, -0.000849622, -0.02348, -0.0011905, 0.00106319, 4.67557e-06, 0, 0, 0, 0
0.00130752, -0.00143181, -0.0237491, 0.00212153, -0.00196424, 4.23174e-05, 0, 0, 0, 0
0.00159904, -0.00166657, -0.0240273, -0.000189623, -0.0019818, 3.45707e-05, 0, 0, 0, 0
0.00300615, -0.00291001, -0.0237215, -0.000750661, 0.00183137, -1.88719e-05, 0, 0, 0, 0
0.0012597, -0.00130845, -0.0263175, 0.00248728, -0.0025471, 3.20317e-05, 0, 0, 0, 0
0.00356765, -0.0036556, -0.0248567, 0.00144155, -0.00228196, 2.65086e-05, 0, 0, 0, 0
0.00388064, -0.00374685, -0.0257101, -0.000743347, 0.0023223, -1.66486e-05, 0, 0, 0, 0
0.00363462, -0.00361905, -0.026185, 0.00188225, -0.0034097, 1.04588e-05, 0, 0, 0, 0
0.0039054, -0.00393737, -0.0271445, 0.00321319, -0.00232985, 1.01105e-05, 0, 0, 0, 0
0.00665987, -0.00657889, -0.0253188, -0.0017621, 0.00160725, -1.16952e-05, 0, 0, 0, 0
0.00558896, -0.00577523, -0.027346, 0.00332703, -0.00212717, 1.70694e-05, 0, 0, 0, 0
0.0090958, -0.00936646, -0.0255051, 0.00489729, -0.00430762, -1.8321e-05, 0, 0, 0, 0
0.00568632, -0.00558404, -0.0287287, 0.000444796, 0.00109264, 1.38299e-06, 0, 0, 0, 0
0.0108015, -0.010798, -0.0258183, 0.00105067, -0.003244, 1.45614e-05, 0, 0, 0, 0
0.0100818, -0.0103163, -0.0274146, 0.00665221, -0.00466435, -4.059e-05, 0, 0, 0, 0
0.0149817, -0.0150134, -0.0250793, -0.00132656, -0.00135414, 5.25327e-05, 0, 0, 0, 0
0.0099714, -0.0101551, -0.0287897, 0.00265945, -0.00408444, 5.41203e-06, 0, 0, 0, 0
0.0150336, -0.0154061, -0.0258442, 0.00644476, -0.00784503, -3.88299e-05, 0, 0, 0, 0
0.0125592, -0.0124467, -0.0291789, 0.00170741, -0.00199522, 4.47362e-05, 0, 0, 0, 0
0.0176066, -0.0176821, -0.0270541, 0.00148179, -0.00549497, 1.00526e-06, 0, 0, 0, 0
0.0212768, -0.0217237, -0.0256521, 0.00809682, -0.00889244, -4.5193e-05, 0, 0, 0, 0
0.0162365, -0.0162626, -0.0294016, 0.00401049, -0.00550118, 4.28621e-05, 1, 0, 0, 0
-0.015592, -0.0141504, 0.391736, -0.0108715, -2.19236, 0.149365, 1, 0, 0, 0
-0.0859723, -0.0147833, 0.994508, 0.0191522, -4.2637, 0.182515, 1, 0, 0, 0
-0.160188, -0.0293096, 1.19459, -0.0298989, -5.19229, 0.228675, 1, 0, 0, 0
0.121175, -0.0414365, 1.26705, -0.0290327, -6.03496, 0.252002, 1, 0, 0, 0
-0.0469731, -0.0612012, 1.31104, -0.0324488, -5.67968, 0.235006, 1, 0, 0, 0
0.021055, -0.0874027, 1.36749, -0.05769, -5.86572, 0.236316, 1, 0, 0, 0
-0.226212, -0.111859, 1.51829, -0.0769393, -5.75743, 0.247399, 1, 0, 0, 0
-0.258275, -0.132748, 1.68691, -0.095193, -5.84698, 0.249016, 1, 0, 0, 0
-0.164145, -0.154593, 1.90014, -0.108916, -5.90374, 0.247849, 1, 0, 0, 0
-0.392841, -0.166053, 2.2182, -0.124303, -5.58624, 0.247902, 1, 0, 0, 0
-0.362054, -0.181681, 2.27083, -0.136038, -5.93073, 0.251968, 1, 0, 0, 0
====
Fx,Fy,Fz,Mx,My,Mz,m1,m2,m3,m4
0.000235277, 0.000285916, -0.0117145, 0.000832931, 4.61451e-05, -0.000176366, 0, 0, 0, 0
0.000215452, 0.000267298, -0.0459238, 0.00098729, -0.000136425, 0.000106229, 0, 0, 0, 0
-5.57922e-06, 1.91813e-05, -0.0431589, -7.52051e-05, -0.000377517, 0.00018809, 0, 0, 0, 0
0.000155092, 0.00016355, -0.0135133, 0.000903326, 0.000491132, 3.73919e-05, 0, 0, 0, 0
9.19721e-05, 0.000115996, -0.00981484, 0.000236837, 9.24057e-05, -6.11167e-05, 0, 0, 0, 0
-5.05066e-05, -2.87729e-05, -0.0169135, -0.000672099, -0.000570961, -7.47035e-05, 0, 0, 0, 0
5.96129e-05, 4.67037e-05, -0.00766851, 0.000736357, 0.000482417, 5.56738e-05, 0, 0, 0, 0
-5.66906e-05, -8.34355e-05, -0.0146681, -4.93916e-05, -0.000125677, 0.000158883, 0, 0, 0, 0
-6.47439e-05, -5.29783e-05, -0.0128322, -0.000715859, -0.000326142, -5.2689e-05, 0, 0, 0, 0
-4.32227e-05, -6.55623e-05, -0.0120989, 0.000531873, 0.000350358, -0.000140772, 0, 0, 0, 0
-0.000105194, -0.000137947, -0.0158139, -0.000235837, -8.38044e-05, 2.06213e-05, 0, 0, 0, 0
-0.000166701, -0.000203218, -0.0182918, -0.000719556, -9.36055e-06, 0.000181516, 0, 0, 0, 0
-0.000132638, -0.000185186, -0.0172879, 0.000204536, 0.000218975, 7.49502e-05, 0, 0, 0, 0
-0.000159758, -0.000198616, -0.0184623, -0.000509301, -0.000272908, -7.8842e-05, 0, 0, 0, 0
-0.000192656, -0.000240308, -0.0198423, -0.000104296, 0.000111726, -5.06993e-05, 0, 0, 0, 0
-0.000237275, -0.000267117, -0.0206552, 1.00049e-05, -0.000292697, 6.81256e-05, 0, 0, 0, 0
-0.000319764, -0.000338904, -0.0215825, -0.000608817, -0.000272667, 9.6007e-05, 0, 0, 0, 0
-0.000479028, -0.000512881, -0.0221971, 0.00025836, 0.000661724, -2.671e-05, 0, 0, 0, 0
-0.000343587, -0.000363599, -0.0230799, -0.000657165, -9.73935e-06, -3.65538e-05, 0, 0, 0, 0
-0.000547465, -0.000553964, -0.02345, -0.00111916, -0.000507236, 3.3178e-05, 0, 0, 0, 0
-0.000509883, -0.00054179, -0.0242122, 0.000487348, 0.000775379, 9.13622e-05, 0, 0, 0, 0
-0.00103328, -0.00103581, -0.0240194, -0.000815489, -0.000133038, -7.57123e-06, 0, 0, 0, 0
-0.000481094, -0.000474727, -0.0256861, -0.000557356, -0.000676885, -6.65778e-05, 0, 0, 0, 0
-0.00124346, -0.00126698, -0.0250936, 0.000478848, 0.000510428, 0.000105319, 0, 0, 0, 0
-0.00113023, -0.00114298, -0.0258398, -0.00131035, -0.000480252, 6.77464e-05, 0, 0, 0, 0
-0.00176917, -0.001759, -0.0257837, -0.00129899, -0.00102666, -0.000144245, 0, 0, 0, 0
-0.00113764, -0.00116199, -0.0269994, -0.000375267, 0.000539473, 9.49193e-05, 0, 0, 0, 0
-0.00212594, -0.00214159, -0.0264613, -0.00222479, -0.00030271, 0.000107416, 0, 0, 0, 0
-0.00155393, -0.00155926, -0.0275178, -0.00200826, -0.00127449, -0.000158554, 0, 0, 0, 0
-0.00320511, -0.00323503, -0.0265917, -0.00131758, 0.000218488, 4.50862e-05, 0, 0, 0, 0
-0.00392004, -0.00391551, -0.0263771, -0.00247077, -0.000439016, 0.000140789, 0, 0, 0, 0
-0.00233556, -0.00234754, -0.027678, -0.00257587, -0.00129039, -0.000117608, 0, 0, 0, 0
-0.00382577, -0.00385705, -0.0271264, -0.00264882, 0.00067617, -6.52064e-06, 0, 0, 0, 0
-0.00350492, -0.00351166, -0.0275159, -0.00130391, -0.000320354, 0.000161032, 0, 0, 0, 0
-0.00521438, -0.00518912, -0.0269728, -0.00388209, -0.000768801, -1.94902e-05, 0, 0, 0, 0
-0.00445036, -0.00444888, -0.0272172, -0.00323111, -0.000542494, -6.97232e-05, 0, 0, 0, 0
-0.00584332, -0.00592834, -0.0270629, -0.00165032, -0.000373392, 9.35457e-05, 0, 0, 0, 0
-0.00583078, -0.005808, -0.0272028, -0.00412025, -0.00184336, 6.09311e-05, 0, 0, 0, 0
-0.00864162, -0.00869381, -0.0265785, -0.00403097, 0.000270343, -0.000115227, 0, 0, 0, 0
-0.0063352, -0.00639283, -0.0272682, -0.00151075, -0.000851674, -9.86057e-06, 0, 0, 0, 0
-0.00931792, -0.00932028, -0.0267804, -0.00724882, -0.0016968, 0.000156399, 0, 0, 0, 0
-0.00881441, -0.00887479, -0.027074, -0.00488822, -0.00189235, -3.36424e-05, 0, 0, 0, 0
-0.0119284, -0.0121354, -0.0265591, -0.00306745, 0.00064623, -6.37872e-05, 0, 0, 0, 0
-0.00884945, -0.00877133, -0.0272435, -0.00831518, -0.00261236, 0.000166408, 0, 0, 0, 0
-0.0114649, -0.0114579, -0.0269971, -0.00745033, -0.00221032, -3.79882e-05, 0, 0, 0, 0
-0.0104034, -0.0105167, -0.0272885, -0.00405338, 0.000116053, -0.000127865, 0, 0, 0, 0
-0.0133378, -0.0134092, -0.0270564, -0.00825909, -0.00155784, 0.000202418, 0, 0, 0, 0
-0.0121783, -0.0122402, -0.0273538, -0.00794229, -0.00216639, -1.24393e-05, 0, 0, 0, 0
-0.0132809, -0.0134776, -0.0274227, -0.00512304, 9.11771e-05, -0.000157927, 0, 0, 0, 0
-0.014146, -0.0142876, -0.0274798, -0.0103508, -0.00201296, 0.00016996, 0, 0, 0, 0
-0.0160098, -0.0161478, -0.0275245, -0.00978969, -0.00237541, 9.41497e-05, 1, 0, 0, 0
-0.0504653, -0.0227712, 0.301449, -0.0105976, -1.44915, 0.153521, 1, 0, 0, 0
0.0358853, -0.0242824, 0.897641, 0.00424433, -4.66835, 0.178449, 1, 0, 0, 0
-0.0779167, -0.0451298, 1.04545, -0.0621072, -6.41756, 0.256672, 1, 0, 0, 0
-0.0736743, -0.0630396, 1.21684, -0.0270635, -5.68739, 0.27627, 1, 0, 0, 0
-0.166789, -0.079088, 1.19047, -0.0499932, -6.05161, 0.231326, 1, 0, 0, 0
0.00554155, -0.122615, 1.27209, -0.0749171, -6.27949, 0.248457, 1, 0, 0, 0
-0.172076, -0.148117, 1.50999, -0.086588, -6.04287, 0.280042, 1, 0, 0, 0
-0.359455, -0.149246, 1.65025, -0.111865, -6.26909, 0.25397, 1, 0, 0, 0
-0.281632, -0.191989, 2.04239, -0.130052, -6.03131, 0.246405, 1, 0, 0, 0
-0.538577, -0.206689, 2.31726, -0.15464, -6.03778, 0.272232, 1, 0, 0, 0
====
Fx,Fy,Fz,Mx,My,Mz,m1,m2,m3,m4
-5.53493e-06, 6.04307e-05, -0.0147392, 0.000615287, 0.000329465, -2.50638e-07, 0, 0, 0, 0
-2.02702e-05, 7.48771e-05, -0.0474458, 0.000116735, -1.29583e-05, 3.78019e-05, 0, 0, 0, 0
-5.80156e-06, 7.09975e-05, -0.026258, -0.000345278, -0.00029467, -4.60227e-06, 0, 0, 0, 0
1.44819e-05, 2.24631e-05, -0.0169304, 0.000572694, 0.000133272, -1.42697e-06, 0, 0, 0, 0
2.07388e-05, 3.89661e-05, -0.00956413, 8.8376e-06, -0.000165635, 3.08969e-05, 0, 0, 0, 0
3.32057e-05, 3.56298e-05, -0.00886681, -0.000335897, -0.000263536, 1.26737e-05, 0, 0, 0, 0
4.06129e-05, 1.38155e-05, -0.0112048, 0.000559138, -2.52042e-05, 1.19802e-05, 0, 0, 0, 0
3.98692e-05, -2.54439e-06, -0.0147395, 7.90862e-05, -0.000143979, 1.4648e-05, 0, 0, 0, 0
4.36756e-05, 1.71518e-05, -0.0115911, -0.000141071, -0.000135884, 1.67124e-05, 0, 0, 0, 0
2.6381e-05, -1.04294e-05, -0.0155341, 0.000433492, -0.000248048, 2.35703e-05, 0, 0, 0, 0
3.75035e-05, -2.22687e-05, -0.0164488, 6.1102e-05, -0.000151676, 1.4642e-05, 0, 0, 0, 0
