====
-0.00159691, 0.00161847, 0.54044, -0.0603741, -0.059207, -1.90256e-05, 0
0.000283666, -0.000167656, 0.432542, -0.000391225, -0.00120333, 0.000383366, 0
0.000746993, -0.000632983, 0.441249, -0.0563698, -0.0549721, 0.00053325, 0
0.00137898, -0.00122714, 0.411469, 0.0114798, 0.0102421, 0.000415213, 0
0.0010117, -0.000867906, 0.491012, -0.0433784, -0.0419989, 9.84666e-06, 0
0.000479293, -0.000305893, 0.469142, 0.00905693, 0.00780905, -0.00011709, 0
-0.000656742, 0.000880892, 0.511548, -0.0227492, -0.0212594, -0.000297769, 0
-0.00222729, 0.00236011, 0.482768, 0.00896576, 0.00731912, -0.000377664, 0
-0.00209206, 0.00213091, 0.483172, -0.00230332, -0.00243707, -0.000270651, 0
-0.00196058, 0.0019076, 0.465394, 0.0174343, 0.0154632, -0.000269441, 0
-0.00318942, 0.0033057, 0.46448, 0.00311429, 0.00296419, -0.000201301, 0
-0.00370257, 0.0039309, 0.449309, 0.0079321, 0.00671201, -0.000147632, 0
-0.00454283, 0.00505917, 0.448433, 0.00929393, 0.00875687, -9.95373e-05, 0
-0.00678662, 0.0079514, 0.43782, 0.00637183, 0.00528936, -3.42919e-05, 0
-0.0074212, 0.0087624, 0.437046, 0.00413278, 0.00352646, -2.04654e-05, 0
-0.00753447, 0.00899714, 0.426744, 0.00289966, 0.00206787, 3.87464e-05, 0
-0.0101748, 0.0122379, 0.426847, 0.00222713, 0.00208272, 6.79016e-05, 0
-0.00809995, 0.00981431, 0.415497, 0.00073065, 0.00142685, 0.000160041, 0
-0.0195568, 0.0234515, 0.418696, -0.00267335, -0.00233807, 0.000124228, 0
-0.0211195, 0.02516, 0.414916, -0.0155853, -0.0147476, 2.59297e-05, 0
-0.0222735, 0.0267458, 0.414664, 0.0096943, 0.00925372, 7.9723e-05, 0
-0.0298743, 0.0362304, 0.411835, -0.012264, -0.0110105, -1.33585e-05, 0
-0.0380249, 0.0459848, 0.404855, -0.00935556, -0.00689637, 0.000223767, 0
-0.0506242, 0.0614363, 0.413451, -0.0144739, -0.0140617, -0.000201587, 0
-0.045708, 0.0555911, 0.384389, -0.0153682, -0.00965631, 0.000575504, 0
-0.0538052, 0.0656007, 0.405358, -0.00141399, -0.00265014, -9.89566e-05, 0
-0.0590154, 0.0716923, 0.392412, 0.00976683, 0.0117271, -0.000300261, 0
-0.0707583, 0.0857386, 0.409598, -0.00322951, -0.00677533, -0.000645661, 0
-0.070669, 0.0851878, 0.371277, -0.0240009, -0.0181765, -0.000121736, 0
-0.0938485, 0.113374, 0.402555, 0.00932986, 0.00353728, -0.000451289, 0
-0.0947352, 0.114655, 0.376532, 0.00694393, 0.0112529, -0.000723438, 0
-0.110436, 0.133526, 0.41921, 0.0557426, 0.0416375, -0.00153241, 0
-0.11956, 0.14431, 0.358163, 0.000244861, 0.00530905, -0.000794485, 0
-0.112765, 0.135257, 0.374632, 0.0401729, 0.0303792, -0.000932274, 0
-0.138538, 0.165732, 0.326948, -0.0166067, -0.00566259, -0.00063161, 0
-0.14806, 0.175829, 0.320122, -0.0064588, -0.00806367, 0.00104561, 0
-0.15369, 0.182117, 0.289798, -0.0378077, -0.0227945, 0.000957429, 0
-0.187161, 0.22286, 0.305871, 0.000777617, -3.16393e-05, 0.000868401, 0
-0.20971, 0.250067, 0.231788, -0.0944233, -0.0665967, 0.00258144, 0
-0.249026, 0.297479, 0.302021, 0.011927, 0.0104026, 0.00142816, 0
-0.260222, 0.311786, 0.232739, -0.109436, -0.0752112, 0.000928394, 0
-0.270051, 0.322194, 0.295072, 0.0191142, 0.0176656, 0.00155294, 0
-0.27117, 0.324678, 0.255267, -0.0891786, -0.0582094, -0.000384231, 0
-0.2812, 0.336562, 0.285167, -0.030345, -0.0188, 0.0024794, 0
-0.319623, 0.385382, 0.330978, -0.0904561, -0.0582021, 0.000650456, 0
-0.322686, 0.389578, 0.318608, -0.0531766, -0.0341478, 0.0017052, 0
-0.355405, 0.430987, 0.434536, -0.0255121, -0.00219674, -0.00205883, 0
-0.347973, 0.419098, 0.267714, -0.0922064, -0.0660577, 0.00280933, 0
-0.362418, 0.439456, 0.428322, -0.00786742, 0.0118015, -0.000649922, 0
-0.397915, 0.486877, 0.457657, 0.00197429, 0.00871427, -0.000910232, 0
-0.379534, 0.466417, 0.519054, -0.0261407, -0.00461775, 0.00269187, 0
-0.398862, 0.497038, 0.685013, 0.0652364, 0.0608847, -0.00217847, 0
-0.410447, 0.512592, 0.643584, -0.0288933, -0.0082183, 0.00164942, 0
-0.429353, 0.535995, 0.698389, 0.00730298, 0.0136603, 0.00220793, 0
