====
0.00256674, 0.00341072, 0.535554, -0.0011885, -0.00447174, -9.49202e-05, 0, 0, 0, 0
0.00256345, 0.00606332, 0.422879, -0.00669833, 0.00931609, 0.00321485, 0, 0, 0, 0
0.00208901, 0.00399068, 0.427663, 0.02302, -0.00748269, 0.00514523, 0, 0, 0, 0
0.00115504, 0.00302212, 0.414283, 0.0142132, 0.00705274, 0.00305331, 0, 0, 0, 0
0.000742203, 5.14527e-05, 0.472416, 0.0167684, -0.00796344, 0.00179986, 0, 0, 0, 0
0.000500512, -0.00084821, 0.48308, 0.0134226, 0.00422687, -0.000989448, 0, 0, 0, 0
0.000773596, -0.00130152, 0.495283, 0.00564918, -0.00424251, -0.00116049, 0, 0, 0, 0
0.000542784, -1.26499e-05, 0.495231, 0.0140189, 0.00551028, -0.00228947, 0, 0, 0, 0
9.83467e-05, 0.000950565, 0.499193, 0.00330616, -0.00594271, -0.0025695, 0, 0, 0, 0
0.000281032, 0.00140947, 0.489816, 0.00816647, 0.0085552, -0.00263667, 0, 0, 0, 0
0.00093171, 0.00186307, 0.480265, 0.00327161, -0.00391879, -0.00183664, 0, 0, 0, 0
0.000703092, 0.0028966, 0.468006, 0.00837069, 0.00813862, -0.00129732, 0, 0, 0, 0
0.000562346, 0.00362334, 0.455838, -0.0109517, -0.00454731, -0.00059833, 0, 0, 0, 0
-0.0012361, 0.00443685, 0.448646, 0.00299645, 0.00530476, -0.000223049, 0, 0, 0, 0
-0.00195464, 0.00464703, 0.436741, -0.0183015, -0.00669415, 0.000244719, 0, 0, 0, 0
-0.00228826, 0.00462432, 0.429357, 0.00519324, 0.00129074, 0.000522971, 0, 0, 0, 0
-0.0046203, 0.00382487, 0.427335, -0.00525989, -0.00587596, 0.000658895, 0, 0, 0, 0
-0.00754681, 0.00547645, 0.42254, 0.00935801, 0.000453609, 0.000736017, 0, 0, 0, 0
-0.0105742, 0.00756477, 0.423539, -0.00767847, -0.00825021, 0.000723877, 0, 0, 0, 0
-0.00931557, 0.00678017, 0.422519, 0.000992482, 0.00477035, 0.000679391, 0, 0, 0, 0
-0.0101777, 0.00498838, 0.410815, -0.000939132, -0.010319, 0.000599108, 0, 0, 0, 0
-0.0127495, 0.00773982, 0.423703, -0.0022275, 0.00695549, 0.000478319, 0, 0, 0, 0
-0.0148258, 0.0093599, 0.406155, -0.0034265, -0.0134026, 0.000406798, 0, 0, 0, 0
-0.0177651, 0.012208, 0.432923, 0.00182594, 0.00908946, 0.000287831, 0, 0, 0, 0
-0.0215131, 0.0148124, 0.411631, -0.0187419, -0.0100262, 0.000216343, 0, 0, 0, 0
-0.0227896, 0.0148404, 0.447165, 0.0154396, 0.00355388, 9.26718e-05, 0, 0, 0, 0
-0.0258466, 0.0157624, 0.427255, -0.00843946, -0.00721832, 4.29277e-05, 0, 0, 0, 0
-0.0314989, 0.0188115, 0.436991, 0.0165918, -0.00413273, 3.76529e-05, 0, 0, 0, 0
-0.0368622, 0.0224868, 0.427199, -0.0114639, -0.00612499, -2.9335e-06, 0, 0, 0, 0
-0.048651, 0.0299429, 0.455418, 0.0223769, -0.00106935, -1.86043e-05, 0, 0, 0, 0
-0.0501515, 0.0315039, 0.402953, -0.0150419, -0.015798, 6.78018e-05, 0, 0, 0, 0
-0.0463936, 0.0285593, 0.424468, 0.0191904, -0.00641954, 4.85447e-05, 0, 0, 0, 0
-0.0582201, 0.0356581, 0.429928, -0.0187016, -0.00545377, -4.46161e-05, 0, 0, 0, 0
-0.0528145, 0.0308293, 0.392329, 0.0113081, -0.0120736, 0.000105953, 0, 0, 0, 0
-0.0676815, 0.0386067, 0.46412, 0.00174077, 0.0118308, -0.000130897, 0, 0, 0, 0
-0.0795728, 0.0447693, 0.377728, 0.0126377, -0.0239082, 0.000123641, 0, 0, 0, 0
-0.0823909, 0.048078, 0.460805, -0.00042825, 0.0169353, 2.65411e-05, 0, 0, 0, 0
-0.08085, 0.0466019, 0.357723, 0.00480431, -0.0301718, 4.50636e-05, 0, 0, 0, 0
-0.0882883, 0.0517249, 0.399303, -0.00556969, -0.00290793, 0.000249571, 0, 0, 0, 0
-0.107682, 0.063945, 0.382019, 0.00445325, -0.024814, -7.73719e-06, 0, 0, 0, 0
-0.112262, 0.0690622, 0.359084, -0.0194857, -0.011655, 0.000443585, 0, 0, 0, 0
-0.114953, 0.0693186, 0.336795, -0.0142899, -0.0402154, 0.000432747, 0, 0, 0, 0
-0.131846, 0.0801964, 0.416918, -0.012636, -0.00308575, 0.000217549, 0, 0, 0, 0
-0.137806, 0.0813598, 0.356319, -0.0189372, -0.0450928, 0.000335466, 0, 0, 0, 0
-0.150937, 0.0901545, 0.434219, -0.00412855, 0.00377328, 0.000151588, 0, 0, 0, 0
-0.170248, 0.100681, 0.312205, -0.0212385, -0.0566025, 0.000266428, 0, 0, 0, 0
-0.169113, 0.102568, 0.332778, -0.0134446, -0.00634342, 0.000761452, 0, 0, 0, 0
-0.175056, 0.106052, 0.311567, -0.0242891, -0.0471154, 0.000383977, 0, 0, 0, 0
-0.191763, 0.117663, 0.377363, -0.0135232, -0.00326624, 0.000606057, 0, 0, 0, 0
-0.203948, 0.123175, 0.40279, -0.0133656, -0.0345338, -0.000186868, 0, 0, 0, 0
-0.206467, 0.12644, 0.387505, -0.0185642, -0.00424602, 0.000498939, 0, 0, 0, 0
-0.206331, 0.123831, 0.421852, 0.00295096, -0.00517017, 0.000144422, 0, 0, 0, 0
-0.226597, 0.139003, 0.494398, -0.00749631, 0.0225582, -0.000512027, 0, 0, 0, 0
-0.231376, 0.138745, 0.398745, -0.0216457, -0.0323462, 5.99342e-05, 0, 0, 0, 0
-0.244733, 0.148233, 0.439421, -0.0110872, 0.00826458, 0.000139395, 0, 0, 0, 0
-0.262512, 0.156994, 0.426062, -0.0190562, -0.0254621, -0.000111415, 0, 0, 0, 0
-0.278194, 0.169767, 0.459284, -0.00918368, 0.0176879, -0.000104126, 0, 0, 0, 0
-0.28897, 0.173903, 0.32028, -0.0270391, -0.0438029, 0.00034392, 0, 0, 0, 0
-0.308762, 0.188403, 0.38831, -0.0133665, 0.00382355, 0.000389923, 0, 0, 0, 0
-0.315224, 0.189663, 0.284312, -0.0289534, -0.0559919, 0.000378195, 0, 0, 0, 0
-0.315035, 0.192181, 0.381852, -0.00907897, -0.00419956, 0.000744519, 0, 0, 0, 0
-0.321755, 0.193284, 0.389222, -0.0246827, -0.0462037, -2.04616e-05, 0, 0, 0, 0
-0.325044, 0.198338, 0.478735, -0.00338385, 0.0111463, 0.000328072, 0, 0, 0, 0
-0.335019, 0.201277, 0.397707, -0.0165, -0.0360758, 0.000351134, 0, 0, 0, 0
-0.341021, 0.21002, 0.394344, -0.0101461, 0.0132508, 0.000831515, 0, 0, 0, 0
-0.334921, 0.202556, 0.444123, -0.0082231, -0.00588429, 0.000256545, 0, 0, 0, 0
-0.340325, 0.207151, 0.599597, 0.026028, 0.0627455, -7.72011e-05, 0, 0, 0, 0
-0.339566, 0.205476, 0.568, -0.00407676, 0.0199902, -2.84705e-05, 0, 0, 0, 0
-0.348235, 0.212414, 0.722632, 0.0438037, 0.0892915, -0.000321791, 0, 0, 0, 0
-0.374329, 0.225168, 0.38487, -0.0456895, -0.054386, 0.000403048, 0, 0, 0, 0
-0.371235, 0.227081, 0.558229, 0.01459, 0.0494444, 0.000364614, 0, 0, 0, 0
-0.390286, 0.237396, 0.436722, -0.0534501, -0.0537945, 0.000149127, 0, 0, 0, 0
-0.389385, 0.23918, 0.607299, 0.0287153, 0.0647734, 0.000257748, 0, 0, 0, 0
-0.419866, 0.255739, 0.473022, -0.0635085, -0.0705859, 0.000173123, 0, 0, 0, 0
-0.398538, 0.241925, 0.652578, 0.0596495, 0.107505, 0.000111154, 0, 0, 0, 0
-0.420508, 0.252826, 0.440237, -0.0427471, -0.0529979, 0.000338984, 0, 0, 0, 0
-0.397133, 0.241228, 0.595403, 0.0622111, 0.115548, 0.000452199, 0, 0, 0, 0
-0.425861, 0.257479, 0.409138, -0.0817759, -0.107714, 0.000138342, 0, 0, 0, 0
