1.29282e-05, -5.69695e-06, -0.0159771, 8.64374e-05, -0.000180263, 0.000229215
-1.51262e-05, 1.85532e-05, -0.0571416, -0.000453526, -0.000660925, -0.000711614
4.56396e-05, -2.62628e-05, -0.0216576, 0.000795937, 0.000275945, -0.000158765
2.67841e-05, -1.02855e-05, -0.0125606, 0.000231163, -0.000217482, 0.000478807
8.78775e-06, 1.18338e-05, -0.011284, -0.000411554, -0.000418156, 0.000104345
8.47306e-06, 2.08945e-06, -0.00904924, 0.000554906, 0.00022686, -0.000167419
-2.05344e-06, 1.04414e-05, -0.00674393, -0.000175556, -7.48525e-05, -8.00416e-05
-7.24677e-06, 1.35648e-06, -0.01111, -0.000269512, -0.000224666, 0.000122811
-1.98309e-05, -1.69601e-05, -0.0150003, 0.000372276, 4.12137e-05, 0.000269993
-1.77905e-05, -1.58707e-05, -0.0134478, -6.4021e-05, -0.000102136, 7.43122e-05
-2.978e-05, -5.39279e-05, -0.0172456, 0.000127769, -0.000101893, -0.0001778
-1.99086e-05, -2.03735e-05, -0.0148243, 0.00013643, -0.000158504, -6.27502e-05
-5.15131e-05, -9.70751e-05, -0.0180665, -0.000306428, -0.000101722, 0.000140512
-4.48375e-05, -0.000108364, -0.0180763, 0.000154816, 7.01892e-05, 0.000113414
-0.000102464, -0.000186173, -0.0193236, -0.00014036, -0.000219827, -3.02396e-05
-0.000133329, -0.000265957, -0.0197449, -0.000123985, -5.45139e-05, -0.00012459
-1.89204e-05, -7.26252e-05, -0.0208958, 0.000570442, -9.31409e-05, 6.46398e-05
-0.000182534, -0.000334882, -0.0211541, -0.000373584, -0.000542098, 0.000122886
-0.000142353, -0.000287984, -0.0224882, -1.42439e-05, 4.96955e-06, -7.37662e-05
-0.000339337, -0.000679973, -0.0218401, 0.000330154, 0.000387133, -0.000103049
-0.000110205, -0.000198795, -0.0247522, -0.000166584, -0.000295616, 2.97311e-05
-0.000375951, -0.000709907, -0.0234667, -0.000685204, -9.6438e-05, 6.26824e-05
-0.000361927, -0.000727832, -0.0244673, 5.06812e-05, 0.000211507, -5.59403e-06
-0.000774153, -0.00148418, -0.0223128, -0.000120373, -0.000167186, -4.89162e-05
-0.000432939, -0.000832249, -0.0258137, -0.000537027, -0.000250855, 8.02813e-05
-0.000497162, -0.000976229, -0.0263109, -0.000176024, -0.000183008, 5.69391e-05
-0.00100739, -0.00194014, -0.0242554, 0.000493019, -0.00032042, -0.000112973
-0.000596964, -0.00115303, -0.0279085, -0.000409717, -0.000583318, 0.000124677
