time,.layout.dim,fault,Fx,,Fy,,Fz,,Wx,,Wy,,Wz
1970/01/01/01:00:07.630000,[],0,8.290906759849892e-19,,-1.1287096593196858e-18,,-7.220158100128174,,1.8039484378331742e-19,,1.3617353559168528e-19,,2.3344034672860333e-19
1970/01/01/01:00:07.640000,[],0,7.774556323063798e-19,,-1.3316997816401988e-18,,-7.220158100128174,,2.139668865972741e-19,,1.2830667315009092e-19,,2.1995427836487433e-19
1970/01/01/01:00:07.650000,[],0,7.267755686449629e-19,,-1.5304969254356805e-18,,-7.220158576965332,,2.468460751753381e-19,,1.2058430882175192e-19,,2.0671596351930204e-19
1970/01/01/01:00:07.660000,[],0,9.309291204970318e-19,,-1.4360557503465465e-18,,-7.220158576965332,,2.314690202325246e-19,,1.524222062555824e-19,,2.612952144166261e-19
1970/01/01/01:00:07.670000,[],0,1.1309064442314735e-18,,-1.3433599263498994e-18,,-7.220158576965332,,2.1637634739936742e-19,,1.83608091496265e-19,,3.1475672458654085e-19
1970/01/01/01:00:07.680000,[],0,1.3267711293578781e-18,,-1.2523836040515969e-18,,-7.220158576965332,,2.0156388199871258e-19,,2.1415190363584748e-19,,3.6711754170448307e-19
1970/01/01/01:00:07.690000,[],0,1.5185859382052231e-18,,-1.1631015544429561e-18,,-7.220158576965332,,1.8702751397689144e-19,,2.440634137453156e-19,,4.1839441617785697e-19
1970/01/01/01:00:07.700000,[],0,1.7064124957291437e-18,,-1.075488858708024e-18,,-7.220158576965332,,1.7276317205432661e-19,,2.733523024227756e-19,,4.686039174683078e-19
1970/01/01/01:00:07.710000,[],0,1.6448946599832688e-18,,-1.0137386886075982e-18,,-7.220158576965332,,1.6292628851105772e-19,,2.621779453771909e-19,,4.494479137464399e-19
1970/01/01/01:00:07.720000,[],0,1.5844426464566684e-18,,-9.531221695366764e-19,,-7.220158576965332,,1.532698595882961e-19,,2.512008709077001e-19,,4.3063007179874135e-19
1970/01/01/01:00:07.730000,[],0,1.525041255705587e-18,,-8.936226544854308e-19,,-7.22015905380249,,1.437912227984451e-19,,2.404182097315534e-19,,4.1214550608971926e-19
1970/01/01/01:00:07.740000,[],0,1.4666753916838453e-18,,-8.35223703239187e-19,,-7.22015905380249,,1.3448778027739342e-19,,2.298271701141834e-19,,3.939894344814573e-19
1970/01/01/01:00:07.750000,[],0,1.4093301651404176e-18,,-7.779092374747886e-19,,-7.22015905380249,,1.253569600104239e-19,,2.194249603210228e-19,,3.761570748360391e-19
1970/01/01/01:00:07.760000,[],0,1.5919037121843202e-18,,-7.443933783190002e-19,,-7.22015905380249,,1.2343120599621802e-19,,2.4917577767180543e-19,,4.271584723160387e-19
1970/01/01/01:00:07.770000,[],0,1.7706667483389207e-18,,-7.114733993969796e-19,,-7.22015905380249,,1.2153161156888413e-19,,2.783066490028737e-19,,4.770970978052725e-19
1970/01/01/01:00:07.780000,[],0,1.9456772796446744e-18,,-6.791406670110834e-19,,-7.22015905380249,,1.1965786653569253e-19,,3.068270610418778e-19,,5.259892622714443e-19
1970/01/01/01:00:07.790000,[],0,2.11699320874446e-18,,-6.47386702560033e-19,,-7.22015905380249,,1.1780962192982229e-19,,3.3474639711889146e-19,,5.738509664895282e-19
1970/01/01/01:00:07.800000,[],0,2.1149062320589887e-18,,-5.95124035591649e-19,,-7.22015905380249,,1.078141523534905e-19,,3.3396060138636023e-19,,5.725039028619856e-19
1970/01/01/01:00:07.810000,[],0,2.1849241757794585e-18,,-5.987187557386513e-19,,-7.22015905380249,,1.0819903044522347e-19,,3.4563297285949014e-19,,5.925136603735848e-19
1970/01/01/01:00:07.820000,[],0,1.9207779024359094e-18,,-7.411174329005605e-19,,-7.22015905380249,,1.2924107704954613e-19,,3.036094318566231e-19,,5.20473311754211e-19
1970/01/01/01:00:07.830000,[],0,1.6617223053771647e-18,,-8.805939394522612e-19,,-7.22015905380249,,1.498493514331157e-19,,2.623960108661752e-19,,4.498217476845256e-19
1970/01/01/01:00:07.840000,[],0,1.407681697577176e-18,,-1.0171929948456196e-18,,-7.22015905380249,,1.7003047750318112e-19,,2.2198063822108197e-19,,3.8053823695042623e-19
1970/01/01/01:00:07.850000,[],0,1.1585811157929304e-18,,-1.150958232857948e-18,,-7.22015905380249,,1.8979098223176332e-19,,1.823513585765526e-19,,3.126023326811465e-19
1970/01/01/01:00:07.860000,[],0,9.765601253982133e-19,,-1.2756378224195705e-18,,-7.220159530639648,,2.0876381714673898e-19,,1.5305024313566328e-19,,2.6237184168265217e-19
1970/01/01/01:00:07.870000,[],0,7.980818978682724e-19,,-1.397696180017589e-18,,-7.220159530639648,,2.273363224946331e-19,,1.2431983061864725e-19,,2.1311971147835201e-19
1970/01/01/01:00:07.870000,[],0,6.230933902463279e-19,,-1.5171736307068654e-18,,-7.220159530639648,,2.4551462458185745e-19,,9.615160365013465e-20,,1.6483132423585856e-19
1970/01/01/01:00:07.880000,[],0,4.515423867562124e-19,,-1.6341098791568024e-18,,-7.220159530639648,,2.6330482386542956e-19,,6.853712240293801e-20,,1.174922172191492e-19
1970/01/01/01:00:07.900000,[],0,2.8337721445903547e-19,,-1.74854380285619e-18,,-7.220159530639648,,2.807128915553963e-19,,4.146807952801487e-20,,7.108813448735448e-20
1970/01/01/01:00:07.910000,[],0,2.5605580071792696e-19,,-1.692420322077503e-18,,-7.220159530639648,,2.695345020043254e-19,,3.763683096226213e-20,,6.452028164959223e-20
1970/01/01/01:00:07.920000,[],0,2.292552264193913e-19,,-1.6372500635572069e-18,,-7.220159530639648,,2.585527229451007e-19,,3.387844537624795e-20,,5.807733308432548e-20
1970/01/01/01:00:07.930000,[],0,2.0296771089579163e-19,,-1.5830193788151944e-18,,-7.220159530639648,,2.477647367937607e-19,,3.019184032659262e-20,,5.175744055987307e-20
1970/01/01/01:00:07.940000,[],0,1.7718566734994723e-19,,-1.5297150329616647e-18,,-7.220159530639648,,2.37167751815738e-19,,2.6575946294613506e-20,,4.555876553807662e-20
1970/01/01/01:00:07.950000,[],0,1.722613060670542e-19,,-1.5936508210356087e-18,,-7.220159530639648,,2.4590215869883854e-19,,2.5954843514511287e-20,,4.4494019299833216e-20
1970/01/01/01:00:07.960000,[],0,1.6741820235464744e-19,,-1.6561484522170527e-18,,-7.220159530639648,,2.5443729260249625e-19,,2.5343568350944537e-20,,4.344611717304778e-20
1970/01/01/01:00:07.970000,[],0,1.6265521883938468e-19,,-1.7172305705752654e-18,,-7.220159530639648,,2.627762813034023e-19,,2.4741983479006875e-20,,4.241482651317302e-20
1970/01/01/01:00:07.980000,[],0,1.5797123107262074e-19,,-1.776919406589209e-18,,-7.220159530639648,,2.709222008794597e-19,,2.414995642055332e-20,,4.1399924369184474e-20
1970/01/01/01:00:07.990000,[],0,1.8627026890019036e-19,,-1.7115244719147214e-18,,-7.220159530639648,,2.6137056540055087e-19,,2.8292203893993256e-20,,4.8500924192305564e-20
1970/01/01/01:00:08.000000,[],0,2.1398469682983813e-19,,-1.6472662901970349e-18,,-7.220159530639648,,2.519838232068757e-19,,3.2348781628484266e-20,,5.545505422025874e-20
1970/01/01/01:00:08.010000,[],0,1.561767273571723e-19,,-1.6126228287699718e-18,,-7.220159530639648,,2.4852902583036554e-19,,2.3693578904622795e-20,,4.0617563374899896e-20
1970/01/01/01:00:08.020000,[],0,9.950930423989785e-20,,-1.5785109342840507e-18,,-7.220159530639648,,2.4511848261662698e-19,,1.5209111429071097e-20,,2.6072763603826976e-20
1970/01/01/01:00:08.030000,[],0,4.396527640500137e-20,,-1.5449234723064881e-18,,-7.220159530639648,,2.4175162487898887e-19,,6.892812841666984e-21,,1.1816251624306559e-20
1970/01/01/01:00:08.040000,[],0,-1.0472265690254019e-20,,-1.511853308404501e-18,,-7.220159530639648,,2.3842790978017424e-19,,-1.2578486845767453e-21,,-2.156312030702992e-21
1970/01/01/01:00:08.050000,[],0,-6.643287185983114e-20,,-1.2863893092263816e-18,,-7.220159530639648,,2.0076017263604074e-19,,-1.1938826220154993e-20,,-2.0466558311358768e-20
1970/01/01/01:00:08.060000,[],0,-1.2126762463120608e-19,,-1.0653059551747665e-18,,-7.220159530639648,,1.6382570525554136e-19,,-2.24049898378043e-20,,-3.840855493085716e-20
1970/01/01/01:00:08.070000,[],0,-1.7499354825380221e-19,,-8.4853774388489915e-19,,-7.220159530639648,,1.2761354749555977e-19,,-3.26595915124768e-20,,-5.5987868394668e-20
1970/01/01/01:00:08.080000,[],0,-2.2762746422085764e-19,,-6.360200518714238e-19,,-7.220159530639648,,9.211286199760181e-20,,-4.27058325300783e-20,,-7.321000139256931e-20
1970/01/01/01:00:08.090000,[],0,-1.4366151053863913e-19,,-6.422034854441991e-19,,-7.220159530639648,,9.332782229638029e-20,,-2.936446261240926e-20,,-5.033907784093751e-20
1970/01/01/01:00:08.100000,[],0,-6.136052279547355e-20,,-6.4819899392156e-19,,-7.220159530639648,,9.450915253337965e-20,,-1.6286984312777378e-20,,-2.792054453618979e-20
1970/01/01/01:00:08.110000,[],0,1.9300584230067054e-20,,-6.540097826283802e-19,,-7.220159530639648,,9.565740200822543e-20,,-3.469426114110761e-21,,-5.9475877395889574e-21
1970/01/01/01:00:08.120000,[],0,9.834654033024118e-20,,-6.596389534919567e-19,,-7.220159530639648,,9.677312648289168e-20,,9.092127762906363e-21,,1.5586504505612746e-20
1970/01/01/01:00:08.130000,[],0,1.7580174248635773e-19,,-6.650896084395866e-19,,-7.220160007476807,,9.785685586995832e-20,,2.1401540591007916e-20,,3.668835529887071e-20
1970/01/01/01:00:08.140000,[],0,5.581174354767956e-20,,-8.546043381961513e-19,,-7.220160007476807,,1.3102191936019038e-19,,2.7114467530573236e-21,,4.648194433812555e-21
1970/01/01/01:00:08.150000,[],0,-6.178403280675217e-20,,-1.0402433131925989e-18,,-7.220160007476807,,1.635105752915528e-19,,-1.560511606939519e-20,,-2.675162847072726e-20
1970/01/01/01:00:08.160000,[],0,-1.770217175675998e-19,,-1.2220655734451502e-18,,-7.220160007476807,,1.9533311818526275e-19,,-3.355378991051796e-20,,-5.752078270374507e-20
1970/01/01/01:00:08.170000,[],0,-2.8993693766233997e-19,,-1.4001291249942605e-18,,-7.220160007476807,,2.2649965515442987e-19,,-5.114013117836123e-20,,-8.766879538256946e-20
1970/01/01/01:00:08.180000,[],0,-1.3587497508934192e-19,,-1.0932990912720564e-18,,-7.220160007476807,,1.7504753471346837e-19,,-2.72791984492999e-20,,-4.6764339275607177e-20
1970/01/01/01:00:08.190000,[],0,-3.902117006239276e-19,,-1.1496601796816992e-18,,-7.220160007476807,,1.8533587792543222e-19,,-7.122671955169979e-20,,-1.2210294780291392e-19
1970/01/01/01:00:08.200000,[],0,-4.34445959362025e-19,,-1.2264286409836377e-18,,-7.220160007476807,,1.9887532528806503e-19,,-7.793567776973622e-20,,-1.3360401534106294e-19
1970/01/01/01:00:08.210000,[],0,-4.777520697540497e-19,,-1.3015391221452903e-18,,-7.220160007476807,,2.121240832888708e-19,,-8.450266465279471e-20,,-1.4486171083336236e-19
1970/01/01/01:00:08.220000,[],0,-5.201443006655681e-19,,-1.3750171623680694e-18,,-7.220160007476807,,2.250866497224303e-19,,-9.092985801233174e-20,,-1.558797565925687e-19
1970/01/01/01:00:08.230000,[],0,-5.616366624682054e-19,,-1.4468880940582347e-18,,-7.220160007476807,,2.3776748360923307e-19,,-9.721941627275818e-20,,-1.6666186200674134e-19
1970/01/01/01:00:08.240000,[],0,-4.355452306973197e-19,,-1.3300229831409772e-18,,-7.220160007476807,,2.187486626220783e-19,,-7.413009765236677e-20,,-1.2708017109682792e-19
1970/01/01/01:00:08.250000,[],0,-3.119320578910371e-19,,-1.2153619983634439e-18,,-7.220160007476807,,2.0008834688228283e-19,,-5.1495153219859867e-20,,-8.827740644295242e-20
1970/01/01/01:00:08.260000,[],0,-1.9075994677118677e-19,,-1.1028728796817451e-18,,-7.220160007476807,,1.8178122433935043e-19,,-2.9307758735183897e-20,,-5.024187119426546e-20
1970/01/01/01:00:08.270000,[],0,-7.199220412278372e-20,,-9.925231602568381e-19,,-7.220160007476807,,1.6382207341566437e-19,,-7.561178815577665e-21,,-1.2962021172901812e-20
1970/01/01/01:00:08.280000,[],0,4.440738182419109e-20,,-8.842810970327163e-19,,-7.220160007476807,,1.4620572423239618e-19,,1.3751224986491992e-20,,2.35735278558775e-20
1970/01/01/01:00:08.290000,[],0,5.542380876508926e-20,,-9.154163820843654e-19,,-7.220160007476807,,1.514219122504585e-19,,1.4618890597033236e-20,,2.5060956924786966e-20
1970/01/01/01:00:08.300000,[],0,6.62143604687979e-20,,-9.458372932794984e-19,,-7.220160007476807,,1.5651863729349226e-19,,1.54677426954003e-20,,2.6516130796568265e-20
1970/01/01/01:00:08.310000,[],0,7.67824781359122e-20,,-9.755553077491145e-19,,-7.220160007476807,,1.6149777344257279e-19,,1.6298072087277283e-20,,2.7939550303232904e-20
1970/01/01/01:00:08.320000,[],0,8.713156096176187e-20,,-1.0045812822387533e-18,,-7.220160007476807,,1.6636118185407831e-19,,1.7110163115999754e-20,,2.933170819885672e-20
1970/01/01/01:00:08.330000,[],0,1.3112145245233523e-19,,-9.04606889237099e-19,,-7.220160007476807,,1.5224190673143997e-19,,2.3534485577199852e-20,,4.034483287965321e-20
1970/01/01/01:00:08.340000,[],0,-1.9074487657440182e-20,,-8.802155043220182e-19,,-7.220160007476807,,1.5054927547830627e-19,,-9.935557950852083e-22,,-1.703238390461276e-21
1970/01/01/01:00:08.350000,[],0,-1.6626460851756275e-19,,-8.562239061367419e-19,,-7.220160007476807,,1.48875436734714e-19,,-2.5030936084664973e-20,,-4.2910178453121574e-20
1970/01/01/01:00:08.360000,[],0,-3.1049428873944924e-19,,-8.326265112121354e-19,,-7.220160007476807,,1.472201966302071e-19,,-4.858506720141296e-20,,-8.328868663099365e-20
1970/01/01/01:00:08.370000,[],0,-4.518083253231482e-19,,-8.094178394766405e-19,,-7.220160007476807,,1.4558333544493538e-19,,-7.166325765762611e-20,,-1.2285130068803006e-19
1970/01/01/01:00:08.380000,[],0,-5.90250907807946e-19,,-7.865923591599109e-19,,-7.220160007476807,,1.4396465930844275e-19,,-9.427271458750873e-20,,-1.6161037340345657e-19
1970/01/01/01:00:08.390000,[],0,-5.38005870126367e-19,,-9.476409606051703e-19,,-7.220160007476807,,1.7168620874617671e-19,,-8.53280939688946e-20,,-1.4627673251810503e-19
1970/01/01/01:00:08.400000,[],0,-4.867519499149915e-19,,-1.1053737568662226e-18,,-7.220160007476807,,1.988361505312424e-19,,-7.655384024472371e-20,,-1.3123515101247006e-19
1970/01/01/01:00:08.410000,[],0,-4.364744130191582e-19,,-1.2598413610567984e-18,,-7.220160007476807,,2.254232088341628e-19,,-6.79474137120216e-20,,-1.164812732636387e-19
1970/01/01/01:00:08.420000,[],0,-3.8715880962754167e-19,,-1.411093610808804e-18,,-7.220160007476807,,2.514560044278844e-19,,-5.950631344190498e-20,,-1.0201082765922892e-19
1970/01/01/01:00:08.430000,[],0,-3.051140216920688e-19,,-1.504485403893338e-18,,-7.220160007476807,,2.6430390294902876e-19,,-4.813282235737093e-20,,-8.251341160187832e-20
1970/01/01/01:00:08.440000,[],0,-2.246795993128718e-19,,-1.5958588762832425e-18,,-7.220160007476807,,2.768684404115854e-19,,-3.698198502928143e-20,,-6.339768769843266e-20
1970/01/01/01:00:08.450000,[],0,-1.4583141208051886e-19,,-1.685245357444218e-18,,-7.220160007476807,,2.891539853631644e-19,,-2.6050468501379258e-20,,-4.46579432327865e-20
1970/01/01/01:00:08.460000,[],0,-6.854560746656522e-20,,-1.7726755564565057e-18,,-7.220160007476807,,3.0116488050198163e-19,,-1.5334975360324136e-20,,-2.6288528496732605e-20
1970/01/01/01:00:08.470000,[],0,-2.2686547578033145e-19,,-1.846450140928885e-18,,-7.220160007476807,,3.1367017115316416e-19,,-3.997963587038532e-20,,-6.853651494217567e-20
1970/01/01/01:00:08.480000,[],0,-3.819962461776275e-19,,-1.9185647807070238e-18,,-7.220160007476807,,3.2589396190213724e-19,,-6.412740317037222e-20,,-1.0993269114920951e-19
1970/01/01/01:00:08.490000,[],0,-5.339862376384539e-19,,-1.9890451183899108e-18,,-7.220160007476807,,3.378407246940875e-19,,-8.77858026651545e-20,,-1.5048995111874973e-19
1970/01/01/01:00:08.500000,[],0,-6.828829871986382e-19,,-2.0579170033716884e-18,,-7.220160007476807,,3.4951472467904836e-19,,-1.1096225959319954e-19,,-1.9022101275271433e-19
1970/01/01/01:00:08.510000,[],0,-8.287335407555194e-19,,-2.1252056646610396e-18,,-7.220160007476807,,3.6092033040462993e-19,,-1.336640893330496e-19,,-2.2913843885665646e-19
1970/01/01/01:00:08.520000,[],0,-9.715842204234005e-19,,-2.1909359176763408e-18,,-7.220160007476807,,3.720617036232891e-19,,-1.5589851032801892e-19,,-2.672545854409761e-19
1970/01/01/01:00:08.530000,[],0,-9.56228232736813e-19,,-2.255255620952086e-18,,-7.220160007476807,,3.821040123018067e-19,,-1.5175851013628223e-19,,-2.6015745333345357e-19
1970/01/01/01:00:08.540000,[],0,-9.410837964918859e-19,,-2.3180634448632374e-18,,-7.220160007476807,,3.919072916326906e-19,,-1.4768613195962175e-19,,-2.53176229909265e-19
1970/01/01/01:00:08.550000,[],0,-9.261480165564753e-19,,-2.379383170852406e-18,,-7.220160007476807,,4.014752897780915e-19,,-1.4368044521984835e-19,,-2.4630933835536777e-19
1970/01/01/01:00:08.560000,[],0,-9.114184113887435e-19,,-2.4392387871573555e-18,,-7.220160007476807,,4.1081178074955408e-19,,-1.3974049348937879e-19,,-2.3955512431053673e-19
1970/01/01/01:00:08.570000,[],0,-9.538518462345247e-19,,-2.380841903862643e-18,,-7.220160007476807,,4.0122413706460507e-19,,-1.467023040185665e-19,,-2.5148966033905768e-19
1970/01/01/01:00:08.580000,[],0,-1.0501459058957775e-18,,-2.1600243849803873e-18,,-7.220160007476807,,3.6700388191843945e-19,,-1.6257144095296955e-19,,-2.786938987765192e-19
1970/01/01/01:00:08.590000,[],0,-1.1444090303580594e-18,,-1.9434070824535226e-18,,-7.220160007476807,,3.33431335041297e-19,,-1.7810693975717817e-19,,-3.0532619351918864e-19
1970/01/01/01:00:08.600000,[],0,-1.236672549087071e-18,,-1.7309279577361075e-18,,-7.220160007476807,,3.004968804585568e-19,,-1.933139315359296e-19,,-3.3139530751168015e-19
1970/01/01/01:00:08.610000,[],0,-1.3269670677654766e-18,,-1.5225251790773538e-18,,-7.220160007476807,,2.6819108314135686e-19,,-2.081974439963845e-19,,-3.5690990030103143e-19
1970/01/01/01:00:08.620000,[],0,-1.4153229852807877e-18,,-1.3181382588949685e-18,,-7.220160007476807,,2.365045597596236e-19,,-2.227624531469153e-19,,-3.818785021873094e-19
1970/01/01/01:00:08.630000,[],0,-1.3362925985938229e-18,,-1.381896823522673e-18,,-7.220160007476807,,2.4499975634933147e-19,,-2.079526890079483e-19,,-3.5649033878470804e-19
1970/01/01/01:00:08.640000,[],0,-1.2587091575933665e-18,,-1.444242046676254e-18,,-7.220160007476807,,2.533005654950894e-19,,-1.934183243141732e-19,,-3.3157426286732717e-19
1970/01/01/01:00:08.650000,[],0,-1.1825515691737983e-18,,-1.505195952039521e-18,,-7.220160007476807,,2.61410011576012e-19,,-1.7915530071070963e-19,,-3.071233726469308e-19
1970/01/01/01:00:08.660000,[],0,-1.107798843627075e-18,,-1.5647802531035532e-18,,-7.220160007476807,,2.6933114482060807e-19,,-1.6515962446616261e-19,,-2.831307921846771e-19
1970/01/01/01:00:08.670000,[],0,-1.034430404835459e-18,,-1.6230163531667006e-18,,-7.220160007476807,,2.7706691205980984e-19,,-1.5142735354792545e-19,,-2.5958974893930077e-19
1970/01/01/01:00:08.680000,[],0,-1.0122780944409827e-18,,-1.3551130254809356e-18,,-7.220160007476807,,2.329788833443753e-19,,-1.4689234876430055e-19,,-2.5181544025343286e-19
1970/01/01/01:00:08.690000,[],0,-9.904676164346439e-19,,-1.0924321025925242e-18,,-7.220160007476807,,1.8974931300840597e-19,,-1.4243335412415102e-19,,-2.4417146421283033e-19
1970/01/01/01:00:08.700000,[],0,-9.68994317925497e-19,,-8.348956744275215e-19,,-7.220160007476807,,1.4736536682771017e-19,,-1.3804929687761998e-19,,-2.366559338117208e-19
1970/01/01/01:00:08.710000,[],0,-9.478535460225964e-19,,-5.82426451297442e-19,,-7.220160007476807,,1.0581435274976405e-19,,-1.3373911719954757e-19,,-2.2926706544190845e-19
1970/01/01/01:00:08.720000,[],0,-8.16909924477263e-19,,-6.464451642277945e-19,,-7.220160007476807,,1.169295793062483e-19,,-1.1404078026387756e-19,,-1.95498489684288e-19
1970/01/01/01:00:08.730000,[],0,-6.885034209669946e-19,,-7.091188297833474e-19,,-7.220160007476807,,1.278108171469566e-19,,-9.472500789916478e-20,,-1.6238572598075432e-19
1970/01/01/01:00:08.740000,[],0,-5.625961919787669e-19,,-7.704681274794147e-19,,-7.220160007476807,,1.3846164641297766e-19,,-7.578607446460672e-20,,-1.2991899033562455e-19
1970/01/01/01:00:08.750000,[],0,-4.391508592886501e-19,,-8.305133749397921e-19,,-7.220160007476807,,1.48885608471309e-19,,-5.721834479228037e-20,,-9.808858922609535e-20
1970/01/01/01:00:08.760000,[],0,-3.1813048411241494e-19,,-8.892746829931224e-19,,-7.220160007476807,,1.5908620591485686e-19,,-3.9016241875399536e-20,,-6.688499068807673e-20
1970/01/01/01:00:08.770000,[],0,-5.431745598826929e-19,,-8.565218979524141e-19,,-7.220160007476807,,1.5381544982576018e-19,,-7.380194605607904e-20,,-1.265176236568065e-19
1970/01/01/01:00:08.780000,[],0,-7.636634812666121e-19,,-8.24338523365872e-19,,-7.220160007476807,,1.48634714251764e-19,,-1.07884553178437e-19,,-1.8494494461312141e-19
1970/01/01/01:00:08.790000,[],0,-9.796661885983499e-19,,-7.927164425237355e-19,,-7.220160007476807,,1.4354274549725242e-19,,-1.4127471965520858e-19,,-2.421852226163315e-19
1970/01/01/01:00:08.800000,[],0,-1.191250924278442e-18,,-7.616474870174555e-19,,-7.220160007476807,,1.3853825109251832e-19,,-1.7398295326511262e-19,,-2.9825648761885105e-19
1970/01/01/01:00:08.810000,[],0,-1.2303078078637817e-18,,-8.086155259812524e-19,,-7.220160007476807,,1.4587406358085363e-19,,-1.788784536994458e-19,,-3.066487777704785e-19
1970/01/01/01:00:08.820000,[],0,-1.3107234118840431e-18,,-8.451215396538434e-19,,-7.220160007476807,,1.5094636094642294e-19,,-1.9200940308644812e-19,,-3.2915897302685475e-19
1970/01/01/01:00:08.830000,[],0,-1.2178220335051766e-18,,-9.178435367967491e-19,,-7.220160007476807,,1.641550006875199e-19,,-1.7729161109183938e-19,,-3.0392846507912716e-19
1970/01/01/01:00:08.840000,[],0,-1.1266568038344823e-18,,-9.8901932657964e-19,,-7.220160007476807,,1.7708305817989945e-19,,-1.628504334639472e-19,,-2.7917216426693973e-19
1970/01/01/01:00:08.850000,[],0,-1.0372022870681242e-18,,-1.0586727938427038e-18,,-7.220160007476807,,1.897348373476863e-19,,-1.4868179892319417e-19,,-2.548830654044799e-19
1970/01/01/01:00:08.860000,[],0,-9.494330474022664e-19,,-1.1268272030406682e-18,,-7.220160007476807,,2.021146033409139e-19,,-1.3478166203939702e-19,,-2.310542667035117e-19
1970/01/01/01:00:08.870000,[],0,-7.83778394113582e-19,,-1.30047588486543e-18,,-7.220160007476807,,2.286706423708636e-19,,-1.0847491456655551e-19,,-1.8595700009258004e-19
1970/01/01/01:00:08.880000,[],0,-6.21358378911498e-19,,-1.4705214713394872e-18,,-7.220160007476807,,2.5467267718555587e-19,,-8.268346184124332e-20,,-1.4174307190297552e-19
1970/01/01/01:00:08.890000,[],0,-4.621246634289682e-19,,-1.637019176768728e-18,,-7.220160007476807,,2.8012918638626944e-19,,-5.739956196991484e-20,,-9.839925370724583e-20
1970/01/01/01:00:08.900000,[],0,-3.060294262868294e-19,,-1.8000231814832745e-18,,-7.220160007476807,,3.0504857102610053e-19,,-3.261560553716944e-20,,-5.591246571195496e-20
1970/01/01/01:00:08.910000,[],0,-3.9465174765817085e-19,,-1.8992513541748294e-18,,-7.220160007476807,,3.191455381215941e-19,,-4.5565731949797965e-20,,-7.81126814961255e-20
1970/01/01/01:00:08.920000,[],0,-4.8146218159650315e-19,,-1.9963050758311356e-18,,-7.220160007476807,,3.3292864187341204e-19,,-5.825230117092605e-20,,-9.986108218243163e-20
1970/01/01/01:00:08.930000,[],0,-5.664882318571937e-19,,-2.0912178472670013e-18,,-7.220160007476807,,3.464027678170473e-19,,-7.067931339429722e-20,,-1.2116453724736666e-19
