time,data
1970/01/01/01:00:04.840000,0
1970/01/01/01:00:04.840000,0
1970/01/01/01:00:04.880000,0
1970/01/01/01:00:04.930000,0
1970/01/01/01:00:04.930000,0
1970/01/01/01:00:04.930000,0
1970/01/01/01:00:04.970000,0
1970/01/01/01:00:05.010000,0
1970/01/01/01:00:05.010000,0
1970/01/01/01:00:05.020000,0
1970/01/01/01:00:05.030000,0
1970/01/01/01:00:05.070000,0
1970/01/01/01:00:05.070000,0
1970/01/01/01:00:05.110000,0
1970/01/01/01:00:05.110000,0
1970/01/01/01:00:05.160000,0
1970/01/01/01:00:05.160000,0
1970/01/01/01:00:05.200000,0
1970/01/01/01:00:05.200000,0
1970/01/01/01:00:05.210000,0
1970/01/01/01:00:05.220000,0
1970/01/01/01:00:05.260000,0
1970/01/01/01:00:05.260000,0
1970/01/01/01:00:05.310000,0
1970/01/01/01:00:05.350000,0
1970/01/01/01:00:05.350000,0
1970/01/01/01:00:05.360000,0
1970/01/01/01:00:05.370000,0
1970/01/01/01:00:05.410000,0
1970/01/01/01:00:05.450000,0
1970/01/01/01:00:05.500000,0
1970/01/01/01:00:05.500000,0
1970/01/01/01:00:05.540000,0
1970/01/01/01:00:05.540000,0
1970/01/01/01:00:05.550000,0
1970/01/01/01:00:05.560000,0
1970/01/01/01:00:05.600000,0
1970/01/01/01:00:05.650000,0
1970/01/01/01:00:05.650000,0
1970/01/01/01:00:05.690000,0
1970/01/01/01:00:05.690000,0
1970/01/01/01:00:05.730000,0
1970/01/01/01:00:05.730000,0
1970/01/01/01:00:05.740000,0
1970/01/01/01:00:05.750000,0
1970/01/01/01:00:05.790000,0
1970/01/01/01:00:05.840000,0
1970/01/01/01:00:05.880000,0
1970/01/01/01:00:05.880000,0
1970/01/01/01:00:05.920000,0
1970/01/01/01:00:05.920000,0
1970/01/01/01:00:05.930000,0
1970/01/01/01:00:05.940000,0
1970/01/01/01:00:05.980000,0
1970/01/01/01:00:06.020000,0
1970/01/01/01:00:06.070000,0
1970/01/01/01:00:06.070000,0
1970/01/01/01:00:06.110000,0
1970/01/01/01:00:06.120000,0
1970/01/01/01:00:06.130000,0
1970/01/01/01:00:06.180000,0
1970/01/01/01:00:06.180000,0
1970/01/01/01:00:06.220000,0
1970/01/01/01:00:06.220000,0
1970/01/01/01:00:06.270000,0
1970/01/01/01:00:06.270000,0
1970/01/01/01:00:06.310000,0
1970/01/01/01:00:06.310000,0
1970/01/01/01:00:06.320000,0
1970/01/01/01:00:06.330000,0
1970/01/01/01:00:06.370000,0
1970/01/01/01:00:06.410000,0
1970/01/01/01:00:06.410000,0
1970/01/01/01:00:06.460000,0
1970/01/01/01:00:06.460000,0
1970/01/01/01:00:06.470000,0
1970/01/01/01:00:06.510000,0
1970/01/01/01:00:06.550000,0
1970/01/01/01:00:06.600000,0
1970/01/01/01:00:06.650000,0
1970/01/01/01:00:06.650000,0
1970/01/01/01:00:06.690000,0
1970/01/01/01:00:06.690000,0
1970/01/01/01:00:06.740000,0
1970/01/01/01:00:06.740000,0
1970/01/01/01:00:06.750000,0
1970/01/01/01:00:06.790000,0
1970/01/01/01:00:06.790000,0
1970/01/01/01:00:06.830000,0
1970/01/01/01:00:06.830000,0
1970/01/01/01:00:06.880000,0
1970/01/01/01:00:06.920000,0
1970/01/01/01:00:06.960000,0
1970/01/01/01:00:06.960000,0
1970/01/01/01:00:06.970000,0
1970/01/01/01:00:06.980000,0
1970/01/01/01:00:07.020000,0
1970/01/01/01:00:07.060000,0
1970/01/01/01:00:07.060000,0
1970/01/01/01:00:07.110000,0
1970/01/01/01:00:07.110000,0
1970/01/01/01:00:07.160000,0
1970/01/01/01:00:07.160000,0
1970/01/01/01:00:07.160000,0
1970/01/01/01:00:07.170000,0
1970/01/01/01:00:07.210000,0
1970/01/01/01:00:07.260000,0
1970/01/01/01:00:07.300000,0
1970/01/01/01:00:07.340000,0
1970/01/01/01:00:07.340000,0
1970/01/01/01:00:07.350000,0
1970/01/01/01:00:07.360000,0
1970/01/01/01:00:07.400000,0
1970/01/01/01:00:07.450000,0
1970/01/01/01:00:07.450000,0
1970/01/01/01:00:07.490000,0
1970/01/01/01:00:07.490000,0
1970/01/01/01:00:07.500000,0
1970/01/01/01:00:07.510000,0
1970/01/01/01:00:07.550000,0
1970/01/01/01:00:07.590000,0
1970/01/01/01:00:07.640000,0
1970/01/01/01:00:07.680000,0
1970/01/01/01:00:07.680000,0
1970/01/01/01:00:07.690000,0
1970/01/01/01:00:07.700000,0
1970/01/01/01:00:07.730000,0
1970/01/01/01:00:07.730000,0
1970/01/01/01:00:07.780000,0
1970/01/01/01:00:07.830000,0
1970/01/01/01:00:07.830000,0
1970/01/01/01:00:07.830000,0
1970/01/01/01:00:07.840000,0
1970/01/01/01:00:07.880000,0
1970/01/01/01:00:07.930000,0
1970/01/01/01:00:07.970000,0
1970/01/01/01:00:07.970000,0
1970/01/01/01:00:08.020000,0
1970/01/01/01:00:08.060000,0
1970/01/01/01:00:08.060000,0
1970/01/01/01:00:08.110000,0
1970/01/01/01:00:08.110000,0
1970/01/01/01:00:08.160000,0
1970/01/01/01:00:08.160000,0
1970/01/01/01:00:08.160000,0
1970/01/01/01:00:08.170000,0
1970/01/01/01:00:08.210000,0
1970/01/01/01:00:08.260000,0
1970/01/01/01:00:08.260000,0
1970/01/01/01:00:08.300000,0
1970/01/01/01:00:08.310000,0
1970/01/01/01:00:08.320000,0
1970/01/01/01:00:08.360000,0
1970/01/01/01:00:08.360000,0
1970/01/01/01:00:08.410000,0
1970/01/01/01:00:08.410000,0
1970/01/01/01:00:08.450000,0
1970/01/01/01:00:08.450000,0
1970/01/01/01:00:08.500000,0
1970/01/01/01:00:08.500000,0
1970/01/01/01:00:08.500000,0
1970/01/01/01:00:08.510000,0
1970/01/01/01:00:08.550000,0
1970/01/01/01:00:08.550000,0
1970/01/01/01:00:08.600000,0
1970/01/01/01:00:08.600000,0
1970/01/01/01:00:08.640000,0
1970/01/01/01:00:08.650000,0
1970/01/01/01:00:08.660000,0
1970/01/01/01:00:08.700000,0
1970/01/01/01:00:08.740000,0
1970/01/01/01:00:08.740000,0
1970/01/01/01:00:08.790000,0
1970/01/01/01:00:08.790000,0
1970/01/01/01:00:08.800000,0
1970/01/01/01:00:08.840000,0
1970/01/01/01:00:08.880000,0
1970/01/01/01:00:08.920000,0
1970/01/01/01:00:08.920000,0
1970/01/01/01:00:08.930000,0
1970/01/01/01:00:08.940000,0
1970/01/01/01:00:08.980000,0
1970/01/01/01:00:09.030000,0
1970/01/01/01:00:09.070000,0
1970/01/01/01:00:09.070000,0
1970/01/01/01:00:09.080000,0
1970/01/01/01:00:09.090000,0
1970/01/01/01:00:09.140000,0
1970/01/01/01:00:09.140000,0
1970/01/01/01:00:09.180000,0
1970/01/01/01:00:09.180000,0
1970/01/01/01:00:09.190000,0
1970/01/01/01:00:09.200000,0
1970/01/01/01:00:09.240000,0
1970/01/01/01:00:09.240000,0
1970/01/01/01:00:09.280000,0
1970/01/01/01:00:09.280000,0
1970/01/01/01:00:09.330000,0
1970/01/01/01:00:09.330000,0
1970/01/01/01:00:09.370000,0
1970/01/01/01:00:09.370000,0
