time,.layout.dim,fault,Fx,,Fy,,Fz,,Wx,,Wy,,Wz
1970/01/01/01:00:05.430000,[],0,1.0033758732911104e-18,,3.885783808056534e-19,,-7.220160007476807,,-1.1414632010898623e-20,,1.651178906193199e-19,,2.8305924106169126e-19
1970/01/01/01:00:05.440000,[],0,1.0454561020153315e-18,,4.45755896479886e-19,,-7.220160007476807,,-1.9644277774582837e-20,,1.7264111121518676e-19,,2.9595620173291765e-19
1970/01/01/01:00:05.450000,[],0,1.1819574466988321e-18,,4.429667468519338e-19,,-7.220160007476807,,-1.8529270620604034e-20,,1.934696482862427e-19,,3.316622542049875e-19
1970/01/01/01:00:05.460000,[],0,1.3156107051357361e-18,,4.40189126053769e-19,,-7.220160007476807,,-1.743471195297891e-20,,2.138622611744832e-19,,3.666210265417981e-19
1970/01/01/01:00:05.470000,[],0,1.3101445922504091e-18,,4.952373754337136e-19,,-7.220160007476807,,-2.681984825304301e-20,,2.1296796261003975e-19,,3.6508795067400764e-19
1970/01/01/01:00:05.480000,[],0,1.3046567658740026e-18,,5.491351716779617e-19,,-7.220160007476807,,-3.6014597302900665e-20,,2.1207026485026657e-19,,3.635490069937469e-19
1970/01/01/01:00:05.490000,[],0,1.2991481565847057e-18,,6.01900040675742e-19,,-7.220160007476807,,-4.5021851003521546e-20,,2.111692971421344e-19,,3.620045056937455e-19
1970/01/01/01:00:05.500000,[],0,1.2936199017558607e-18,,6.535494566174944e-19,,-7.220160007476807,,-5.384445925060984e-20,,2.1026524043140223e-19,,3.60454705267945e-19
1970/01/01/01:00:05.510000,[],0,1.2098573181820566e-18,,6.354209663127823e-19,,-7.220160007476807,,-5.362387990804521e-20,,1.972233680566142e-19,,3.380972023827672e-19
1970/01/01/01:00:05.520000,[],0,1.1276490069792397e-18,,6.175914501007198e-19,,-7.220160007476807,,-5.340235060024585e-20,,1.844226188303854e-19,,3.1615305715931865e-19
1970/01/01/01:00:05.530000,[],0,1.046972117282988e-18,,6.000568237770324e-19,,-7.220160007476807,,-5.317991010130298e-20,,1.7185943846102122e-19,,2.9461616914058174e-19
1970/01/01/01:00:05.540000,[],0,9.678040050240332e-19,,5.828128480410809e-19,,-7.220160007476807,,-5.295660041648207e-20,,1.5953033728031248e-19,,2.734805671165096e-19
1970/01/01/01:00:05.550000,[],0,9.22136707573476e-19,,4.1468034937809973e-19,,-7.220160007476807,,-2.8501357804346996e-20,,1.5262480088217253e-19,,2.616425010269277e-19
1970/01/01/01:00:05.560000,[],0,8.772904902784541e-19,,2.498690325733073e-19,,-7.220160007476807,,-4.53236693373204e-21,,1.4584211372969377e-19,,2.500150299514229e-19
1970/01/01/01:00:05.570000,[],0,8.332535658152389e-19,,8.832893721017506e-20,,-7.220160007476807,,1.8957696863531084e-20,,1.3918049221468039e-19,,2.3859512951088066e-19
1970/01/01/01:00:05.580000,[],0,7.900139917637365e-19,,-6.998918626948657e-20,,-7.220160007476807,,4.1976062128176193e-20,,1.3263819150302778e-19,,2.2737974947679215e-19
1970/01/01/01:00:05.590000,[],0,7.475602392941594e-19,,-2.251339541137107e-19,,-7.220160007476807,,6.452986531247048e-20,,1.2621346676063134e-19,,2.1636594301822516e-19
1970/01/01/01:00:05.600000,[],0,6.996160238099734e-19,,-1.823322429495844e-19,,-7.220160007476807,,5.740814396877008e-20,,1.1773069080480883e-19,,2.018240303013605e-19
1970/01/01/01:00:05.610000,[],0,6.525607689903404e-19,,-1.4036834942370068e-19,,-7.220160007476807,,5.0423110990119804e-20,,1.094057900237103e-19,,1.8755278659055969e-19
1970/01/01/01:00:05.620000,[],0,6.06381291644248e-19,,-9.922968488111225e-20,,-7.220160007476807,,4.3572740430253746e-20,,1.0123645089656003e-19,,1.7354820522973065e-19
1970/01/01/01:00:05.630000,[],0,5.610648221709898e-19,,-5.890387392437349e-20,,-7.220160007476807,,3.6855022498777345e-20,,9.322037282727935e-20,,1.5980635711096377e-19
1970/01/01/01:00:05.640000,[],0,5.165985909698595e-19,,-1.9378691405642227e-20,,-7.220160007476807,,3.026797002351591e-20,,8.535530045622935e-20,,1.463233648251377e-19
1970/01/01/01:00:05.650000,[],0,4.312828465490164e-19,,-1.8345911174430023e-20,,-7.220160007476807,,2.826170484007963e-20,,7.209352728547294e-20,,1.2358891314988008e-19
1970/01/01/01:00:05.660000,[],0,3.4763027799668185e-19,,-1.7331952533327668e-20,,-7.220160007476807,,2.6292737101216395e-20,,5.908978922939331e-20,,1.0129677692013959e-19
1970/01/01/01:00:05.670000,[],0,2.65616018195691e-19,,-1.6336539216935267e-20,,-7.220160007476807,,2.436052073847495e-20,,4.6340212110043415e-20,,7.94403580780614e-20
1970/01/01/01:00:05.680000,[],0,1.8521548437221454e-19,,-1.535940142220146e-20,,-7.220160007476807,,2.2464511298991172e-20,,3.3840992835310053e-20,,5.801312965162459e-20
1970/01/01/01:00:05.690000,[],0,-5.686569443269429e-21,,-1.2018564654059257e-19,,-7.220160007476807,,3.852847996380601e-20,,4.5426723601623575e-21,,7.78743856250506e-21
1970/01/01/01:00:05.700000,[],0,-1.117698075909015e-19,,-1.3555962540550315e-19,,-7.220160007476807,,3.859385954394038e-20,,-1.3767172447090647e-20,,-2.3600868436944366e-20
1970/01/01/01:00:05.710000,[],0,-2.1572021222785388e-19,,-1.5061255479516658e-19,,-7.220160007476807,,3.8654075707594824e-20,,-3.1709445331988935e-20,,-5.435904637097452e-20
1970/01/01/01:00:05.720000,[],0,-3.1757004339801612e-19,,-1.6534937194386404e-19,,-7.220160007476807,,3.8709222158823115e-20,,-4.9289702298685963e-20,,-8.449662881926249e-20
1970/01/01/01:00:05.730000,[],0,-4.173511087808803e-19,,-1.7977491068830014e-19,,-7.220160007476807,,3.875939260167902e-20,,-6.651342503432703e-20,,-1.1402300880540474e-19
1970/01/01/01:00:05.740000,[],0,-5.150948283150264e-19,,-1.9389396609108827e-19,,-7.220160007476807,,3.8804683971390563e-20,,-8.338601606228787e-20,,-1.429474597995498e-19
1970/01/01/01:00:05.750000,[],0,-4.792133360049129e-19,,-2.3475874337804215e-19,,-7.220160007476807,,4.538223356313044e-20,,-7.699707980608143e-20,,-1.3199499395328244e-19
