time,.layout.dim,fault,Fx,,Fy,,Fz,,Wx,,Wy,,Wz
1970/01/01/01:00:04.830000,[],0,6.281767770019843e-19,,4.700688543331392e-19,,-7.220148086547852,,-7.939024902751658e-20,,1.0389285096089458e-19,,1.7810202837229114e-19
1970/01/01/01:00:04.840000,[],0,6.9091036145315905e-19,,4.673433976123535e-19,,-7.22014856338501,,-7.781952997950642e-20,,1.13619370515873e-19,,1.9477607666619364e-19
1970/01/01/01:00:04.850000,[],0,6.144884371290919e-19,,3.830645240893456e-19,,-7.220149040222168,,-6.580363944527118e-20,,1.0016130997069717e-19,,1.7170510465329472e-19
1970/01/01/01:00:04.860000,[],0,7.333447268771294e-19,,3.1674619735730745e-19,,-7.220149517059326,,-5.452688648714035e-20,,1.1898043146340574e-19,,2.0396644101256992e-19
1970/01/01/01:00:04.870000,[],0,8.49750597458055e-19,,2.5172256338027964e-19,,-7.220149993896484,,-4.3470221733085455e-20,,1.374112692067031e-19,,2.355621683973784e-19
1970/01/01/01:00:04.880000,[],0,9.637433753970104e-19,,1.8797423511265545e-19,,-7.220149993896484,,-3.263033969183054e-20,,1.5545974271184782e-19,,2.66502419770224e-19
1970/01/01/01:00:04.890000,[],0,1.0753599219300423e-18,,1.2548207107807254e-19,,-7.220150470733643,,-2.2003994648823612e-20,,1.7313170686661313e-19,,2.967972117713368e-19
1970/01/01/01:00:04.900000,[],0,1.1846365813053148e-18,,6.422720768115557e-20,,-7.220150947570801,,-1.1587974816842499e-20,,1.9043292608589276e-19,,3.264564447186733e-19
1970/01/01/01:00:04.910000,[],0,1.0436037344310956e-18,,-1.6170227446198092e-20,,-7.220151424407959,,4.767242202947701e-22,,1.6600632137129307e-19,,2.845822615151604e-19
1970/01/01/01:00:04.920000,[],0,9.052872452909239e-19,,-9.495809188614573e-20,,-7.220151901245117,,1.2300081196816189e-20,,1.4205164904554902e-19,,2.435171126495126e-19
1970/01/01/01:00:04.930000,[],0,7.696465303359964e-19,,-1.7216071314974952e-19,,-7.220151901245117,,2.3885741685089386e-20,,1.1856186514875684e-19,,2.0324890060527138e-19
1970/01/01/01:00:04.940000,[],0,6.366416781017574e-19,,-2.4780206331890214e-19,,-7.220152378082275,,3.5237299558693706e-20,,9.553001619389226e-20,,1.6376573466113126e-19
1970/01/01/01:00:04.950000,[],0,6.484440461780289e-19,,-3.528353120011718e-19,,-7.220152854919434,,5.414606351911345e-20,,9.669184306301127e-20,,1.6575744340449117e-19
1970/01/01/01:00:04.960000,[],0,6.599455273064842e-19,,-4.557326252454647e-19,,-7.220152854919434,,7.267124185750733e-20,,9.782076365338716e-20,,1.6769273584513555e-19
1970/01/01/01:00:04.970000,[],0,6.71150981173222e-19,,-5.56526392342641e-19,,-7.220153331756592,,9.08186474563831e-20,,9.891732080229691e-20,,1.695725554859506e-19
1970/01/01/01:00:04.980000,[],0,6.820651640667647e-19,,-6.552486406920432e-19,,-7.220153331756592,,1.0859401565006608e-19,,9.998205734701751e-20,,1.7139780705573127e-19
1970/01/01/01:00:04.990000,[],0,6.926928839744225e-19,,-7.519309582533131e-19,,-7.22015380859375,,1.2600302684291902e-19,,1.0101550320012888e-19,,1.731694340573638e-19
1970/01/01/01:00:05.000000,[],0,6.744423328305705e-19,,-7.83349449267185e-19,,-7.22015380859375,,1.307682463307751e-19,,9.993572230801747e-20,,1.713183847922291e-19
1970/01/01/01:00:05.010000,[],0,6.564893082132962e-19,,-8.140612695439952e-19,,-7.220154285430908,,1.3542507930899257e-19,,9.886754133152741e-20,,1.6948721371118985e-19
1970/01/01/01:00:05.020000,[],0,6.388296742195367e-19,,-8.440774309256484e-19,,-7.220154285430908,,1.3997523183758485e-19,,9.781084394838506e-20,,1.6767572694378993e-19
1970/01/01/01:00:05.030000,[],0,6.21459398343806e-19,,-8.734088418564725e-19,,-7.220154762268066,,1.4442039705186825e-19,,9.676549444927117e-20,,1.6588370477017915e-19
1970/01/01/01:00:05.040000,[],0,6.043743446830412e-19,,-9.02066307383219e-19,,-7.220154762268066,,1.4876220346367374e-19,,9.57313765119121e-20,,1.641109274705073e-19
1970/01/01/01:00:05.050000,[],0,4.542293795785144e-19,,-8.56269349371644e-19,,-7.220155239105225,,1.4363629445465334e-19,,7.038457213993838e-20,,1.2065925914006747e-19
1970/01/01/01:00:05.060000,[],0,3.070418178084119e-19,,-8.113026738999192e-19,,-7.220155239105225,,1.385985448043552e-19,,4.5537659507759447e-20,,7.806455638658111e-20
1970/01/01/01:00:05.070000,[],0,1.6276734058647683e-19,,-7.671542351503741e-19,,-7.220155715942383,,1.3364768789246632e-19,,2.1183134213138373e-20,,3.6313942980591095e-20
1970/01/01/01:00:05.080000,[],0,2.1362070181739785e-20,,-7.238119873053386e-19,,-7.220155715942383,,1.287824829480679e-19,,-2.686419692766193e-21,,-4.605290901884902e-21
1970/01/01/01:00:05.090000,[],0,7.850619974785053e-20,,-6.007234796519619e-19,,-7.220155715942383,,1.0895639830654673e-19,,7.120161494322623e-21,,1.2205990209931849e-20
1970/01/01/01:00:05.100000,[],0,1.3449959345051644e-19,,-4.800366909071329e-19,,-7.220156192779541,,8.951593492684012e-20,,1.6729897525534043e-20,,2.867982525267958e-20
1970/01/01/01:00:05.110000,[],0,1.8935967216580228e-19,,-3.617156128648114e-19,,-7.220156192779541,,7.045532839405434e-20,,2.6145767139646183e-20,,4.482131463493999e-20
1970/01/01/01:00:05.120000,[],0,2.4310362574081265e-19,,-2.457247801562342e-19,,-7.220156192779541,,5.1768885379129563e-20,,3.5370705050687757e-20,,6.063549252622229e-20
1970/01/01/01:00:05.130000,[],0,2.6810309180369653e-19,,-3.025577234065502e-19,,-7.220156669616699,,6.166117709874243e-20,,3.875284947378675e-20,,6.643345347119935e-20
1970/01/01/01:00:05.140000,[],0,2.92575798912749e-19,,-3.582237474571012e-19,,-7.220156669616699,,7.134945247508734e-20,,4.206347508564259e-20,,7.210881073975956e-20
