time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:06.220000,[],0,1.3628426147149374e-18, -4.561597606342717e-19, -7.220141410827637, 7.59730883688776e-20, 2.1277225684698853e-19, 3.647524255380408e-19
1970/01/01/01:00:06.230000,[],0,1.376741730547666e-18, -4.826918889746398e-19, -7.220141887664795, 7.679475659812978e-20, 2.1330273811357644e-19, 3.6566183307336045e-19
1970/01/01/01:00:06.240000,[],0,1.3902251881225866e-18, -5.086450942837973e-19, -7.220142841339111, 7.759230734264722e-20, 2.1380128245370157e-19, 3.665164915918867e-19
1970/01/01/01:00:06.250000,[],0,1.4032999150773294e-18, -5.340284238496941e-19, -7.2201433181762695, 7.836615419273618e-20, 2.142684714787321e-19, 3.6731738337059705e-19
1970/01/01/01:00:06.260000,[],0,1.4159728390495247e-18, -5.588506147675502e-19, -7.220143795013428, 7.911667842696027e-20, 2.1470489972473332e-19, 3.680655423852571e-19
1970/01/01/01:00:06.270000,[],0,1.4282506808816493e-18, -5.831205592289506e-19, -7.220144748687744, 7.984428717327723e-20, 2.1511112295367928e-19, 3.687619250634502e-19
1970/01/01/01:00:06.280000,[],0,1.4431817045285377e-18, -6.239233108946601e-19, -7.220145225524902, 8.98568496614856e-20, 2.1819003136526944e-19, 3.740400611545745e-19
1970/01/01/01:00:06.290000,[],0,1.457669772957404e-18, -6.638476484486265e-19, -7.2201457023620605, 9.966016776646074e-20, 2.2118556255605366e-19, 3.79175250096092e-19
1970/01/01/01:00:06.300000,[],0,1.4717222273961845e-18, -7.029071169733805e-19, -7.220146656036377, 1.0925745327542482e-19, 2.2409904776983027e-19, 3.8416981833347545e-19
1970/01/01/01:00:06.310000,[],0,1.4853466158679688e-18, -7.411150547562994e-19, -7.220147132873535, 1.1865187273916027e-19, 2.2693188287388297e-19, 3.8902606646280356e-19
1970/01/01/01:00:06.320000,[],0,1.536476924276556e-18, -8.34967897634755e-19, -7.220147609710693, 1.3095895023605978e-19, 2.3604257938751273e-19, 4.0464439965054113e-19
1970/01/01/01:00:06.330000,[],0,1.5864309818540928e-18, -9.268602190638834e-19, -7.220148086547852, 1.430067970838034e-19, 2.449474371755875e-19, 4.199099144576307e-19
1970/01/01/01:00:06.340000,[],0,1.635227296766785e-18, -1.016821900943313e-18, -7.22014856338501, 1.5479939408908908e-19, 2.5364973911116334e-19, 4.348281168050245e-19
1970/01/01/01:00:06.340000,[],0,1.682884273783262e-18, -1.1048828251726724e-18, -7.220149040222168, 1.6634064451043227e-19, 2.6215261297093147e-19, 4.494044867642809e-19
1970/01/01/01:00:06.360000,[],0,1.5522742128199406e-18, -9.956962250865916e-19, -7.220149517059326, 1.4561989941294964e-19, 2.4218224993600515e-19, 4.151695491622424e-19
1970/01/01/01:00:06.370000,[],0,1.4241211884686314e-18, -8.88593706553838e-19, -7.220149993896484, 1.2529901859345397e-19, 2.225870650076599e-19, 3.815778220346464e-19
1970/01/01/01:00:06.380000,[],0,1.2983887013848055e-18, -7.835444570965944e-19, -7.220149993896484, 1.0537201791720132e-19, 2.0336153934024637e-19, 3.486197928044484e-19
1970/01/01/01:00:06.390000,[],0,1.1750410794045466e-18, -6.805178193334077e-19, -7.220150470733643, 8.583301664702433e-20, 1.8450019286220638e-19, 3.1628602644278655e-19
1970/01/01/01:00:06.400000,[],0,1.054042960556668e-18, -5.794837045694963e-19, -7.220150947570801, 6.667621805628659e-20, 1.6599761012546712e-19, 2.8456732056534614e-19
1970/01/01/01:00:06.410000,[],0,1.0774054361873093e-18, -6.484047034001443e-19, -7.220151424407959, 7.756400871840996e-20, 1.6947870926051703e-19, 2.9053493754642753e-19
1970/01/01/01:00:06.420000,[],0,1.1001929178946499e-18, -7.158824271582521e-19, -7.220151901245117, 8.822628926603606e-20, 1.7287325169928152e-19, 2.9635412730634394e-19
1970/01/01/01:00:06.430000,[],0,1.1224146080630041e-18, -7.819390029252055e-19, -7.220151901245117, 9.866650413093435e-20, 1.7618260745965012e-19, 3.0202731968814473e-19
1970/01/01/01:00:06.440000,[],0,1.1440796056791102e-18, -8.465962992884489e-19, -7.220152378082275, 1.0888803958373747e-19, 1.7940814655951237e-19, 3.0755684113730273e-19
1970/01/01/01:00:06.450000,[],0,1.1651969063321295e-18, -9.09875719546332e-19, -7.220152854919434, 1.1889426250803244e-19, 1.8255125194145487e-19, 3.129449922498966e-19
1970/01/01/01:00:06.460000,[],0,1.2661929707878634e-18, -8.13295093501618e-19, -7.220152854919434, 1.0496422433756122e-19, 1.9921412037239085e-19, 3.415099169456137e-19
1970/01/01/01:00:06.470000,[],0,1.3650423981564456e-18, -7.185647153908202e-19, -7.220153331756592, 9.13022896207852e-20, 2.155238214558579e-19, 3.694693971317303e-19
1970/01/01/01:00:06.480000,[],0,1.4617783790599548e-18, -6.256570814585712e-19, -7.220153331756592, 7.790446462630942e-20, 2.314857706399288e-19, 3.9683276443953176e-19
1970/01/01/01:00:06.490000,[],0,1.5564334837350104e-18, -5.345450498410217e-19, -7.22015380859375, 6.476680732152717e-20, 2.471053445985852e-19, 4.2360914370515025e-19
1970/01/01/01:00:06.500000,[],0,1.5996414698268709e-18, -4.990491787927228e-19, -7.22015380859375, 6.031671779765966e-20, 2.5447446403127285e-19, 4.362419235682425e-19
1970/01/01/01:00:06.510000,[],0,1.633908150484916e-18, -3.485906863866442e-19, -7.220154285430908, 3.8221495790146536e-20, 2.580330208758701e-19, 4.423422771882445e-19
1970/01/01/01:00:06.520000,[],0,1.6633214522963829e-18, -2.5723869484327193e-19, -7.220154285430908, 2.5071721581860093e-20, 2.641728465207274e-19, 4.528677368926755e-19
1970/01/01/01:00:06.530000,[],0,1.6919802619916248e-18, -1.6768800540600751e-19, -7.220154762268066, 1.2182434949519694e-20, 2.701634694625954e-19, 4.631373909926745e-19
1970/01/01/01:00:06.540000,[],0,1.7198965736895238e-18, -7.991156668388106e-20, -7.220154762268066, -4.502831678517978e-22, 2.7600726784573527e-19, 4.731553236925159e-19
1970/01/01/01:00:06.550000,[],0,1.747082588304115e-18, 6.117339499230974e-21, -7.220155239105225, -1.2830302353875546e-20, 2.817065939650139e-19, 4.82925567497686e-19
1970/01/01/01:00:06.560000,[],0,1.827827823798479e-18, -1.4412873833776088e-19, -7.220155239105225, 1.0911136704001685e-20, 2.93398068140415e-19, 5.029681020410576e-19
1970/01/01/01:00:06.570000,[],0,1.9067751822314586e-18, -2.91355474864686e-19, -7.220155715942383, 3.417665691177039e-20, 3.048263954834476e-19, 5.225595129578581e-19
1970/01/01/01:00:06.580000,[],0,1.9839529945390343e-18, -4.356085617129683e-19, -7.220155715942383, 5.697344763217639e-20, 3.159956601983863e-19, 5.417068312832941e-19
1970/01/01/01:00:06.590000,[],0,2.0593887644765734e-18, -5.769329897531125e-19, -7.220155715942383, 7.930860371611818e-20, 3.269099464895055e-19, 5.604170363537842e-19
1970/01/01/01:00:06.600000,[],0,2.133109995799443e-18, -7.153732457924374e-19, -7.220156192779541, 1.0118912711823405e-19, 3.3757323516350315e-19, 5.786970041081701e-19
1970/01/01/01:00:06.610000,[],0,1.985292406745911e-18, -6.733749079488591e-19, -7.220156192779541, 9.622711619277279e-20, 3.143168195970275e-19, 5.388288114382807e-19
