time,data
1970/01/01/01:00:06.090000,0
1970/01/01/01:00:06.090000,0
1970/01/01/01:00:06.130000,0
1970/01/01/01:00:06.130000,0
1970/01/01/01:00:06.140000,0
1970/01/01/01:00:06.150000,0
1970/01/01/01:00:06.180000,0
1970/01/01/01:00:06.180000,0
1970/01/01/01:00:06.230000,0
1970/01/01/01:00:06.230000,0
1970/01/01/01:00:06.280000,0
1970/01/01/01:00:06.280000,0
1970/01/01/01:00:06.280000,0
1970/01/01/01:00:06.290000,0
1970/01/01/01:00:06.330000,0
1970/01/01/01:00:06.380000,0
1970/01/01/01:00:06.420000,0
1970/01/01/01:00:06.470000,0
1970/01/01/01:00:06.470000,0
1970/01/01/01:00:06.470000,0
1970/01/01/01:00:06.480000,0
1970/01/01/01:00:06.520000,0
1970/01/01/01:00:06.520000,0
1970/01/01/01:00:06.560000,0
1970/01/01/01:00:06.560000,0
1970/01/01/01:00:06.610000,0
1970/01/01/01:00:06.650000,0
1970/01/01/01:00:06.650000,0
1970/01/01/01:00:06.700000,0
1970/01/01/01:00:06.740000,0
1970/01/01/01:00:06.750000,0
1970/01/01/01:00:06.760000,0
1970/01/01/01:00:06.800000,0
1970/01/01/01:00:06.840000,0
1970/01/01/01:00:06.840000,0
1970/01/01/01:00:06.890000,0
1970/01/01/01:00:06.890000,0
1970/01/01/01:00:06.890000,0
1970/01/01/01:00:06.900000,0
1970/01/01/01:00:06.940000,0
1970/01/01/01:00:06.990000,0
1970/01/01/01:00:07.030000,0
1970/01/01/01:00:07.030000,0
1970/01/01/01:00:07.080000,0
1970/01/01/01:00:07.080000,0
1970/01/01/01:00:07.080000,0
1970/01/01/01:00:07.090000,0
1970/01/01/01:00:07.130000,0
1970/01/01/01:00:07.130000,0
1970/01/01/01:00:07.180000,0
1970/01/01/01:00:07.220000,0
1970/01/01/01:00:07.220000,0
1970/01/01/01:00:07.230000,0
1970/01/01/01:00:07.240000,0
1970/01/01/01:00:07.280000,0
1970/01/01/01:00:07.280000,0
1970/01/01/01:00:07.330000,0
1970/01/01/01:00:07.330000,0
1970/01/01/01:00:07.370000,0
1970/01/01/01:00:07.370000,0
1970/01/01/01:00:07.380000,0
1970/01/01/01:00:07.390000,0
1970/01/01/01:00:07.430000,0
1970/01/01/01:00:07.470000,0
1970/01/01/01:00:07.520000,0
1970/01/01/01:00:07.520000,0
1970/01/01/01:00:07.520000,0
1970/01/01/01:00:07.530000,0
1970/01/01/01:00:07.570000,0
1970/01/01/01:00:07.610000,0
1970/01/01/01:00:07.610000,0
1970/01/01/01:00:07.650000,0
1970/01/01/01:00:07.650000,0
1970/01/01/01:00:07.660000,0
1970/01/01/01:00:07.670000,0
1970/01/01/01:00:07.710000,0
1970/01/01/01:00:07.760000,0
1970/01/01/01:00:07.800000,0
1970/01/01/01:00:07.810000,0
1970/01/01/01:00:07.820000,0
1970/01/01/01:00:07.860000,0
1970/01/01/01:00:07.910000,0
1970/01/01/01:00:07.950000,0
1970/01/01/01:00:07.950000,0
1970/01/01/01:00:07.960000,0
1970/01/01/01:00:07.970000,0
1970/01/01/01:00:08.010000,0
1970/01/01/01:00:08.010000,0
1970/01/01/01:00:08.050000,0
1970/01/01/01:00:08.050000,0
1970/01/01/01:00:08.100000,0
1970/01/01/01:00:08.100000,0
1970/01/01/01:00:08.110000,0
1970/01/01/01:00:08.150000,0
1970/01/01/01:00:08.150000,0
1970/01/01/01:00:08.190000,0
1970/01/01/01:00:08.190000,0
1970/01/01/01:00:08.230000,0
1970/01/01/01:00:08.230000,0
1970/01/01/01:00:08.240000,0
1970/01/01/01:00:08.250000,0
1970/01/01/01:00:08.290000,0
1970/01/01/01:00:08.330000,0
1970/01/01/01:00:08.380000,0
1970/01/01/01:00:08.420000,0
1970/01/01/01:00:08.420000,0
1970/01/01/01:00:08.430000,0
1970/01/01/01:00:08.440000,0
1970/01/01/01:00:08.480000,0
1970/01/01/01:00:08.480000,0
1970/01/01/01:00:08.520000,0
1970/01/01/01:00:08.520000,0
1970/01/01/01:00:08.560000,0
1970/01/01/01:00:08.560000,0
1970/01/01/01:00:08.570000,0
1970/01/01/01:00:08.580000,0
1970/01/01/01:00:08.620000,0
1970/01/01/01:00:08.660000,0
1970/01/01/01:00:08.660000,0
1970/01/01/01:00:08.710000,0
1970/01/01/01:00:08.710000,0
1970/01/01/01:00:08.710000,0
1970/01/01/01:00:08.720000,0
1970/01/01/01:00:08.760000,0
1970/01/01/01:00:08.800000,0
1970/01/01/01:00:08.850000,0
1970/01/01/01:00:08.850000,0
1970/01/01/01:00:08.850000,0
1970/01/01/01:00:08.860000,0
1970/01/01/01:00:08.900000,0
1970/01/01/01:00:08.940000,0
1970/01/01/01:00:08.940000,0
1970/01/01/01:00:08.990000,0
1970/01/01/01:00:09.030000,0
1970/01/01/01:00:09.040000,0
1970/01/01/01:00:09.050000,0
1970/01/01/01:00:09.090000,0
1970/01/01/01:00:09.090000,0
1970/01/01/01:00:09.140000,0
1970/01/01/01:00:09.190000,0
1970/01/01/01:00:09.190000,0
1970/01/01/01:00:09.190000,0
1970/01/01/01:00:09.200000,0
1970/01/01/01:00:09.240000,0
1970/01/01/01:00:09.290000,0
1970/01/01/01:00:09.330000,0
1970/01/01/01:00:09.330000,0
1970/01/01/01:00:09.370000,0
1970/01/01/01:00:09.370000,0
1970/01/01/01:00:09.380000,0
1970/01/01/01:00:09.390000,0
1970/01/01/01:00:09.430000,0
1970/01/01/01:00:09.470000,0
1970/01/01/01:00:09.470000,0
1970/01/01/01:00:09.520000,0
1970/01/01/01:00:09.560000,0
1970/01/01/01:00:09.560000,0
1970/01/01/01:00:09.600000,0
1970/01/01/01:00:09.600000,0
1970/01/01/01:00:09.610000,0
1970/01/01/01:00:09.620000,0
1970/01/01/01:00:09.660000,0
1970/01/01/01:00:09.700000,0
1970/01/01/01:00:09.700000,0
1970/01/01/01:00:09.750000,0
1970/01/01/01:00:09.750000,0
1970/01/01/01:00:09.790000,0
1970/01/01/01:00:09.790000,0
1970/01/01/01:00:09.800000,0
1970/01/01/01:00:09.810000,0
1970/01/01/01:00:09.850000,0
1970/01/01/01:00:09.850000,0
1970/01/01/01:00:09.900000,0
1970/01/01/01:00:09.900000,0
1970/01/01/01:00:09.940000,0
1970/01/01/01:00:09.940000,0
1970/01/01/01:00:09.980000,0
1970/01/01/01:00:09.980000,0
1970/01/01/01:00:09.990000,0
1970/01/01/01:00:10.000000,0
1970/01/01/01:00:10.040000,0
1970/01/01/01:00:10.080000,0
1970/01/01/01:00:10.130000,0
1970/01/01/01:00:10.130000,0
1970/01/01/01:00:10.170000,0
1970/01/01/01:00:10.220000,0
1970/01/01/01:00:10.220000,0
1970/01/01/01:00:10.260000,0
1970/01/01/01:00:10.260000,0
1970/01/01/01:00:10.270000,0
1970/01/01/01:00:10.280000,0
1970/01/01/01:00:10.320000,0
1970/01/01/01:00:10.320000,0
1970/01/01/01:00:10.360000,0
1970/01/01/01:00:10.400000,0
1970/01/01/01:00:10.400000,0
1970/01/01/01:00:10.450000,0
1970/01/01/01:00:10.500000,0
1970/01/01/01:00:10.500000,0
1970/01/01/01:00:10.540000,0
1970/01/01/01:00:10.540000,0
1970/01/01/01:00:10.550000,0
1970/01/01/01:00:10.560000,0
1970/01/01/01:00:10.600000,0
1970/01/01/01:00:10.640000,0
1970/01/01/01:00:10.690000,0
1970/01/01/01:00:10.740000,0
1970/01/01/01:00:10.740000,0
1970/01/01/01:00:10.780000,0
1970/01/01/01:00:10.780000,0
1970/01/01/01:00:10.790000,0
1970/01/01/01:00:10.800000,0
1970/01/01/01:00:10.840000,0
1970/01/01/01:00:10.840000,0
1970/01/01/01:00:10.880000,0
1970/01/01/01:00:10.880000,0
1970/01/01/01:00:10.930000,0
1970/01/01/01:00:10.970000,0
1970/01/01/01:00:10.970000,0
1970/01/01/01:00:10.980000,0
1970/01/01/01:00:10.990000,0
1970/01/01/01:00:11.040000,0
1970/01/01/01:00:11.080000,0
1970/01/01/01:00:11.130000,0
1970/01/01/01:00:11.130000,0
1970/01/01/01:00:11.180000,0
1970/01/01/01:00:11.180000,0
1970/01/01/01:00:11.180000,0
1970/01/01/01:00:11.190000,0
1970/01/01/01:00:11.230000,0
1970/01/01/01:00:11.230000,0
1970/01/01/01:00:11.280000,0
1970/01/01/01:00:11.320000,0
1970/01/01/01:00:11.320000,0
1970/01/01/01:00:11.370000,0
1970/01/01/01:00:11.370000,0
1970/01/01/01:00:11.370000,0
1970/01/01/01:00:11.380000,0
1970/01/01/01:00:11.420000,0
1970/01/01/01:00:11.470000,0
1970/01/01/01:00:11.510000,0
1970/01/01/01:00:11.510000,0
1970/01/01/01:00:11.510000,0
1970/01/01/01:00:11.520000,0
1970/01/01/01:00:11.560000,0
1970/01/01/01:00:11.560000,0
1970/01/01/01:00:11.600000,0
1970/01/01/01:00:11.650000,0
1970/01/01/01:00:11.690000,0
1970/01/01/01:00:11.700000,0
1970/01/01/01:00:11.710000,0
1970/01/01/01:00:11.750000,0
1970/01/01/01:00:11.750000,0
1970/01/01/01:00:11.800000,0
1970/01/01/01:00:11.800000,0
1970/01/01/01:00:11.840000,0
1970/01/01/01:00:11.840000,0
1970/01/01/01:00:11.880000,0
1970/01/01/01:00:11.880000,0
1970/01/01/01:00:11.880000,0
1970/01/01/01:00:11.890000,0
1970/01/01/01:00:11.900000,0
1970/01/01/01:00:11.940000,0
1970/01/01/01:00:11.980000,0
1970/01/01/01:00:11.980000,0
1970/01/01/01:00:12.030000,0
1970/01/01/01:00:12.070000,0
1970/01/01/01:00:12.110000,0
1970/01/01/01:00:12.110000,0
1970/01/01/01:00:12.120000,0
1970/01/01/01:00:12.130000,0
1970/01/01/01:00:12.170000,0
1970/01/01/01:00:12.210000,0
1970/01/01/01:00:12.260000,0
1970/01/01/01:00:12.260000,0
1970/01/01/01:00:12.300000,0
1970/01/01/01:00:12.300000,0
1970/01/01/01:00:12.310000,0
1970/01/01/01:00:12.320000,0
1970/01/01/01:00:12.360000,0
1970/01/01/01:00:12.400000,0
1970/01/01/01:00:12.410000,0
1970/01/01/01:00:12.450000,0
1970/01/01/01:00:12.490000,0
1970/01/01/01:00:12.490000,0
1970/01/01/01:00:12.540000,0
1970/01/01/01:00:12.540000,0
1970/01/01/01:00:12.540000,0
1970/01/01/01:00:12.550000,0
1970/01/01/01:00:12.590000,0
1970/01/01/01:00:12.630000,0
1970/01/01/01:00:12.630000,0
1970/01/01/01:00:12.680000,0
1970/01/01/01:00:12.680000,0
1970/01/01/01:00:12.690000,0
1970/01/01/01:00:12.730000,0
1970/01/01/01:00:12.770000,0
1970/01/01/01:00:12.770000,0
1970/01/01/01:00:12.820000,0
1970/01/01/01:00:12.860000,0
1970/01/01/01:00:12.860000,0
1970/01/01/01:00:12.900000,0
1970/01/01/01:00:12.900000,0
1970/01/01/01:00:12.910000,0
1970/01/01/01:00:12.920000,0
1970/01/01/01:00:12.960000,0
1970/01/01/01:00:13.000000,0
1970/01/01/01:00:13.000000,0
1970/01/01/01:00:13.050000,0
1970/01/01/01:00:13.050000,0
1970/01/01/01:00:13.050000,0
1970/01/01/01:00:13.060000,0
1970/01/01/01:00:13.100000,0
1970/01/01/01:00:13.150000,0
