time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:04.400000,[],0,-1.3643823338770225e-19, -1.4751134611124988e-18, -7.220159530639648, 2.320790142354942e-19, -2.2378705850723e-20, -3.8363496205692895e-20
1970/01/01/01:00:04.410000,[],0,-1.208657957992643e-19, -1.5795244373295813e-18, -7.220159530639648, 2.4873928480231886e-19, -2.0336425998897985e-20, -3.48624445695394e-20
1970/01/01/01:00:04.420000,[],0,-1.9299199025658455e-19, -1.5662796213613822e-18, -7.220159530639648, 2.466294055536375e-19, -3.1186589636672994e-20, -5.346272509143942e-20
1970/01/01/01:00:04.430000,[],0,-2.636563756257646e-19, -1.553143062655851e-18, -7.220159530639648, 2.4453707804357877e-19, -4.18166327586294e-20, -7.16856561576504e-20
1970/01/01/01:00:04.440000,[],0,-3.3288107898819024e-19, -1.5401139340323751e-18, -7.220159530639648, 2.424621471757778e-19, -5.2229893167785826e-20, -8.953695694662633e-20
1970/01/01/01:00:04.450000,[],0,-4.0068802063009414e-19, -1.527191408310342e-18, -7.220159530639648, 2.404044578538697e-19, -6.242966666189541e-20, -1.0702228201333583e-19
1970/01/01/01:00:04.460000,[],0,-2.753225173949062e-19, -1.5632853309415168e-18, -7.220160007476807, 2.4628989961097277e-19, -4.196742843053267e-20, -7.194416302377029e-20
1970/01/01/01:00:04.470000,[],0,-1.524367982385757e-19, -1.59850109795489e-18, -7.220160007476807, 2.5203301460392845e-19, -2.1910238896269555e-20, -3.756041045965474e-20
1970/01/01/01:00:04.480000,[],0,-3.199355279183249e-20, -1.6328526680232984e-18, -7.220160007476807, 2.576360517300271e-19, -2.252002246901494e-21, -3.860575511200723e-21
1970/01/01/01:00:04.490000,[],0,8.604403171375632e-20, -1.6663538964220023e-18, -7.220160007476807, 2.6310128573595323e-19, 1.7013294127038686e-20, 2.916564845971243e-20
1970/01/01/01:00:04.500000,[],0,2.0171225752108928e-19, -1.6990185350286854e-18, -7.220160007476807, 2.684308879708148e-19, 3.589158326735181e-20, 6.152842753512474e-20
1970/01/01/01:00:04.510000,[],0,1.5977771598225412e-19, -1.6691637255652683e-18, -7.220160007476807, 2.650537680237022e-19, 2.98397457289806e-20, 5.1153850744302245e-20
1970/01/01/01:00:04.510000,[],0,1.186658701860883e-19, -1.6397391534179555e-18, -7.220160007476807, 2.617176969144876e-19, 2.3905962373657186e-20, 4.098164886021967e-20
1970/01/01/01:00:04.530000,[],0,7.836440289628304e-20, -1.6107391317200355e-18, -7.220160007476807, 2.5842215765528803e-19, 1.808846251788283e-20, 3.100879104141384e-20
