time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:07.010000,[],0,-1.571444123515857e-18, -1.229718131484608e-18, -7.22015905380249, 2.0687206801052728e-19, -2.6595999608354235e-19, -4.559314070864188e-19
1970/01/01/01:00:07.010000,[],0,-1.690184969869655e-18, -1.033544184206685e-18, -7.22015905380249, 1.7266145468837673e-19, -2.850713062029382e-19, -4.886936530053831e-19
1970/01/01/01:00:07.020000,[],0,-1.737101620237897e-18, -8.965109623893128e-19, -7.22015905380249, 1.4652692880400818e-19, -2.933827394496886e-19, -5.02941839056609e-19
1970/01/01/01:00:07.030000,[],0,-1.7829061262725615e-18, -7.621286993388082e-19, -7.22015905380249, 1.2090044691211203e-19, -3.014985961803585e-19, -5.168547067670213e-19
1970/01/01/01:00:07.040000,[],0,-1.8276162723568184e-18, -6.303578971809218e-19, -7.22015905380249, 9.577440282846193e-20, -3.0942197832224495e-19, -5.304376845093897e-19
1970/01/01/01:00:07.050000,[],0,-1.871249429283531e-18, -5.011594716317104e-19, -7.22015905380249, 7.114130669110515e-20, -3.171559619532509e-19, -5.436959421625427e-19
1970/01/01/01:00:07.060000,[],0,-1.9759512628835026e-18, -5.547121784641591e-19, -7.22015905380249, 7.781048915390515e-20, -3.332556884081002e-19, -5.712954436858339e-19
1970/01/01/01:00:07.070000,[],0,-2.078361392596396e-18, -6.071383686998872e-19, -7.22015905380249, 8.433851453764268e-20, -3.4900008909106967e-19, -5.982858817843447e-19
1970/01/01/01:00:07.080000,[],0,-2.178515593983704e-18, -6.584552580353933e-19, -7.22015905380249, 9.072754126672863e-20, -3.643946957725058e-19, -6.246766656375427e-19
1970/01/01/01:00:07.080000,[],0,-2.2764490222214602e-18, -7.08680010468388e-19, -7.22015905380249, 9.69797148408768e-20, -3.794449885239667e-19, -6.504771527261076e-19
1970/01/01/01:00:07.100000,[],0,-2.3721960053050857e-18, -7.578293764062756e-19, -7.220159530639648, 1.0309714844805832e-19, -3.9415631817003987e-19, -6.756965454343541e-19
1970/01/01/01:00:07.110000,[],0,-2.330556560449779e-18, -7.385536382907406e-19, -7.220159530639648, 9.894558065244296e-20, -3.869353674645758e-19, -6.63317787567498e-19
1970/01/01/01:00:07.120000,[],0,-2.289517028333726e-18, -7.195895404709851e-19, -7.220159530639648, 9.486715371755319e-20, -3.798201149317595e-19, -6.511202339535793e-19
1970/01/01/01:00:07.130000,[],0,-2.249069343945955e-18, -7.00932740248793e-19, -7.220159530639648, 9.086080781822917e-20, -3.728092164030956e-19, -6.39101506448337e-19
