time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:05.980000,[],0,-1.30710821901688e-19, 7.543044496234574e-19, -7.220151901245117, -1.1379230296268487e-19, -9.212543934343917e-21, -1.5792931304884476e-20
1970/01/01/01:00:05.990000,[],0,-2.1018344002363897e-19, 7.858868774949797e-19, -7.220151901245117, -1.2127009324834667e-19, -2.213755685276965e-20, -3.795009653869818e-20
1970/01/01/01:00:06.000000,[],0,-2.880455891917375e-19, 8.1675906741304865e-19, -7.220152378082275, -1.2858618264895142e-19, -3.4801853589669893e-20, -5.96603241322047e-20
1970/01/01/01:00:06.010000,[],0,-2.1642574559157333e-19, 7.16967377929192e-19, -7.220152854919434, -1.1603119653753035e-19, -2.2563768125736133e-20, -3.8680745820001124e-20
1970/01/01/01:00:06.020000,[],0,-3.258859744393473e-19, 5.387683238559878e-19, -7.220152854919434, -8.905127914243553e-20, -3.9638776065702383e-20, -6.795218938758938e-20
1970/01/01/01:00:06.030000,[],0,-2.3638006907743436e-19, 5.921530613252999e-19, -7.220153331756592, -1.0095747777262799e-19, -2.7388812805160245e-20, -4.6952251446324496e-20
1970/01/01/01:00:06.040000,[],0,-1.4864063376302258e-19, 6.444108686075852e-19, -7.220153331756592, -1.126154575955692e-19, -1.5381110066519574e-20, -2.6367617949285185e-20
1970/01/01/01:00:06.050000,[],0,-6.264113409302489e-20, 6.955590647969188e-19, -7.22015380859375, -1.240290120098495e-19, -3.612022277412743e-21, -6.1920385937472e-21
1970/01/01/01:00:06.060000,[],0,2.1644642833806142e-20, 7.45614762192223e-19, -7.22015380859375, -1.3520188271527103e-19, 7.922044435739593e-21, 1.358064806572134e-20
1970/01/01/01:00:06.070000,[],0,-2.136673179685592e-19, 6.615960111224689e-19, -7.220154285430908, -1.2189398130066772e-19, -2.9041429196161696e-20, -4.978530950140167e-20
1970/01/01/01:00:06.070000,[],0,-4.442516685359583e-19, 5.791914513193237e-19, -7.220154285430908, -1.0884005018351232e-19, -6.526272794814685e-20, -1.1187896958236436e-19
1970/01/01/01:00:06.090000,[],0,-6.701799228328731e-19, 4.983770945450234e-19, -7.220154762268066, -9.603630888991153e-20, -1.0075308015079643e-19, -1.7271956412640858e-19
1970/01/01/01:00:06.100000,[],0,-8.915225463077352e-19, 4.191291593569572e-19, -7.220154762268066, -8.347904156945741e-20, -1.3552353965128052e-19, -2.323260827447061e-19
1970/01/01/01:00:06.100000,[],0,-6.551015059405853e-19, 4.252571976780856e-19, -7.220155239105225, -8.35817605994303e-20, -9.777523640795407e-20, -1.6761469652422e-19
1970/01/01/01:00:06.120000,[],0,-4.23343308535791e-19, 4.312201876176155e-19, -7.220155239105225, -8.367406232356386e-20, -6.077211949896132e-20, -1.0418078089989693e-19
1970/01/01/01:00:06.130000,[],0,-1.9617796685871203e-19, 4.370207658137495e-19, -7.220155715942383, -8.375615353701121e-20, -2.450299128987727e-20, -4.200512654071492e-20
1970/01/01/01:00:06.140000,[],0,2.6463693684963512e-20, 4.426616723022666e-19, -7.220155715942383, -8.382822811022843e-20, 1.1043208528816706e-20, 1.8931214159232316e-20
1970/01/01/01:00:06.150000,[],0,2.4464985895022154e-19, 4.481454661731869e-19, -7.220155715942383, -8.389047345132304e-20, 4.5877378707925854e-20, 7.864693677425819e-20
1970/01/01/01:00:06.160000,[],0,8.80150609418024e-20, 4.516994476750209e-19, -7.220156192779541, -8.569048955007232e-20, 2.1284811189409905e-20, 3.6488245445292504e-20
