time,.layout.dim,.layout.data_offset,.data,,,,,
1970/01/01/01:00:24.820000,[],0,4.3330892651738395e-08, 2.1646519243745388e-08, -0.08376182615756989, -3.44914639072158e-07, 2.3693546324921044e-07, -9.950555046600584e-09
1970/01/01/01:00:24.830000,[],0,4.308277468112465e-08, 2.1411738160281857e-08, -0.08397222310304642, -3.461301218976587e-07, 2.3872618726272776e-07, -1.013209605105203e-08
1970/01/01/01:00:24.840000,[],0,4.283610621769185e-08, 2.1174137998514198e-08, -0.08412113040685654, -3.4732113363133976e-07, 2.405307668595924e-07, -1.031034368992323e-08
1970/01/01/01:00:24.850000,[],0,4.2591857152274315e-08, 2.090632555962202e-08, -0.08438130468130112, -3.484880721771333e-07, 2.423487615033082e-07, -1.048541697912242e-08
1970/01/01/01:00:24.860000,[],0,4.2348812456793894e-08, 2.0636862885226037e-08, -0.08457398414611816, -3.496313354389713e-07, 2.441797448682337e-07, -1.065729016147543e-08
1970/01/01/01:00:24.870000,[],0,4.210701831652841e-08, 2.0360639396699298e-08, -0.08473782986402512, -3.507512360556575e-07, 2.4602323378530855e-07, -1.0826020968579542e-08
1970/01/01/01:00:24.880000,[],0,4.186637880820854e-08, 2.008307831147249e-08, -0.08483944833278656, -3.5185053093300667e-07, 2.478771818914538e-07, -1.0991538346161178e-08
1970/01/01/01:00:24.890000,[],0,4.1626890379120596e-08, 1.9804234696607637e-08, -0.08488482236862183, -3.529295327098225e-07, 2.4974121970444685e-07, -1.1153891144033423e-08
1970/01/01/01:00:24.900000,[],0,4.1388432236999506e-08, 1.950928663063678e-08, -0.08497012406587601, -3.539885256031994e-07, 2.5161492089864623e-07, -1.1313137093793557e-08
1970/01/01/01:00:24.910000,[],0,4.1150986618276875e-08, 1.9213739932411045e-08, -0.08500047773122787, -3.5502782225194096e-07, 2.534979444135388e-07, -1.1469312610756788e-08
1970/01/01/01:00:24.920000,[],0,4.091456062838006e-08, 1.89176336817809e-08, -0.08497858792543411, -3.56049980609896e-07, 2.553883291511738e-07, -1.1622377726894229e-08
1970/01/01/01:00:24.930000,[],0,4.067915426730906e-08, 1.8621008734953648e-08, -0.08490842580795288, -3.570564786059549e-07, 2.572849098214647e-07, -1.1772338659454817e-08
1970/01/01/01:00:24.940000,[],0,4.044477464049123e-08, 1.83239059481366e-08, -0.08479500561952591, -3.580474583486648e-07, 2.591873453638982e-07, -1.1919243370073218e-08
1970/01/01/01:00:24.950000,[],0,4.021021382527579e-08, 1.8003674995270558e-08, -0.08477947115898132, -3.590231756334106e-07, 2.610952662962518e-07, -1.2063196663802955e-08
1970/01/01/01:00:24.960000,[],0,3.997645592335175e-08, 1.7683959185887943e-08, -0.08471553027629852, -3.5998382941215823e-07, 2.6300844524485e-07, -1.2204184329789314e-08
1970/01/01/01:00:24.970000,[],0,3.97435044874328e-08, 1.7364779836270827e-08, -0.08460819721221924, -3.609296186368738e-07, 2.649265695708891e-07, -1.2342251665131698e-08
1970/01/01/01:00:24.980000,[],0,3.9511370175659977e-08, 1.7046156486344444e-08, -0.08445960283279419, -3.6186392549097945e-07, 2.667815692802833e-07, -1.247686309824303e-08
1970/01/01/01:00:24.990000,[],0,3.92750720834556e-08, 1.6708021632894088e-08, -0.08438938111066818, -3.6278683523960353e-07, 2.6857094326260267e-07, -1.2614199462746e-08
1970/01/01/01:00:25.000000,[],0,3.903823753148572e-08, 1.6371355826549916e-08, -0.08427474647760391, -3.636985184130026e-07, 2.702994095216127e-07, -1.2748067490520043e-08
1970/01/01/01:00:25.010000,[],0,3.879870646983363e-08, 1.60324518105881e-08, -0.08414245396852493, -3.645990886980144e-07, 2.7196790597372456e-07, -1.2878648369962775e-08
1970/01/01/01:00:25.020000,[],0,3.855832630961231e-08, 1.5695194477416408e-08, -0.08397017419338226, -3.6549161563925736e-07, 2.7354013809599564e-07, -1.3005645449482017e-08
1970/01/01/01:00:25.030000,[],0,3.8317136130672225e-08, 1.535958382703484e-08, -0.08376234769821167, -3.6637612765844096e-07, 2.750178111909918e-07, -1.312911734885347e-08
1970/01/01/01:00:25.040000,[],0,3.8075178565577517e-08, 1.5025619859443395e-08, -0.08352303504943848, -3.672527384424029e-07, 2.764027158264071e-07, -1.3249121799674413e-08
1970/01/01/01:00:25.050000,[],0,3.781950397296896e-08, 1.4679496729286257e-08, -0.08333711326122284, -3.681215048345621e-07, 2.7769655730480736e-07, -1.336570587540109e-08
1970/01/01/01:00:25.060000,[],0,3.756171196300784e-08, 1.4335681086663499e-08, -0.08311858028173447, -3.689824836783373e-07, 2.789009840853396e-07, -1.347893796577182e-08
1970/01/01/01:00:25.070000,[],0,3.730187003725405e-08, 1.3994159608898826e-08, -0.08286837488412857, -3.6983965401304886e-07, 2.799851870349812e-07, -1.358873458201515e-08
1970/01/01/01:00:25.080000,[],0,3.704004569726749e-08, 1.3654920749672783e-08, -0.08259028941392899, -3.7069301583869674e-07, 2.8095143989048665e-07, -1.3695155232085199e-08
1970/01/01/01:00:25.090000,[],0,3.675650361856242e-08, 1.3305793800100219e-08, -0.08236049860715866, -3.715425407335715e-07, 2.818019595451915e-07, -1.3798274522969223e-08
1970/01/01/01:00:25.090000,[],0,3.646979251925586e-08, 1.2959549877678e-08, -0.08210205286741257, -3.7238820027596375e-07, 2.825390481575596e-07, -1.3898129758160849e-08
1970/01/01/01:00:25.110000,[],0,3.618000476990346e-08, 1.2616165001588797e-08, -0.08181630820035934, -3.732342293005786e-07, 2.831412757586804e-07, -1.3994672976025413e-08
1970/01/01/01:00:25.120000,[],0,3.588722918834719e-08, 1.2275617855550536e-08, -0.08150620758533478, -3.7408130992844235e-07, 2.8360395276649797e-07, -1.4087933486450765e-08
1970/01/01/01:00:25.130000,[],0,3.559155459242902e-08, 1.1937884458745884e-08, -0.08117446303367615, -3.749300390154531e-07, 2.8392184958647704e-07, -1.4177944152038435e-08
1970/01/01/01:00:25.140000,[],0,3.52588855889735e-08, 1.1590067572342377e-08, -0.0809004083275795, -3.757802744530636e-07, 2.8409777996785124e-07, -1.4264840864086636e-08
1970/01/01/01:00:25.150000,[],0,3.492205991051378e-08, 1.1245762543410365e-08, -0.08060263097286224, -3.7663190255443624e-07, 2.8413464292498247e-07, -1.4348596089064358e-08
1970/01/01/01:00:25.160000,[],0,3.4581198349314946e-08, 1.0904932956634639e-08, -0.0802842304110527, -3.7748483805444266e-07, 2.8403516694197606e-07, -1.4429264005855202e-08
1970/01/01/01:00:25.170000,[],0,3.4236411039501036e-08, 1.0567544173056831e-08, -0.07994665205478668, -3.7834203681086365e-07, 2.8378181582411344e-07, -1.4506823298177096e-08
1970/01/01/01:00:25.180000,[],0,3.385298796843017e-08, 1.0225105206984608e-08, -0.07964074611663818, -3.792034135585709e-07, 2.833777443811414e-07, -1.4581091889454001e-08
1970/01/01/01:00:25.190000,[],0,3.345516219610545e-08, 9.884744578414484e-09, -0.07932715117931366, -3.8006871250217955e-07, 2.8282590847084066e-07, -1.465241794562644e-08
1970/01/01/01:00:25.200000,[],0,3.3042439895325515e-08, 9.546652357528274e-09, -0.07900736480951309, -3.80937763111433e-07, 2.82129263950992e-07, -1.4720883179109023e-08
1970/01/01/01:00:25.210000,[],0,3.262485748223298e-08, 9.212667961833176e-09, -0.07866954803466797, -3.8181536865522503e-07, 2.812979289501527e-07, -1.4785986657273043e-08
1970/01/01/01:00:25.220000,[],0,3.2202557065375004e-08, 8.882741653337689e-09, -0.07831636071205139, -3.8270130175988015e-07, 2.8033466037413746e-07, -1.4847791440786295e-08
1970/01/01/01:00:25.230000,[],0,3.177567364787137e-08, 8.556826358585568e-09, -0.07795021682977676, -3.8359524978659465e-07, 2.7924224355047045e-07, -1.4906355261246063e-08
1970/01/01/01:00:25.240000,[],0,3.13043706512417e-08, 8.228874470717074e-09, -0.07761286199092865, -3.844970137834025e-07, 2.7803523039438005e-07, -1.4941363701836963e-08
1970/01/01/01:00:25.250000,[],0,3.0830658914737796e-08, 7.905348375913945e-09, -0.07726272195577621, -3.854063095332094e-07, 2.7670415647662594e-07, -1.497365786917726e-08
1970/01/01/01:00:25.260000,[],0,3.0354637914342675e-08, 7.586192118935742e-09, -0.07689988613128662, -3.863289350647392e-07, 2.756032131401298e-07, -1.5000559017153137e-08
1970/01/01/01:00:25.270000,[],0,2.9876392915184624e-08, 7.271350632720441e-09, -0.07652653008699417, -3.872644640523504e-07, 2.747279381765111e-07, -1.502217017446128e-08
1970/01/01/01:00:25.280000,[],0,2.9396019840532972e-08, 6.960768406116813e-09, -0.07614464312791824, -3.8821261227894865e-07, 2.740738693773892e-07, -1.5038596146155214e-08
1970/01/01/01:00:25.290000,[],0,2.8887768621643772e-08, 6.649183870166553e-09, -0.07579699158668518, -3.891729534188926e-07, 2.736432236360997e-07, -1.5038768452768636e-08
1970/01/01/01:00:25.300000,[],0,2.83848837767664e-08, 6.342343983334331e-09, -0.07543857395648956, -3.9014980757201556e-07, 2.735272914833331e-07, -1.5033744915626812e-08
1970/01/01/01:00:25.310000,[],0,2.7887306686125157e-08, 6.040184352684719e-09, -0.07507103681564331, -3.911441979198571e-07, 2.737368731686729e-07, -1.5023569943650728e-08
1970/01/01/01:00:25.320000,[],0,2.739498405901486e-08, 5.742641473460708e-09, -0.0746958777308464, -3.921569771137001e-07, 2.7428481530478166e-07, -1.5008287945761367e-08
1970/01/01/01:00:25.330000,[],0,2.690785549930297e-08, 5.449652729083709e-09, -0.07431480288505554, -3.931876619844843e-07, 2.751643251031055e-07, -1.4988003727012256e-08
1970/01/01/01:00:25.340000,[],0,2.6436573818955367e-08, 5.158457216936085e-09, -0.07395686209201813, -3.9423579778485873e-07, 2.763665634120116e-07, -1.4966381911563076e-08
1970/01/01/01:00:25.350000,[],0,2.5977159978651798e-08, 4.872238168474041e-09, -0.0735931247472763, -3.9530092976747255e-07, 2.778870964448288e-07, -1.493988754930342e-08
1970/01/01/01:00:25.360000,[],0,2.5529420355496768e-08, 4.590924529424001e-09, -0.07322388142347336, -3.963872075019026e-07, 2.7968283689006057e-07, -1.4909311119026825e-08
1970/01/01/01:00:25.370000,[],0,2.50931666556653e-08, 4.314446133690808e-09, -0.07285060733556747, -3.974941193973791e-07, 2.8174815724923974e-07, -1.4874734333147899e-08
1970/01/01/01:00:25.380000,[],0,2.469716697817148e-08, 4.042355339350934e-09, -0.07248867303133011, -3.9862115386313235e-07, 2.8406722663021355e-07, -1.4853720919916213e-08
1970/01/01/01:00:25.390000,[],0,2.43223770013401e-08, 3.7755127912930675e-09, -0.07212700694799423, -3.9976777088668314e-07, 2.866414376967441e-07, -1.4834559358689603e-08
1970/01/01/01:00:25.400000,[],0,2.3967764661847468e-08, 3.514038393603869e-09, -0.07176472246646881, -4.0093925690598553e-07, 2.8918972816427413e-07, -1.4818802185345703e-08
1970/01/01/01:00:25.410000,[],0,2.3625068124033533e-08, 3.2576963349129073e-09, -0.07140028476715088, -4.021350150651415e-07, 2.9171596338528616e-07, -1.4800244585444489e-08
1970/01/01/01:00:25.420000,[],0,2.329408665957544e-08, 3.006409565742274e-09, -0.07103481143712997, -4.0335442008654354e-07, 2.942203138900368e-07, -1.477894606694008e-08
1970/01/01/01:00:25.430000,[],0,2.2974614211079825e-08, 2.7601021468370845e-09, -0.07066933065652847, -4.045969035360031e-07, 2.96702978630492e-07, -1.4754963473251337e-08
1970/01/01/01:00:25.440000,[],0,2.2683346756480205e-08, 2.5206763343277316e-09, -0.0703129917383194, -4.058618685576221e-07, 2.9914940569142345e-07, -1.475356015134821e-08
1970/01/01/01:00:25.450000,[],0,2.2396969612259454e-08, 2.2864286020052305e-09, -0.06995655596256256, -4.0715440263738856e-07, 3.011977014466538e-07, -1.4746890819594682e-08
1970/01/01/01:00:25.460000,[],0,2.2115417053214514e-08, 2.057278791767203e-09, -0.06960092484951019, -4.0847388049769506e-07, 3.0285559660114814e-07, -1.4735061171222696e-08
1970/01/01/01:00:25.470000,[],0,2.183861980142865e-08, 1.8331477447119937e-09, -0.06924690306186676, -4.098195631740964e-07, 3.0413076501645264e-07, -1.4718176011285777e-08
1970/01/01/01:00:25.480000,[],0,2.1549887208038854e-08, 1.617497469297291e-09, -0.06889955699443817, -4.1119085381069453e-07, 3.0502772574436676e-07, -1.4701388550975025e-08
1970/01/01/01:00:25.490000,[],0,2.125706366484792e-08, 1.4070333786975198e-09, -0.06855367124080658, -4.1259445993091504e-07, 3.053324348911701e-07, -1.4678906978815576e-08
1970/01/01/01:00:25.500000,[],0,2.0960262858693568e-08, 1.2016727612973455e-09, -0.06820997595787048, -4.140295573051844e-07, 3.0505668746627634e-07, -1.465084675800199e-08
1970/01/01/01:00:25.510000,[],0,2.0659593147343003e-08, 1.0013339046821557e-09, -0.06786909699440002, -4.154954069690575e-07, 3.042121363705519e-07, -1.4617324239907248e-08
1970/01/01/01:00:25.520000,[],0,2.0355161112206588e-08, 8.059365952384212e-10, -0.06753162294626236, -4.169912415363797e-07, 3.028102071311878e-07, -1.4578450446833813e-08
1970/01/01/01:00:25.530000,[],0,1.9973706244513778e-08, 6.219889603364948e-10, -0.06719696521759033, -4.1852337062664446e-07, 3.007849898040149e-07, -1.453009002005956e-08
1970/01/01/01:00:25.540000,[],0,1.957882922454246e-08, 4.4318199110549017e-10, -0.06686588376760483, -4.2009233425233106e-07, 2.9817422841915686e-07, -1.4477247844979502e-08
1970/01/01/01:00:25.550000,[],0,1.917083913838269e-08, 2.6943078323959924e-10, -0.06653869152069092, -4.2169867242591863e-07, 2.9502993470487127e-07, -1.4420537652881649e-08
1970/01/01/01:00:25.560000,[],0,1.8750037966697164e-08, 1.0065154959493228e-10, -0.06621581315994263, -4.2334141880928655e-07, 2.9136316470612655e-07, -1.4360043820715873e-08
1970/01/01/01:00:25.570000,[],0,1.8225058795451332e-08, -5.624867585596327e-11, -0.0658932477235794, -4.250196923294425e-07, 2.8719787792397256e-07, -1.4273196846659175e-08
1970/01/01/01:00:25.580000,[],0,1.7641896832287784e-08, -2.0404104794646827e-10, -0.065572090446949, -4.2673784150792926e-07, 2.8285049324949796e-07, -1.3951927613220505e-08
1970/01/01/01:00:25.590000,[],0,1.7057374179785256e-08, -3.467535703016722e-10, -0.06525662541389465, -4.2849487158491684e-07, 2.7818919079436455e-07, -1.3633935758150528e-08
1970/01/01/01:00:25.600000,[],0,1.647157255035836e-08, -4.844735723708027e-10, -0.06494708359241486, -4.3028987306570343e-07, 2.732206780819979e-07, -1.3319186642490877e-08
1970/01/01/01:00:25.610000,[],0,1.5884580761849065e-08, -6.172870548049048e-10, -0.06464363634586334, -4.32121851190459e-07, 2.6795163421411416e-07, -1.3007647403640021e-08
1970/01/01/01:00:25.620000,[],0,1.5296478750315146e-08, -7.452790051765135e-10, -0.06434644013643265, -4.3398992488619115e-07, 2.623885677621729e-07, -1.2699284290818014e-08
1970/01/01/01:00:25.630000,[],0,1.4869827147379056e-08, -8.593050715433037e-10, -0.06404606997966766, -4.3590176801444613e-07, 2.6325173507757427e-07, -1.2233333457345452e-08
1970/01/01/01:00:25.630000,[],0,1.4530639802501355e-08, -9.68477520402189e-10, -0.06375256180763245, -4.3785635739368445e-07, 2.702935262277606e-07, -1.1817050449280941e-08
1970/01/01/01:00:25.650000,[],0,1.4277199866796764e-08, -1.0728825605710313e-09, -0.06346596032381058, -4.3985264142065716e-07, 2.833896530773927e-07, -1.1449482251180143e-08
1970/01/01/01:00:25.660000,[],0,1.4107818024911012e-08, -1.172605013088912e-09, -0.06318629533052444, -4.4188956849211536e-07, 3.0241767490224447e-07, -1.1129692722988693e-08
1970/01/01/01:00:25.670000,[],0,1.4592013819481053e-08, -1.257027593126736e-09, -0.06290273368358612, -4.439661722699384e-07, 3.272439812462835e-07, -1.0879257494877947e-08
1970/01/01/01:00:25.680000,[],0,1.524757031745594e-08, -1.3367568163502597e-09, -0.06262676417827606, -4.460922866655892e-07, 3.5873898696081596e-07, -1.0678629536187145e-08
1970/01/01/01:00:25.690000,[],0,1.6070996977646246e-08, -1.4118786140215889e-09, -0.062358248978853226, -4.4826884959547897e-07, 3.963483266034018e-07, -1.0526767901808398e-08
1970/01/01/01:00:25.700000,[],0,1.7058852108675637e-08, -1.4824775851352001e-09, -0.062097109854221344, -4.504946389261022e-07, 4.3994603515784547e-07, -1.042271424722685e-08
1970/01/01/01:00:25.710000,[],0,1.8207749974408216e-08, -1.5486371074402427e-09, -0.06184326484799385, -4.5276840410224395e-07, 4.894079097539361e-07, -1.036552088606868e-08
1970/01/01/01:00:25.720000,[],0,2.0667267008889212e-08, -1.59500546104141e-09, -0.0615803487598896, -4.5508710400099517e-07, 5.444235284812748e-07, -1.067692689815658e-08
1970/01/01/01:00:25.730000,[],0,2.3324165709937006e-08, -1.637095792261789e-09, -0.06132594868540764, -4.5739548681922315e-07, 6.022549428053026e-07, -1.1026146218284794e-08
1970/01/01/01:00:25.740000,[],0,2.617423255912854e-08, -1.6749893694267826e-09, -0.06107984855771065, -4.596935525569279e-07, 6.628400228692044e-07, -1.1412387479481367e-08
1970/01/01/01:00:25.750000,[],0,2.9213319763243817e-08, -1.708766461661071e-09, -0.06084183603525162, -4.619812727924e-07, 7.26117661997705e-07, -1.1834870861093805e-08
1970/01/01/01:00:25.760000,[],0,3.2437341701552214e-08, -1.7385057837771e-09, -0.06061169505119324, -4.642586475256394e-07, 7.920276061668119e-07, -1.2292830753324324e-08
1970/01/01/01:00:25.770000,[],0,3.701672568467984e-08, -1.7519634631923964e-09, -0.06037028506398201, -4.6650373519696586e-07, 8.568567295696994e-07, -1.311824604499634e-08
1970/01/01/01:00:25.780000,[],0,4.171143075382133e-08, -1.7629192550216999e-09, -0.060138095170259476, -4.6871835479578294e-07, 9.208148981088016e-07, -1.396968229983031e-08
1970/01/01/01:00:25.790000,[],0,4.651867513416619e-08, -1.7714221201003966e-09, -0.059914786368608475, -4.7090290422602266e-07, 9.839131962507963e-07, -1.484653555650084e-08
1970/01/01/01:00:25.800000,[],0,5.143572678889541e-08, -1.7775202421077552e-09, -0.059700023382902145, -4.730577529699076e-07, 1.046162537932105e-06, -1.5748209847288308e-08
1970/01/01/01:00:25.810000,[],0,5.719948248383844e-08, -1.7749415270884583e-09, -0.05947340652346611, -4.7518352630504523e-07, 1.1074718031522934e-06, -1.684840889026873e-08
1970/01/01/01:00:25.820000,[],0,6.294281007512836e-08, -1.7712983302331509e-09, -0.05925664305686951, -4.772725787915988e-07, 1.1645377071545226e-06, -1.7964476128895512e-08
1970/01/01/01:00:25.830000,[],0,6.873727187439727e-08, -1.7660062301416701e-09, -0.05904513970017433, -4.793254788637569e-07, 1.2174324410807458e-06, -1.910795610626792e-08
1970/01/01/01:00:25.840000,[],0,7.448323913195054e-08, -1.7599033341753056e-09, -0.05884305387735367, -4.813427381122892e-07, 1.2662409289987409e-06, -2.026621181983046e-08
1970/01/01/01:00:25.850000,[],0,8.018110975172021e-08, -1.7530062956794268e-09, -0.058649942278862, -4.833247544411279e-07, 1.3110401368976454e-06, -2.143882937843955e-08
1970/01/01/01:00:25.860000,[],0,8.583127453221095e-08, -1.745331767999403e-09, -0.05846535414457321, -4.852692541135184e-07, 1.3505992910722853e-06, -2.2621888362550635e-08
1970/01/01/01:00:25.870000,[],0,9.145323076609202e-08, -1.7363516180424199e-09, -0.058271996676921844, -4.871761234426231e-07, 1.385076188853418e-06, -2.3766336454400516e-08
1970/01/01/01:00:25.880000,[],0,9.692612934486533e-08, -1.7273545926954625e-09, -0.05808812752366066, -4.890452487416042e-07, 1.4145809927867958e-06, -2.492061135228596e-08
1970/01/01/01:00:25.890000,[],0,1.0225240032468719e-07, -1.7183418021815555e-09, -0.05791326239705086, -4.908772552880691e-07, 1.4392102229976445e-06, -2.608440397011691e-08
1970/01/01/01:00:25.900000,[],0,1.0743444534000446e-07, -1.709314467746026e-09, -0.05774693191051483, -4.926726546727878e-07, 1.4590589216822991e-06, -2.725740699816015e-08
1970/01/01/01:00:25.910000,[],0,1.1213587214342624e-07, -1.7023453757758489e-09, -0.05757142975926399, -4.944324132338807e-07, 1.4742910252607544e-06, -2.8318735800780814e-08
1970/01/01/01:00:25.920000,[],0,1.1662808674373082e-07, -1.695906082233023e-09, -0.057405415922403336, -4.961564172845101e-07, 1.4855593235552078e-06, -2.9389436662086155e-08
1970/01/01/01:00:25.930000,[],0,1.2091481949028093e-07, -1.6899863730657216e-09, -0.05724835768342018, -4.978452352588647e-07, 1.4929420331100118e-06, -3.046922003591135e-08
1970/01/01/01:00:25.940000,[],0,1.249997723107299e-07, -1.6845765893336306e-09, -0.05709974467754364, -4.994994924345519e-07, 1.4965160062274663e-06, -3.1557789270664216e-08
1970/01/01/01:00:25.940000,[],0,1.2888654055132065e-07, -1.6796670720964357e-09, -0.056959111243486404, -5.011195867155038e-07, 1.4963571857151692e-06, -3.265486725467781e-08
1970/01/01/01:00:25.960000,[],0,1.3186465253056667e-07, -1.6806321889717424e-09, -0.05680423602461815, -5.027064275964221e-07, 1.4926688436389668e-06, -3.3539610200250536e-08
1970/01/01/01:00:25.970000,[],0,1.3462518211326824e-07, -1.6825277837639874e-09, -0.0566587969660759, -5.042597308602126e-07, 1.487464373894909e-06, -3.443510010470163e-08
1970/01/01/01:00:25.980000,[],0,1.3717222202558332e-07, -1.6853350937040545e-09, -0.05652221292257309, -5.057800080976449e-07, 1.4807745856160182e-06, -3.5341027881941045e-08
1970/01/01/01:00:25.990000,[],0,1.3950977972854162e-07, -1.6890355780674327e-09, -0.05639394372701645, -5.072678277429077e-07, 1.4726298331879661e-06, -3.625709865673343e-08
1970/01/01/01:00:26.000000,[],0,1.4164182005060866e-07, -1.6936111402188203e-09, -0.056273479014635086, -5.087236445433518e-07, 1.4630600162490737e-06, -3.718301400112978e-08
1970/01/01/01:00:26.010000,[],0,1.4283909877121914e-07, -1.706657704048098e-09, -0.05613880231976509, -5.101476290292339e-07, 1.4541783457389101e-06, -3.792903413568638e-08
1970/01/01/01:00:26.020000,[],0,1.4387319424713496e-07, -1.7207782976313979e-09, -0.056013356894254684, -5.115401222610672e-07, 1.4462985973295872e-06, -3.868791864647392e-08
1970/01/01/01:00:26.030000,[],0,1.4474721865553875e-07, -1.735949828329808e-09, -0.0558965690433979, -5.129016358296212e-07, 1.4398440271179425e-06, -3.945902093960285e-08
1970/01/01/01:00:26.040000,[],0,1.4546432680617727e-07, -1.752149869638231e-09, -0.055787865072488785, -5.142326813256659e-07, 1.4347868955155718e-06, -4.0242028376269445e-08
1970/01/01/01:00:26.050000,[],0,1.4560919225914404e-07, -1.7766076387815133e-09, -0.05566970258951187, -5.155327471584314e-07, 1.4311540326161776e-06, -4.094334826731938e-08
1970/01/01/01:00:26.060000,[],0,1.4553501159753068e-07, -1.8072591201345745e-09, -0.055552031844854355, -5.168000143385143e-07, 1.4288625607150607e-06, -4.1658410054878914e-08
1970/01/01/01:00:26.070000,[],0,1.4539867265739304e-07, -1.8398399470598292e-09, -0.055443551391363144, -5.179318804948707e-07, 1.4290708350017667e-06, -4.238460959982149e-08
1970/01/01/01:00:26.080000,[],0,1.4520141178309132e-07, -1.8743082641492492e-09, -0.05534360557794571, -5.189310172681871e-07, 1.4317287195808603e-06, -4.312165913233912e-08
1970/01/01/01:00:26.090000,[],0,1.4494447952984046e-07, -1.9106227711063184e-09, -0.0552515983581543, -5.197999257688934e-07, 1.436787101738446e-06, -4.3869263777196466e-08
1970/01/01/01:00:26.100000,[],0,1.4462909803114599e-07, -1.948743166835243e-09, -0.05516695976257324, -5.205411639508384e-07, 1.4441974371948163e-06, -4.4627139317299225e-08
1970/01/01/01:00:26.110000,[],0,1.441659094325587e-07, -2.0062060901437917e-09, -0.055073074996471405, -5.210753784012923e-07, 1.4539226640408742e-06, -4.5444750185197336e-08
1970/01/01/01:00:26.120000,[],0,1.436966385881533e-07, -2.067710003217371e-09, -0.05498737096786499, -5.214085945226543e-07, 1.4659456155641237e-06, -4.626910055094413e-08
1970/01/01/01:00:26.130000,[],0,1.432214844498958e-07, -2.1331678645708507e-09, -0.05490924417972565, -5.215449050410825e-07, 1.4802191117269103e-06, -4.7099973699005204e-08
1970/01/01/01:00:26.140000,[],0,1.4274057491547865e-07, -2.202494187031334e-09, -0.05483813211321831, -5.214880616222217e-07, 1.4966968819862814e-06, -4.793715646655983e-08
1970/01/01/01:00:26.150000,[],0,1.4234238676635869e-07, -2.3133157611709976e-09, -0.054753996431827545, -5.212449991631729e-07, 1.5152535297602299e-06, -4.8916760420070204e-08
1970/01/01/01:00:26.160000,[],0,1.4196645281572273e-07, -2.4303206114240083e-09, -0.054678112268447876, -5.208237894294143e-07, 1.5347372936957981e-06, -4.989684398992722e-08
1970/01/01/01:00:26.170000,[],0,1.4161234673792933e-07, -2.553373512625967e-09, -0.054609838873147964, -5.202281272431719e-07, 1.5551277101621963e-06, -5.087730059472051e-08
1970/01/01/01:00:26.180000,[],0,1.4127968483990117e-07, -2.682341015969314e-09, -0.054548587650060654, -5.194614800529962e-07, 1.5764046565891476e-06, -5.185802010032603e-08
1970/01/01/01:00:26.190000,[],0,1.410722916261875e-07, -2.850748082039445e-09, -0.054478880017995834, -5.185395366424927e-07, 1.598490598553326e-06, -5.2937686234599823e-08
1970/01/01/01:00:26.200000,[],0,1.408786829415476e-07, -3.0227951253181118e-09, -0.054416872560977936, -5.177129196454189e-07, 1.6202142205656855e-06, -5.401316016673263e-08
1970/01/01/01:00:26.210000,[],0,1.4069861720145127e-07, -3.19839266182953e-09, -0.05436201021075249, -5.170672920939978e-07, 1.6413094954259577e-06, -5.508383438268538e-08
1970/01/01/01:00:26.220000,[],0,1.4053183861051366e-07, -3.3774516516871245e-09, -0.054313767701387405, -5.166949108570407e-07, 1.6615300637567998e-06, -5.6149104921132675e-08
1970/01/01/01:00:26.230000,[],0,1.403781055842046e-07, -3.5598852754503696e-09, -0.05427160859107971, -5.165903189663368e-07, 1.6808915006549796e-06, -5.720897533478819e-08
1970/01/01/01:00:26.240000,[],0,1.4027459371845907e-07, -3.759790700996746e-09, -0.054224349558353424, -5.167590870769345e-07, 1.699380391073646e-06, -5.831237359643637e-08
1970/01/01/01:00:26.250000,[],0,1.4015830629432457e-07, -3.956980521024889e-09, -0.05417650565505028, -5.171884254195902e-07, 1.7170300452562515e-06, -5.942812819625942e-08
1970/01/01/01:00:26.260000,[],0,1.400238005544452e-07, -4.1479304435654285e-09, -0.05413525924086571, -5.181344135962718e-07, 1.7330536365989246e-06, -6.053501522274018e-08
1970/01/01/01:00:26.270000,[],0,1.398714317701888e-07, -4.332746605939519e-09, -0.05410006269812584, -5.1958653557449e-07, 1.7474820879215258e-06, -6.163310217743856e-08
1970/01/01/01:00:26.280000,[],0,1.397015836346327e-07, -4.511532925022266e-09, -0.05407039076089859, -5.215345595388499e-07, 1.7603458672965644e-06, -6.272244945648708e-08
1970/01/01/01:00:26.290000,[],0,1.394065520798904e-07, -4.655725138746902e-09, -0.054032839834690094, -5.239626830189081e-07, 1.7716790807753569e-06, -6.379590899996401e-08
1970/01/01/01:00:26.300000,[],0,1.3906776530347997e-07, -4.786477880713846e-09, -0.05400143936276436, -5.268000791147642e-07, 1.7813039221437066e-06, -6.485993253591005e-08
1970/01/01/01:00:26.310000,[],0,1.3868613280010322e-07, -4.904046946307972e-09, -0.053975656628608704, -5.300383350004267e-07, 1.7892533605845529e-06, -6.591461243488084e-08
1970/01/01/01:00:26.320000,[],0,1.3826253564275248e-07, -5.008684134111263e-09, -0.05395498871803284, -5.336690378499043e-07, 1.7955602515939972e-06, -6.696001975114996e-08
1970/01/01/01:00:26.330000,[],0,1.3758395311924687e-07, -5.04894570596548e-09, -0.053926851600408554, -5.376706440074486e-07, 1.8002764363700408e-06, -6.796244633733295e-08
