time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:05.370000,[],0,-2.7309140448769757e-19, -2.20604261380582e-19, -7.220160007476807, 7.731294001545451e-20, -3.665674472100897e-20, -6.284013565382924e-20
1970/01/01/01:00:05.380000,[],0,-2.433008307687241e-19, -2.60415326889417e-19, -7.220160007476807, 8.213665021990602e-20, -3.1720256841088944e-20, -5.437758684892307e-20
1970/01/01/01:00:05.390000,[],0,-2.1408170960605411e-19, -2.9940412317058595e-19, -7.220160007476807, 8.685567684042983e-20, -2.68793277089644e-20, -4.60788488858708e-20
1970/01/01/01:00:05.400000,[],0,-2.8139653048227724e-19, -3.82211442383862e-19, -7.220160007476807, 9.991769881795176e-20, -3.755217096527189e-20, -6.437515022618038e-20
1970/01/01/01:00:05.410000,[],0,-3.473369132225611e-19, -4.633243855098998e-19, -7.220160007476807, 1.1270848956508726e-19, -4.8007798531427515e-20, -8.229908135034759e-20
1970/01/01/01:00:05.420000,[],0,-4.1192376998676677e-19, -5.427687243946591e-19, -7.220160007476807, 1.2523219790959617e-19, -5.824951589870722e-20, -9.985631296921238e-20
1970/01/01/01:00:05.430000,[],0,-4.751776768926315e-19, -6.205699206913701e-19, -7.220160007476807, 1.3749290159340443e-19, -6.82805736284244e-20, -1.1705241562721242e-19
1970/01/01/01:00:05.440000,[],0,-2.6860800801947773e-19, -4.662595842147559e-19, -7.220160007476807, 1.111820440668943e-19, -3.536070456632896e-20, -6.061835437790595e-20
1970/01/01/01:00:05.450000,[],0,-1.0161723832166999e-19, -4.656799374005094e-19, -7.220160007476807, 1.1205832560362058e-19, -9.714103767854451e-21, -1.6652750008716402e-20
1970/01/01/01:00:05.460000,[],0,6.204387091667039e-20, -4.650653422053825e-19, -7.220160007476807, 1.1290586261406066e-19, 1.542053685493509e-20, 2.643520442144445e-20
1970/01/01/01:00:05.470000,[],0,2.2242555799305893e-19, -4.644165224124112e-19, -7.220160007476807, 1.1372517208609736e-19, 4.0050941424126804e-20, 6.865875672707452e-20
1970/01/01/01:00:05.480000,[],0,3.795773374219752e-19, -4.637342018046315e-19, -7.220160007476807, 1.1451671930882525e-19, 6.418473066423126e-20, 1.1003097054573847e-19
1970/01/01/01:00:05.490000,[],0,5.335481421065305e-19, -4.63019207562656e-19, -7.220160007476807, 1.1528098249603597e-19, 8.782942998011813e-20, 1.5056473341600335e-19
1970/01/01/01:00:05.500000,[],0,3.398869368849964e-19, -4.853586158719342e-19, -7.220160007476807, 1.161741695365313e-19, 5.742017039939478e-20, 9.843457690434126e-20
1970/01/01/01:00:05.510000,[],0,1.5006493538026233e-19, -5.07202698090658e-19, -7.220160007476807, 1.1703786241831031e-19, 2.761335356737718e-20, 4.733717800567149e-20
1970/01/01/01:00:05.520000,[],0,-3.597563257240544e-20, -5.2855920903707e-19, -7.220160007476807, 1.1787259105395289e-19, -1.6000894123623754e-21, -2.743010478892184e-21
1970/01/01/01:00:05.530000,[],0,-2.1829177458061346e-19, -5.494356967342599e-19, -7.220160007476807, 1.1867883365725067e-19, -3.022910222824872e-20, -5.182132087514718e-20
1970/01/01/01:00:05.540000,[],0,-3.969397809312808e-19, -5.698397092053172e-19, -7.220160007476807, 1.1945708136669235e-19, -5.828251265032984e-20, -9.991287790594423e-20
1970/01/01/01:00:05.550000,[],0,-4.0999188966614917e-19, -7.287326262754751e-19, -7.220160007476807, 1.4268499797612614e-19, -5.999634686900875e-20, -1.028508812700648e-19
1970/01/01/01:00:05.560000,[],0,-4.2274194823046497e-19, -8.84374775237088e-19, -7.220160007476807, 1.654340804084683e-19, -6.166990126926545e-20, -1.057198344400828e-19
1970/01/01/01:00:05.570000,[],0,-4.351947129127504e-19, -1.0368156835293323e-18, -7.220160007476807, 1.8771165696695815e-19, -6.33038220859535e-20, -1.0852083601524928e-19
1970/01/01/01:00:05.580000,[],0,-4.473549400015276e-19, -1.1861041031095605e-18, -7.220160007476807, 2.0952488793377312e-19, -6.489872970453231e-20, -1.1125496520776967e-19
1970/01/01/01:00:05.590000,[],0,-4.444061962141409e-19, -1.1660364946538709e-18, -7.220160007476807, 2.0490956908254815e-19, -6.339217531513182e-20, -1.0867230054022598e-19
1970/01/01/01:00:05.600000,[],0,-4.62557744178428e-19, -1.117684272332543e-18, -7.220160007476807, 1.9711941471807102e-19, -6.714642499808323e-20, -1.1510815344680067e-19
1970/01/01/01:00:05.610000,[],0,-4.976868123238479e-19, -1.1946782437489789e-18, -7.220160007476807, 2.0754995544721156e-19, -7.334341011573763e-20, -1.2573155650563678e-19
1970/01/01/01:00:05.620000,[],0,-5.320635597021509e-19, -1.2700128908566333e-18, -7.220160007476807, 2.1775113450212763e-19, -7.940911908524045e-20, -1.3612991473907018e-19
1970/01/01/01:00:05.630000,[],0,-5.656995151431244e-19, -1.343713959652072e-18, -7.220160007476807, 2.277264932498167e-19, -8.534557462168332e-20, -1.46306704890613e-19
1970/01/01/01:00:05.640000,[],0,-5.986062074765558e-19, -1.415806472348825e-18, -7.220160007476807, 2.3747957305727633e-19, -9.11547671284152e-20, -1.562653132308979e-19
1970/01/01/01:00:05.650000,[],0,-6.550952503872029e-19, -1.3995284884719705e-18, -7.220160007476807, 2.333813325617765e-19, -9.985957645522284e-20, -1.7118784535181059e-19
1970/01/01/01:00:05.660000,[],0,-7.103890173127109e-19, -1.383435999847481e-18, -7.220160007476807, 2.2934171849219136e-19, -1.0838030578399476e-19, -1.857948080690343e-19
1970/01/01/01:00:05.670000,[],0,-7.645058096241325e-19, -1.3675271453189784e-18, -7.220160007476807, 2.2535995536669665e-19, -1.1671978562338953e-19, -2.0009106106866777e-19
1970/01/01/01:00:05.680000,[],0,-8.174638769937321e-19, -1.3517995467422014e-18, -7.220160007476807, 2.2143529355286224e-19, -1.2488080124562599e-19, -2.140813606392332e-19
1970/01/01/01:00:05.690000,[],0,-9.813720418165874e-19, -1.4420368865607643e-18, -7.220160007476807, 2.354912893586403e-19, -1.4991180356936345e-19, -2.5699165218345414e-19
1970/01/01/01:00:05.700000,[],0,-1.1419039138729426e-18, -1.5303251820609991e-18, -7.220160007476807, 2.4924259835566323e-19, -1.7442720095284188e-19, -2.9901806246907096e-19
1970/01/01/01:00:05.710000,[],0,-1.2991109334571409e-18, -1.6166946253352641e-18, -7.220160007476807, 2.626939768324533e-19, -1.9843483868718347e-19, -3.401740202563406e-19
1970/01/01/01:00:05.720000,[],0,-1.4530438687792777e-18, -1.7011750982831877e-18, -7.220160007476807, 2.758500518305619e-19, -2.2194248451532796e-19, -3.8047283798324626e-19
1970/01/01/01:00:05.730000,[],0,-1.6037528676639891e-18, -1.7837957590213623e-18, -7.220160007476807, 2.8871542454214643e-19, -2.449577769332444e-19, -4.199276471420123e-19
1970/01/01/01:00:05.740000,[],0,-1.7512873541528752e-18, -1.864585662268804e-18, -7.220160007476807, 3.0129461861118175e-19, -2.674882898134165e-19, -4.585513465803157e-19
1970/01/01/01:00:05.750000,[],0,-1.6847211317310126e-18, -1.8798202612004994e-18, -7.220160007476807, 3.0567138632856467e-19, -2.573919559011415e-19, -4.412433677444678e-19
1970/01/01/01:00:05.760000,[],0,-1.6193178218528229e-18, -1.8945622740774194e-18, -7.220160007476807, 3.0993007401350565e-19, -2.4747181145934034e-19, -4.2423738738038428e-19
