time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:07.170000,[],0,3.3561465241873657e-19, 1.39751140854826e-18, -7.220159530639648, -2.5837655932402105e-19, 6.166990126926545e-20, 1.057198344400828e-19
1970/01/01/01:00:07.170000,[],0,3.12649301030303e-19, 1.5343922223377692e-18, -7.220159530639648, -2.809087524148124e-19, 5.796761533088856e-20, 9.937305854572241e-20
1970/01/01/01:00:07.180000,[],0,2.901119897594715e-19, 1.6683819364888292e-18, -7.220159530639648, -3.029621888766945e-19, 5.433357825539583e-20, 9.314328347159853e-20
1970/01/01/01:00:07.190000,[],0,2.681182395486639e-19, 1.7210722041351148e-18, -7.220159530639648, -3.102832801350658e-19, 5.065479264746854e-20, 8.683678739566036e-20
1970/01/01/01:00:07.200000,[],0,2.4653756265625e-19, 1.7725365901135968e-18, -7.220159530639648, -3.174269153026503e-19, 4.7044517627541105e-20, 8.064774450435618e-20
1970/01/01/01:00:07.210000,[],0,2.25363832775818e-19, 1.8227944297710936e-18, -7.220159530639648, -3.2439591196340957e-19, 4.35017418380677e-20, 7.457440996358139e-20
1970/01/01/01:00:07.220000,[],0,2.0459105284792695e-19, 1.8718646448641175e-18, -7.220159530639648, -3.311931135506992e-19, 4.002547007737385e-20, 6.861509063801967e-20
1970/01/01/01:00:07.230000,[],0,1.6754428277457642e-19, 1.8164654641092973e-18, -7.220160007476807, -3.224064133432488e-19, 3.4529420362455846e-20, 5.919329020353901e-20
1970/01/01/01:00:07.240000,[],0,1.31221696402819e-19, 1.7619925188453833e-18, -7.220160007476807, -3.1376320312268224e-19, 2.9139837839661364e-20, 4.995400910992274e-20
1970/01/01/01:00:07.250000,[],0,9.561243052476639e-20, 1.708432780977728e-18, -7.220160007476807, -3.052614924856505e-19, 2.385513438683779e-20, 4.0894517014914574e-20
1970/01/01/01:00:07.260000,[],0,6.070578995359222e-20, 1.6557734292068365e-18, -7.220160007476807, -2.9689929102880467e-19, 1.867373965329098e-20, 3.201212558152372e-20
1970/01/01/01:00:07.270000,[],0,2.6491216827376507e-20, 1.604001745630791e-18, -7.220160007476807, -2.886746341981899e-19, 1.3594104290959532e-20, 2.3304178784502055e-20
1970/01/01/01:00:07.280000,[],0,2.347123372532082e-20, 1.6908448532033192e-18, -7.220160007476807, -2.978711248509779e-19, 1.3135661246878324e-20, 2.2518276423219984e-20
1970/01/01/01:00:07.290000,[],0,2.0509301900160166e-20, 1.7757820332469486e-18, -7.220160007476807, -3.068538927129975e-19, 1.2685073995235669e-20, 2.174583998069891e-20
1970/01/01/01:00:07.300000,[],0,1.7604557012777908e-20, 1.8588427540710015e-18, -7.220160007476807, -3.156262982054872e-19, 1.2242229444932194e-20, 2.098667881765703e-20
1970/01/01/01:00:07.310000,[],0,1.4756147648754486e-20, 1.9400565873823765e-18, -7.220160007476807, -3.241917275990797e-19, 1.1807017736042796e-20, 2.0240602294812545e-20
1970/01/01/01:00:07.320000,[],0,-6.297006763348543e-20, 1.8472121810681996e-18, -7.220160007476807, -3.0898778604883704e-19, -1.342705682223126e-21, -2.3017811118258185e-21
1970/01/01/01:00:07.330000,[],0,-1.5933629880318344e-19, 1.8679684173838396e-18, -7.220160007476807, -3.1245387961058736e-19, -1.729041255694102e-20, -2.9640705394085026e-20
1970/01/01/01:00:07.340000,[],0,-2.5375928884353833e-19, 1.888122673008694e-18, -7.220160007476807, -3.158194190291242e-19, -3.2917435987871795e-20, -5.642988657215248e-20
1970/01/01/01:00:07.350000,[],0,-3.4626842851568986e-19, 1.907685080905267e-18, -7.220160007476807, -3.1908603281627854e-19, -4.8228626674410764e-20, -8.267764572756131e-20
1970/01/01/01:00:07.360000,[],0,-4.368927596139569e-19, 1.9266655672409087e-18, -7.220160007476807, -3.2225542703206375e-19, -6.322876837006138e-20, -1.083921771182546e-19
1970/01/01/01:00:07.370000,[],0,-5.256609232670491e-19, 1.9450736445926638e-18, -7.220160007476807, -3.2532920433891666e-19, -7.79225915139517e-20, -1.3358157806694744e-19
1970/01/01/01:00:07.380000,[],0,-4.922645400109863e-19, 1.9532954062911346e-18, -7.220160007476807, -3.261838370080488e-19, -7.261489017827716e-20, -1.2448266887704656e-19
1970/01/01/01:00:07.390000,[],0,-4.594868878531131e-19, 1.961157551218298e-18, -7.220160007476807, -3.2698878714163946e-19, -6.740608216224246e-20, -1.1555328001393077e-19
1970/01/01/01:00:07.400000,[],0,-4.2731879025850916e-19, 1.968666283228748e-18, -7.220160007476807, -3.2774490776969535e-19, -6.229470697507856e-20, -1.067909299357624e-19
1970/01/01/01:00:07.410000,[],0,-3.957513550355894e-19, 1.9758280129722322e-18, -7.220160007476807, -3.284531294704056e-19, -5.727933643775909e-20, -9.819315002540088e-20
1970/01/01/01:00:07.420000,[],0,-4.2803595584959263e-19, 1.9212971650654396e-18, -7.220160007476807, -3.1726271995105853e-19, -6.187338123760496e-20, -1.0606865262698729e-19
1970/01/01/01:00:07.430000,[],0,-4.596320580506162e-19, 1.8676648420990326e-18, -7.220160007476807, -3.062643714301886e-19, -6.636935989842356e-20, -1.1377604369376937e-19
1970/01/01/01:00:07.440000,[],0,-4.905503115890467e-19, 1.81491842956867e-18, -7.220160007476807, -2.9545536972141093e-19, -7.076878460977219e-20, -1.2131791462750989e-19
1970/01/01/01:00:07.450000,[],0,-5.208010820719352e-19, 1.7630453129700102e-18, -7.220160007476807, -2.848330006383405e-19, -7.507313524946551e-20, -1.2869680513118331e-19
1970/01/01/01:00:07.460000,[],0,-5.861297388998419e-19, 1.640450528744751e-18, -7.220160007476807, -2.621737319259457e-19, -8.490143033153063e-20, -1.4554531098615208e-19
1970/01/01/01:00:07.470000,[],0,-5.030702071479196e-19, 1.5307520072570765e-18, -7.220160007476807, -2.4282424548892287e-19, -7.259799759920518e-20, -1.2445370463091013e-19
1970/01/01/01:00:07.480000,[],0,-4.216215320907619e-19, 1.4230943471357234e-18, -7.220160007476807, -2.238374519011104e-19, -6.053336803231467e-20, -1.0377148805539657e-19
1970/01/01/01:00:07.490000,[],0,-3.4175967379181645e-19, 1.3174475630834867e-18, -7.220160007476807, -2.0520801326261787e-19, -4.870398087681599e-20, -8.349254141554822e-20
1970/01/01/01:00:07.500000,[],0,-2.634608766578665e-19, 1.213781979995891e-18, -7.220160007476807, -1.8693064337234324e-19, -3.7106310921583005e-20, -6.361082241548431e-20
1970/01/01/01:00:07.510000,[],0,-3.242497594889291e-19, 1.0790033423356087e-18, -7.220160007476807, -1.624305229808029e-19, -4.5898022680322734e-20, -7.868232459483897e-20
1970/01/01/01:00:07.520000,[],0,-3.8379042677564917e-19, 9.468123324265453e-19, -7.220160007476807, -1.3840415736040523e-19, -5.45093088991236e-20, -9.344453231093269e-20
1970/01/01/01:00:07.530000,[],0,-4.421018778227213e-19, 8.171705380690055e-19, -7.220160007476807, -1.1484447670185232e-19, -6.294292576963603e-20, -1.079021566158479e-19
1970/01/01/01:00:07.540000,[],0,-4.992029309890811e-19, 6.900398572560236e-19, -7.220160007476807, -9.174451459342283e-20, -7.120156809119935e-20, -1.220598310134846e-19
1970/01/01/01:00:07.550000,[],0,-5.551120168927519e-19, 5.653827566673049e-19, -7.220160007476807, -6.90973757092293e-20, -7.928791773845582e-20, -1.3592215023365158e-19
1970/01/01/01:00:07.560000,[],0,-7.917472453397648e-19, 5.056693120301378e-19, -7.220160007476807, -6.022724011983615e-20, -1.1706910141113126e-19, -2.0068988813336788e-19
1970/01/01/01:00:07.570000,[],0,-1.02357066076598e-18, 4.470995996861901e-19, -7.220160007476807, -5.152848278243207e-20, -1.540829522810416e-19, -2.6414218913927464e-19
1970/01/01/01:00:07.580000,[],0,-1.2506552101616673e-18, 3.896565331859338e-19, -7.220160007476807, -4.29985510693455e-20, -1.9034112196259644e-19, -3.2629904775774095e-19
1970/01/01/01:00:07.590000,[],0,-1.473072909938907e-18, 3.3332338797135883e-19, -7.220160007476807, -3.4634918202299035e-20, -2.2585507466209792e-19, -3.8718013537770905e-19
1970/01/01/01:00:07.600000,[],0,-1.5717232969725937e-18, 3.1013836843150416e-19, -7.220160007476807, -3.0835535477175197e-20, -2.415292942399711e-19, -4.1405024454648746e-19
1970/01/01/01:00:07.610000,[],0,-1.3813534692578022e-18, 3.5992763612138387e-19, -7.220160007476807, -3.811414002509937e-20, -2.094851703396735e-19, -3.591174385607823e-19
1970/01/01/01:00:07.620000,[],0,-1.3960426459730954e-18, 1.3183742897128816e-19, -7.220160007476807, -7.663574930072172e-22, -2.1170916173879596e-19, -3.6292999155222165e-19
1970/01/01/01:00:07.630000,[],0,-1.4102984834449875e-18, -9.170417015151526e-20, -7.220160007476807, 3.5834546579176867e-20, -2.1386749567679702e-19, -3.666299962815655e-19
1970/01/01/01:00:07.640000,[],0,-1.4241282195038381e-18, -3.107657590767315e-19, -7.220160007476807, 7.169984747503451e-20, -2.159612836776248e-19, -3.702193397545862e-19
1970/01/01/01:00:07.650000,[],0,-1.437538885184854e-18, -5.254150438299677e-19, -7.220160007476807, 1.0684067063244069e-19, -2.179916114158333e-19, -3.7369988312766207e-19
1970/01/01/01:00:07.660000,[],0,-1.1966448656553237e-18, -4.46609598570829e-19, -7.220160007476807, 9.369399835145132e-20, -1.805416554173485e-19, -3.094999659443722e-19
1970/01/01/01:00:07.670000,[],0,-9.60449128607518e-19, -3.693355489688616e-19, -7.220160007476807, 8.080088923995213e-20, -1.4382265566172212e-19, -2.4655312399152363e-19
1970/01/01/01:00:07.670000,[],0,-7.288812602917932e-19, -2.9357007000903773e-19, -7.220160007476807, 6.815756282404981e-20, -1.0782364554348925e-19, -1.8484053891018073e-19
1970/01/01/01:00:07.690000,[],0,-5.018718292354834e-19, -2.1929054347148295e-19, -7.220160007476807, 5.576028386629081e-20, -7.253383940294403e-20, -1.243437283835318e-19
1970/01/01/01:00:07.700000,[],0,-2.7935241209229386e-19, -1.4647468717844662e-19, -7.220160007476807, 4.360537529035838e-20, -3.7942577596177045e-20, -6.504441688991821e-20
1970/01/01/01:00:07.710000,[],0,-2.832620554081316e-19, -9.095292859660372e-20, -7.220160007476807, 3.4615091716991905e-20, -3.9982805652342016e-20, -6.854194977729408e-20
1970/01/01/01:00:07.720000,[],0,-2.87065173370709e-19, -3.653250283923836e-20, -7.220160007476807, 2.580114786370268e-20, -4.197823024610988e-20, -7.19626776523247e-20
1970/01/01/01:00:07.730000,[],0,-2.907634978894336e-19, 1.6803167633230342e-20, -7.220160007476807, 1.716090386111392e-20, -4.39295460799482e-20, -7.530779604948915e-20
1970/01/01/01:00:07.740000,[],0,-2.943588125725012e-19, 6.907044064053304e-20, -7.220160007476807, 8.691749728210823e-21, -4.5837447856324563e-20, -7.857848111622089e-20
1970/01/01/01:00:07.750000,[],0,-4.118658931932822e-19, 2.46568404214636e-20, -7.220160007476807, 1.6837335685525037e-20, -6.512378745463209e-20, -1.116407803400403e-19
1970/01/01/01:00:07.760000,[],0,-5.269816722113548e-19, -1.8870957605899522e-20, -7.220160007476807, 2.4818326433431837e-20, -8.401788511505035e-20, -1.44030652811688e-19
