time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:03.010000,[],0,1.1207519750317725e-18, -6.632076691484519e-19, -7.220074653625488, 6.314179808346968e-20, 1.8381054395118736e-19, 3.1510377855229513e-19
1970/01/01/01:00:03.020000,[],0,1.295493776036023e-18, -5.27885005139051e-19, -7.220078468322754, 4.268103003639878e-20, 2.1483754589077444e-19, 3.682929395055268e-19
1970/01/01/01:00:03.030000,[],0,1.3655305381154285e-18, -5.143375444642341e-19, -7.220081329345703, 4.343909906253815e-20, 2.225007280312247e-19, 3.814298084037877e-19
1970/01/01/01:00:03.040000,[],0,1.4340300884239807e-18, -5.010095968444735e-19, -7.2200846672058105, 4.4177664720797164e-20, 2.2998839278544883e-19, 3.9426581620362657e-19
1970/01/01/01:00:03.050000,[],0,1.501016105006714e-18, -4.878981120512603e-19, -7.22008752822876, 4.489704366625407e-20, 2.373033060386201e-19, 4.0680566749477734e-19
1970/01/01/01:00:03.060000,[],0,1.5665123693062393e-18, -4.750000398560858e-19, -7.220090389251709, 4.5597539629290043e-20, 2.4444818197712346e-19, 4.190540151681856e-19
1970/01/01/01:00:03.070000,[],0,1.6305421457772846e-18, -4.62312485126806e-19, -7.220093250274658, 4.627946926498332e-20, 2.514257347873438e-19, 4.3101553796419106e-19
1970/01/01/01:00:03.080000,[],0,1.4541590116425758e-18, -5.317432857087281e-19, -7.220096111297607, 5.845072758271074e-20, 2.23988722555631e-19, 3.8398067831653637e-19
1970/01/01/01:00:03.090000,[],0,1.2811581156350197e-18, -5.997323104829702e-19, -7.220098495483398, 7.037271373037561e-20, 1.970780815368375e-19, 3.3784811762081218e-19
1970/01/01/01:00:03.100000,[],0,1.1114892065324037e-18, -6.663015831333416e-19, -7.2201008796691895, 8.204922756891682e-20, 1.706859276657499e-19, 2.9260444004145864e-19
1970/01/01/01:00:03.110000,[],0,9.451024467028216e-19, -7.314728171509219e-19, -7.2201032638549805, 9.348400433578795e-20, 1.4480455782291378e-19, 2.4823638483928076e-19
1970/01/01/01:00:03.120000,[],0,6.752866257420457e-19, -8.559535214740136e-19, -7.2201056480407715, 1.1302473105302394e-19, 1.0196476403886737e-19, 1.7479674389149995e-19
1970/01/01/01:00:03.130000,[],0,4.1079960568491306e-19, -9.778590057550746e-19, -7.2201080322265625, 1.3216333813263406e-19, 5.997157668707191e-20, 1.0280841717783757e-19
1970/01/01/01:00:03.140000,[],0,6.627702457007762e-19, -7.692123639119826e-19, -7.220109939575195, 9.78664072210939e-20, 9.8709407662862e-20, 1.6921613111481973e-19
1970/01/01/01:00:03.150000,[],0,9.096352167832323e-19, -5.646617653658883e-19, -7.220111846923828, 6.424563183683048e-20, 1.3666261905355433e-19, 2.3427877182760825e-19
