time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:04.930000,[],0,-2.973015076016586e-19, 1.101082447245874e-18, -7.22014045715332, -1.66273009570659e-19, -3.419588239866371e-20, -5.86215145298088e-20
1970/01/01/01:00:04.940000,[],0,-6.412593104737581e-19, 9.710404525682235e-19, -7.220141410827637, -1.452704931523284e-19, -8.836430564371024e-20, -1.5148166312501838e-19
1970/01/01/01:00:04.950000,[],0,-9.782737334346934e-19, 8.435021268096177e-19, -7.220141887664795, -1.2467348910460488e-19, -1.4144053059393425e-19, -2.4246946255432005e-19
1970/01/01/01:00:04.960000,[],0,-1.3084501127655943e-18, 7.18430246842492e-19, -7.220142841339111, -1.0447596805630472e-19, -1.9344107178101841e-19, -3.3161326960308787e-19
1970/01/01/01:00:04.970000,[],0,-1.3121425436224544e-18, 7.406586578533232e-19, -7.2201433181762695, -1.0745028335684666e-19, -1.952363122041999e-19, -3.3469082092148555e-19
1970/01/01/01:00:04.980000,[],0,-1.315629937084978e-18, 7.623684266200837e-19, -7.220143795013428, -1.103543593911555e-19, -1.9697613152634035e-19, -3.376733498670162e-19
1970/01/01/01:00:04.990000,[],0,-1.3189160154659214e-18, 7.835677732501107e-19, -7.220144748687744, -1.1318932707022492e-19, -1.9866144740093178e-19, -3.405624849515108e-19
1970/01/01/01:00:05.000000,[],0,-1.3220045010780413e-18, 8.042647627543766e-19, -7.220145225524902, -1.1595627206860894e-19, -2.0029319040616334e-19, -3.433597512892237e-19
1970/01/01/01:00:05.010000,[],0,-1.3071858705968835e-18, 7.478761705893664e-19, -7.2201457023620605, -1.0783233740226959e-19, -1.9644714952461268e-19, -3.367665272711108e-19
1970/01/01/01:00:05.020000,[],0,-1.2524372673938363e-18, 8.35256583668536e-19, -7.220146656036377, -1.209511634234192e-19, -1.8764510770173885e-19, -3.216773053320716e-19
1970/01/01/01:00:05.030000,[],0,-1.2161090458541558e-18, 8.971561632671042e-19, -7.220147132873535, -1.3094247124729407e-19, -1.8340318334889914e-19, -3.144054571695414e-19
1970/01/01/01:00:05.040000,[],0,-1.1803857001374048e-18, 9.577281179825247e-19, -7.220147609710693, -1.4072085761161898e-19, -1.7922775656249045e-19, -3.0724757898578447e-19
1970/01/01/01:00:05.050000,[],0,-1.145258855039881e-18, 1.0169928171373818e-18, -7.220148086547852, -1.5028960538944997e-19, -1.751179226137178e-19, -3.002021456665465e-19
1970/01/01/01:00:05.060000,[],0,-1.110720031960306e-18, 1.074970526656683e-18, -7.22014856338501, -1.5965195867975192e-19, -1.7107276384908915e-19, -2.932676062481789e-19
1970/01/01/01:00:05.070000,[],0,-9.841562283608643e-19, 1.0831899102108927e-18, -7.220149040222168, -1.6022986065989385e-19, -1.5084584557730067e-19, -2.5859286705420366e-19
1970/01/01/01:00:05.080000,[],0,-8.600253180393059e-19, 1.0911366343556896e-18, -7.220149517059326, -1.6078018133648597e-19, -1.3100837427765982e-19, -2.2458579186152945e-19
1970/01/01/01:00:05.090000,[],0,-7.382910084462551e-19, 1.0988153519820194e-18, -7.220149993896484, -1.6130341184801697e-19, -1.1155455968587872e-19, -1.9123637695462317e-19
1970/01/01/01:00:05.100000,[],0,-6.189175757190071e-19, 1.1062305091856744e-18, -7.220149993896484, -1.6180004333297556e-19, -9.247865677410925e-20, -1.5853483833780198e-19
1970/01/01/01:00:05.110000,[],0,-5.0186970958516375e-19, 1.1133867588576004e-18, -7.220150470733643, -1.6227057985454752e-19, -7.377503037442839e-20, -1.2647148248826253e-19
1970/01/01/01:00:05.120000,[],0,-4.706843801064552e-19, 1.0828192298988923e-18, -7.220150947570801, -1.5772601079508998e-19, -6.953904491989287e-20, -1.192097931376302e-19
1970/01/01/01:00:05.130000,[],0,-4.400756989122727e-19, 1.0527547301501931e-18, -7.220151424407959, -1.5325657299970697e-19, -6.538082090528587e-20, -1.1208140911258964e-19
1970/01/01/01:00:05.140000,[],0,-4.100351874013375e-19, 1.023186228576296e-18, -7.220151901245117, -1.488611937185416e-19, -6.129922741961366e-20, -1.0508439817092869e-19
1970/01/01/01:00:05.150000,[],0,-3.805544703699476e-19, 9.94106797539571e-19, -7.220151901245117, -1.4453883897582819e-19, -5.729314001423107e-20, -9.82168086833896e-20
1970/01/01/01:00:05.160000,[],0,-3.235268294829519e-19, 1.0819284597767493e-18, -7.220152378082275, -1.558924227956984e-19, -4.9004318525006633e-20, -8.400740318572566e-20
1970/01/01/01:00:05.170000,[],0,-4.260623029080411e-19, 1.0616207621482662e-18, -7.220152854919434, -1.515324442598109e-19, -6.500131948753449e-20, -1.1143083156081669e-19
1970/01/01/01:00:05.170000,[],0,-5.265044923954883e-19, 1.0416131242869867e-18, -7.220152854919434, -1.4724449506070086e-19, -8.067188137613654e-20, -1.3829464640212145e-19
1970/01/01/01:00:05.190000,[],0,-6.248851668506944e-19, 1.021901410289848e-18, -7.220153331756592, -1.4302759292139088e-19, -9.602096081213955e-20, -1.6460736508500983e-19
1970/01/01/01:00:05.200000,[],0,-7.212357332875422e-19, 1.0024816910489406e-18, -7.220153331756592, -1.3888071679081234e-19, -1.1105346918043058e-19, -1.9037736281318392e-19
1970/01/01/01:00:05.210000,[],0,-8.155871592802141e-19, 9.83350244251508e-19, -7.22015380859375, -1.348028973166849e-19, -1.2577420800597154e-19, -2.1561292431746634e-19
1970/01/01/01:00:05.220000,[],0,-7.713449389287209e-19, 9.57889314804396e-19, -7.22015380859375, -1.294033983200626e-19, -1.1916634030607704e-19, -2.0428515111764718e-19
1970/01/01/01:00:05.230000,[],0,-7.279104087465974e-19, 9.328419756635606e-19, -7.220154285430908, -1.2409894754570145e-19, -1.1267871106303535e-19, -1.9316350098671859e-19
1970/01/01/01:00:05.240000,[],0,-6.852717814101148e-19, 9.082021263719842e-19, -7.220154285430908, -1.1888817497571194e-19, -1.0630956251804482e-19, -1.8224496247026297e-19
1970/01/01/01:00:05.250000,[],0,-6.43417424691909e-19, 8.83964390255685e-19, -7.220154762268066, -1.1376972351690158e-19, -1.0005716922404645e-19, -1.7152657581265105e-19
1970/01/01/01:00:05.260000,[],0,-5.0378649385960225e-19, 8.790206419271853e-19, -7.220154762268066, -1.1007983882536445e-19, -7.690935342471106e-20, -1.3184461510285972e-19
1970/01/01/01:00:05.270000,[],0,-3.6689782185427367e-19, 8.740877503442254e-19, -7.220155239105225, -1.0645273584985039e-19, -5.421680361735807e-20, -9.294309283866363e-20
1970/01/01/01:00:05.280000,[],0,-2.327102564404487e-19, 8.69166232494688e-19, -7.220155239105225, -1.0288752924861002e-19, -3.197268586841113e-20, -5.481031863156194e-20
1970/01/01/01:00:05.290000,[],0,-1.0118314298349011e-19, 8.642561400773615e-19, -7.220155715942383, -9.938334014224251e-20, -1.0170248639237697e-20, -1.743471195297891e-20
1970/01/01/01:00:05.300000,[],0,2.772353337873439e-20, 8.593578866825522e-19, -7.220155715942383, -9.593929611369555e-20, 1.1197155403424634e-20, 1.9195123548727945e-20
1970/01/01/01:00:05.310000,[],0,3.075819085872722e-20, 8.177352956322261e-19, -7.220155715942383, -8.853322497208151e-20, 1.1354562057879794e-20, 1.946496214300496e-20
1970/01/01/01:00:05.320000,[],0,3.3729077883371043e-20, 7.768633709877919e-19, -7.220156192779541, -8.12664303661061e-20, 1.1507684983049436e-20, 1.9727459509345567e-20
1970/01/01/01:00:05.330000,[],0,3.663717672964326e-20, 7.3673125600370975e-19, -7.220156192779541, -7.413684434423791e-20, 1.1656594456973887e-20, 1.998273358561054e-20
1970/01/01/01:00:05.340000,[],0,3.948344705630141e-20, 6.973280422356517e-19, -7.220156192779541, -6.714243126668825e-20, 1.180136075769347e-20, 2.0230903925247787e-20
1970/01/01/01:00:05.350000,[],0,1.0876971398205117e-19, 6.71760871778615e-19, -7.220156669616699, -6.342625774130842e-20, 2.1586670720680673e-20, 3.700572123545258e-20
1970/01/01/01:00:05.360000,[],0,9.972351816915494e-20, 6.784346683582694e-19, -7.220156669616699, -6.428355289803721e-20, 2.2019161780836596e-20, 3.774713355824152e-20
1970/01/01/01:00:05.370000,[],0,9.084827086207016e-20, 6.8490709815755545e-19, -7.220156669616699, -6.511727340730823e-20, 2.2440802557801297e-20, 3.846994724194508e-20
1970/01/01/01:00:05.380000,[],0,8.214145174486795e-20, 6.911815732964999e-19, -7.220156669616699, -6.592780701003363e-20, 2.2851765919398102e-20, 3.9174453092247373e-20
1970/01/01/01:00:05.390000,[],0,7.360054696396798e-20, 6.972615058951295e-19, -7.220157146453857, -6.671554144712553e-20, 2.3252223117863202e-20, 3.9860954839529566e-20
1970/01/01/01:00:05.400000,[],0,1.6919986497965892e-21, 6.179002469631435e-19, -7.220157146453857, -5.449387034847212e-20, 1.1756802056747145e-20, 2.015451734997021e-20
1970/01/01/01:00:05.410000,[],0,-6.877854928187839e-20, 5.400644641770701e-19, -7.220157146453857, -4.251118012983838e-20, 4.901131462314156e-22, 8.401939649681411e-22
1970/01/01/01:00:05.420000,[],0,-1.3783280820167837e-19, 4.637313583712759e-19, -7.220157146453857, -3.076389388130986e-20, -1.055129132711481e-20, -1.8087927758541512e-20
1970/01/01/01:00:05.430000,[],0,-2.0549218857712105e-19, 3.8887854397043356e-19, -7.220157623291016, -1.9248476698237615e-20, -2.1370812123721278e-20, -3.663567746478301e-20
1970/01/01/01:00:05.440000,[],0,-2.7177784167496336e-19, 3.154838938931574e-19, -7.220157623291016, -7.961443759173833e-21, -3.1971806989010295e-20, -5.480880644200462e-20
1970/01/01/01:00:05.450000,[],0,-4.103840249752876e-19, 5.74685733899262e-20, -7.220157623291016, 3.7786557115482765e-20, -5.3357789475918825e-20, -9.147049809081757e-20
1970/01/01/01:00:05.460000,[],0,-5.461770187111073e-19, -1.9539219697557494e-19, -7.220157623291016, 8.261581397677297e-20, -7.431072029393597e-20, -1.2738980806456124e-19
1970/01/01/01:00:05.470000,[],0,-6.791995519309396e-19, -4.431762303420628e-19, -7.220157623291016, 1.2654022895198393e-19, -9.483715549565107e-20, -1.6257798084968754e-19
1970/01/01/01:00:05.480000,[],0,-8.094937332978423e-19, -6.85960202474912e-19, -7.220158100128174, 1.6957349898883678e-19, -1.1494358327899383e-19, -1.9704614461037472e-19
1970/01/01/01:00:05.490000,[],0,-9.371010252400196e-19, -9.238199167224448e-19, -7.220158100128174, 2.1172915624516502e-19, -1.346363884443174e-19, -2.3080523364034495e-19
1970/01/01/01:00:05.500000,[],0,-1.0998518092895483e-18, -9.140572209403642e-19, -7.220158100128174, 2.0684977290807956e-19, -1.6036887870159104e-19, -2.7491807777415607e-19
1970/01/01/01:00:05.510000,[],0,-1.2592375192096347e-18, -9.04398336325159e-19, -7.220158100128174, 2.020472915185674e-19, -1.8557068089712364e-19, -3.181211524811296e-19
1970/01/01/01:00:05.520000,[],0,-1.4153095435958337e-18, -8.94842125503487e-19, -7.220158100128174, 1.9732065225146868e-19, -2.102498858912817e-19, -3.60428364735314e-19
1970/01/01/01:00:05.530000,[],0,-1.5681186506582407e-18, -8.853875544995826e-19, -7.220158100128174, 1.9266882113101773e-19, -2.3441448114685523e-19, -4.0185338886621064e-19
1970/01/01/01:00:05.540000,[],0,-1.7177147814263386e-18, -8.760335893376798e-19, -7.220158576965332, 1.880907512567518e-19, -2.5807233780436053e-19, -4.424097441069559e-19
1970/01/01/01:00:05.550000,[],0,-1.7021639927054948e-18, -1.0057330278441569e-18, -7.220158576965332, 2.0606262008235586e-19, -2.5545857631566367e-19, -4.379289584275444e-19
1970/01/01/01:00:05.560000,[],0,-1.6867539280863616e-18, -1.1327379255052425e-18, -7.220158576965332, 2.23654438190583e-19, -2.528715172511158e-19, -4.3349402957334136e-19
1970/01/01/01:00:05.570000,[],0,-1.6714834501955967e-18, -1.257089434556411e-18, -7.220158576965332, 2.408720733939036e-19, -2.503109279661696e-19, -4.2910444055646386e-19
1970/01/01/01:00:05.580000,[],0,-1.6563512148647048e-18, -1.3788281902452544e-18, -7.220158576965332, 2.5772125133312005e-19, -2.477764982680954e-19, -4.2475972608781737e-19
1970/01/01/01:00:05.590000,[],0,-1.6476207370895139e-18, -1.3031732174453888e-18, -7.220158576965332, 2.4498970093501013e-19, -2.4744192955971186e-19, -4.241861797305884e-19
1970/01/01/01:00:05.600000,[],0,-1.638900082084097e-18, -1.2289010838345587e-18, -7.220158576965332, 2.324882618435548e-19, -2.47089317974217e-19, -4.23581665799177e-19
1970/01/01/01:00:05.610000,[],0,-1.647576793119472e-18, -1.280482515869717e-18, -7.220158576965332, 2.3829819752036827e-19, -2.492435547832465e-19, -4.272746911921024e-19
1970/01/01/01:00:05.620000,[],0,-1.6559151872843128e-18, -1.3309042406860759e-18, -7.22015905380249, 2.43968107029113e-19, -2.513298076856818e-19, -4.30851109968052e-19
1970/01/01/01:00:05.630000,[],0,-1.6639212616380604e-18, -1.3801844562571116e-18, -7.22015905380249, 2.4950023926707936e-19, -2.53349188205471e-19, -4.343129383797689e-19
1970/01/01/01:00:05.640000,[],0,-1.6716007030474261e-18, -1.4283410503635707e-18, -7.22015905380249, 2.548967655833753e-19, -2.5530285956535056e-19, -4.376620375836312e-19
