time,.layout.dim,fault,Fx,Fy,Fz,Wx,Wy,Wz
1970/01/01/01:00:07.250000,[],0,-4.964786116416377e-19, 6.710238538528303e-19, -7.220157623291016, -1.4667424450122504e-19, -6.839654693524375e-20, -1.172512233175607e-19
1970/01/01/01:00:07.250000,[],0,-5.19741515406043e-19, 6.473161337140245e-19, -7.220157623291016, -1.4279762378640406e-19, -7.177413863379943e-20, -1.2304137128315826e-19
1970/01/01/01:00:07.260000,[],0,-5.424871727936613e-19, 6.240178679784325e-19, -7.220157623291016, -1.3898424361435218e-19, -7.507699327154125e-20, -1.2870342257608374e-19
1970/01/01/01:00:07.270000,[],0,-4.956592375461156e-19, 7.570592195572004e-19, -7.220157623291016, -1.5926346813518756e-19, -6.983176345916007e-20, -1.1971159450141726e-19
1970/01/01/01:00:07.280000,[],0,-4.497182467103799e-19, 8.87364102573278e-19, -7.220158100128174, -1.7912116658574475e-19, -6.46844576141384e-20, -1.1088764531700784e-19
1970/01/01/01:00:07.290000,[],0,-4.0465114634241226e-19, 1.0149740828524461e-18, -7.220158100128174, -1.9856381423925638e-19, -5.963362817040425e-20, -1.022290740939722e-19
1970/01/01/01:00:07.300000,[],0,-3.604449341969592e-19, 1.1399304677265442e-18, -7.220158100128174, -2.1759774419728733e-19, -5.467785341127982e-20, -9.373345745160951e-20
1970/01/01/01:00:07.310000,[],0,-3.367433403645652e-19, 1.2163437583529678e-18, -7.220158100128174, -2.256111339295772e-19, -5.014564359339655e-20, -8.59639632154006e-20
1970/01/01/01:00:07.320000,[],0,-3.1348211681077906e-19, 1.2911072372476543e-18, -7.220158100128174, -2.3344169089709873e-19, -4.569906958713239e-20, -7.834126122617717e-20
1970/01/01/01:00:07.330000,[],0,-2.9065477533767115e-19, 1.36424634021444e-18, -7.220158100128174, -2.410922843826017e-19, -4.1336855078651573e-20, -7.086318013483127e-20
1970/01/01/01:00:07.340000,[],0,-2.6825490529549416e-19, 1.4357861928644308e-18, -7.220158576965332, -2.4856578366883586e-19, -3.705775283468673e-20, -6.35275744416491e-20
1970/01/01/01:00:07.350000,[],0,-4.080281628919483e-19, 1.4854559071064024e-18, -7.220158576965332, -2.5932355187842355e-19, -5.767832829869375e-20, -9.887713791910273e-20
1970/01/01/01:00:07.360000,[],0,-3.769056732903996e-19, 1.5120779913383856e-18, -7.220158576965332, -2.6296110447151963e-19, -5.2769861162023957e-20, -9.046261728851292e-20
1970/01/01/01:00:07.370000,[],0,-3.463679228337435e-19, 1.5380164107940938e-18, -7.220158576965332, -2.664996021862625e-19, -4.7954283823204456e-20, -8.220734831288516e-20
1970/01/01/01:00:07.380000,[],0,-3.1640632952312473e-19, 1.5632823324117963e-18, -7.220158576965332, -2.6994069938387723e-19, -4.3230226264345705e-20, -7.410895931030692e-20
1970/01/01/01:00:07.390000,[],0,-2.870122855102939e-19, 1.5878865095394564e-18, -7.220158576965332, -2.732859728774065e-19, -3.859632169873243e-20, -6.616512383530539e-20
1970/01/01/01:00:07.400000,[],0,-2.581774672903372e-19, 1.6118399023201904e-18, -7.220158576965332, -2.7653699947989306e-19, -3.4051238882566305e-20, -5.837355421649896e-20
1970/01/01/01:00:07.410000,[],0,-2.0555068575606503e-19, 1.3439747283401794e-18, -7.220158576965332, -2.342363271224266e-19, -2.6564937683883162e-20, -4.5539892249178486e-20
1970/01/01/01:00:07.420000,[],0,-1.5395590250883227e-19, 1.0813323727478283e-18, -7.22015905380249, -1.927582341853559e-19, -1.9225706613172532e-20, -3.295835234762476e-20
1970/01/01/01:00:07.430000,[],0,-1.0337760791215355e-19, 8.238348220716155e-19, -7.22015905380249, -1.5209044220646327e-19, -1.2031336355028819e-20, -2.062514919118307e-20
1970/01/01/01:00:07.440000,[],0,-5.3800547592310636e-20, 5.714048383218441e-19, -7.22015905380249, -1.1222078904580483e-19, -4.979651521376235e-21, -8.53654511901916e-21
1970/01/01/01:00:07.450000,[],0,4.9323022167735365e-20, 5.722521814618281e-19, -7.22015905380249, -1.1124326835692029e-19, 9.443973560099768e-21, 1.6189667806180222e-20
1970/01/01/01:00:07.460000,[],0,1.5037918646485005e-19, 5.730253368406237e-19, -7.22015905380249, -1.102741874952232e-19, 2.3578180746823112e-20, 4.041973796152901e-20
1970/01/01/01:00:07.470000,[],0,2.493991939853772e-19, 5.73725752024303e-19, -7.22015905380249, -1.0931345598783407e-19, 3.742734747213308e-20, 6.416116894147057e-20
1970/01/01/01:00:07.480000,[],0,3.4641385720713434e-19, 5.74354719482573e-19, -7.22015905380249, -1.0836100921126755e-19, 5.0995788161470725e-20, 8.742134559479393e-20
1970/01/01/01:00:07.490000,[],0,4.414535750176329e-19, 5.74913738480294e-19, -7.22015905380249, -1.0741677607968973e-19, 6.428775988693386e-20, 1.102075865312156e-19
